Element 1: (0, (9, 9), ['%', '', '.', '.'], [(1, 8), (6, 6), (6, 11)], [True, False, False, False], 98, False, [False, False, True, True], 0, 'East', (10, 9))
Element 14: (0, (16, 7), ['.', '.', '', '.'], [(6, 10), (12, 11), (13, 7)], [False, False, False, False], 72, False, [True, True, False, True], 307, 'East', (17, 7))
Element 15: (0, (17, 7), ['', '%', '%', '.'], [(6, 11), (13, 11), (13, 6)], [False, True, True, False], 70, False, [False, False, False, True], 326, 'East', (18, 7))
Element 16: (0, (18, 7), ['', '.', '.', '%'], [(7, 11), (13, 10), (13, 5)], [False, False, False, True], 68, False, [False, True, True, False], 345, 'North', (18, 8))
Element 17: (0, (18, 8), ['%', '', '.', '%'], [(8, 11), (13, 9), (13, 4)], [True, False, False, True], 66, False, [False, False, True, False], 364, 'North', (18, 9))
Element 18: (0, (18, 9), ['%', '', '.', '%'], [(9, 11), (12, 9), (13, 3)], [True, False, False, True], 64, False, [False, False, True, False], 393, 'North', (18, 10))
Element 19: (0, (18, 10), ['%', '', '', '%'], [(10, 11), (13, 9), (13, 2)], [True, False, False, True], 62, False, [False, False, False, False], 412, 'North', (18, 11))
Element 20: (0, (18, 11), ['.', '', '%', '%'], [(11, 11), (14, 9), (13, 1)], [False, False, True, True], 60, False, [True, False, False, False], 421, 'West', (17, 11))
Element 21: (0, (17, 11), ['.', '%', '%', ''], [(12, 11), (15, 9), (12, 1)], [False, True, True, False], 58, False, [True, False, False, False], 440, 'West', (16, 11))
Element 22: (0, (16, 11), ['.', '%', '%', ''], [(13, 11), (15, 10), (11, 1)], [False, True, True, False], 56, False, [True, False, False, False], 469, 'West', (15, 11))
Element 23: (0, (15, 11), ['%', '', '%', ''], [(13, 10), (15, 9), (10, 1)], [True, False, True, False], 54, False, [False, False, False, False], 488, 'South', (15, 10))
Element 24: (0, (15, 10), ['%', '', '', '%'], [(13, 9), (16, 9), (9, 1)], [True, False, False, True], 52, False, [False, False, False, False], 497, 'North', (15, 11))
Element 25: (0, (15, 11), ['%', '', '%', ''], [(14, 9), (16, 8), (8, 1)], [True, False, True, False], 50, False, [False, False, False, False], 506, 'East', (16, 11))
Element 26: (0, (16, 11), ['', '%', '%', ''], [(15, 9), (16, 7), (7, 1)], [False, True, True, False], 48, False, [False, False, False, False], 515, 'East', (17, 11))
Element 27: (0, (17, 11), ['', '%', '%', ''], [(16, 9), (16, 6), (6, 1)], [False, True, True, False], 46, False, [False, False, False, False], 534, 'East', (18, 11))
Element 28: (0, (18, 11), ['', '', '%', '%'], [(16, 8), (16, 5), (6, 2)], [False, False, True, True], 44, False, [False, False, False, False], 553, 'South', (18, 10))
Element 29: (0, (18, 10), ['%', '', '', '%'], [(16, 7), (16, 4), (6, 3)], [True, False, False, True], 42, False, [False, False, False, False], 572, 'South', (18, 9))
Element 30: (0, (18, 9), ['%', '', '', '%'], [(15, 7), (16, 3), (7, 3)], [True, False, False, True], 40, False, [False, False, False, False], 601, 'South', (18, 8))
Element 31: (0, (18, 8), ['%', '', '', '%'], [(15, 6), (15, 3), (8, 3)], [True, False, False, True], 38, False, [False, False, False, False], 630, 'South', (18, 7))
Element 32: (0, (18, 7), ['', '.', '', '%'], [(15, 5), (15, 4), (9, 3)], [False, False, False, True], 36, False, [False, True, False, False], 659, 'South', (18, 6))
Element 33: (0, (18, 6), ['%', '.', '', '%'], [(16, 5), (15, 5), (10, 3)], [True, False, False, True], 34, False, [False, True, False, False], 678, 'South', (18, 5))
Element 34: (0, (18, 5), ['%', '.', '', '%'], [(16, 6), (15, 6), (11, 3)], [True, False, False, True], 32, False, [False, True, False, False], 697, 'South', (18, 4))
Element 35: (0, (18, 4), ['%', '.', '', '%'], [(16, 5), (15, 7), (12, 3)], [True, False, False, True], 30, False, [False, True, False, False], 716, 'South', (18, 3))
Element 36: (0, (18, 3), ['%', '.', '', '%'], [(16, 4), (15, 6), (11, 3)], [True, False, False, True], 28, False, [False, True, False, False], 725, 'South', (18, 2))
Element 37: (0, (18, 2), ['%', '', '', '%'], [(16, 3), (15, 5), (10, 3)], [True, False, False, True], 26, False, [False, False, False, False], 734, 'South', (18, 1))
Element 38: (0, (18, 1), ['.', '%', '', '%'], [(15, 3), (15, 4), (9, 3)], [False, True, False, True], 24, False, [True, False, False, False], 733, 'West', (17, 1))
Element 39: (0, (17, 1), ['.', '%', '%', ''], [(15, 2), (15, 3), (8, 3)], [False, True, True, False], 22, False, [True, False, False, False], 752, 'West', (16, 1))
Element 40: (0, (16, 1), ['G', '%', '%', ''], [(15, 1), (15, 2), (8, 4)], [False, True, True, False], 20, False, [False, False, False, False], 771, 'East', (17, 1))
Element 41: (0, (17, 1), ['G', '%', '%', ''], [(16, 1), (15, 1), (8, 5)], [False, True, True, False], 18, False, [False, False, False, False], 770, 'East', (18, 1))
Element 42: (0, (18, 1), ['G', '%', '', '%'], [(17, 1), (16, 1), (9, 5)], [False, True, False, True], 16, False, [False, False, False, False], 769, 'North', (18, 2))
Element 43: (0, (18, 2), ['%', 'G', '', '%'], [(18, 1), (17, 1), (10, 5)], [True, False, False, True], 14, False, [False, False, False, False], 768, 'North', (18, 3))
Element 44: (0, (18, 3), ['%', 'G', '', '%'], [(18, 2), (18, 1), (11, 5)], [True, False, False, True], 12, False, [False, False, False, False], 767, 'North', (18, 4))
Element 45: (0, (18, 4), ['%', 'G', '', '%'], [(18, 3), (18, 2), (10, 5)], [True, False, False, True], 10, False, [False, False, False, False], 766, 'North', (18, 5))
Element 46: (0, (18, 5), ['%', 'G', '', '%'], [(18, 4), (18, 3), (9, 5)], [True, False, False, True], 8, False, [False, False, False, False], 765, 'North', (18, 6))
Element 47: (0, (18, 6), ['%', 'G', '', '%'], [(18, 5), (18, 4), (8, 5)], [True, False, False, True], 6, False, [False, False, False, False], 764, 'North', (18, 7))
Element 48: (0, (18, 7), ['', 'G', '', '%'], [(18, 6), (18, 5), (8, 4)], [False, False, False, True], 4, False, [False, False, False, False], 763, 'West', (17, 7))
Element 49: (0, (17, 7), ['', '%', '%', 'G'], [(18, 7), (18, 6), (8, 3)], [False, True, True, False], 2, False, [False, False, False, False], 762, 'West', (16, 7))
Element 50: (0, (16, 7), ['', '', '', ''], [(18, 8), (18, 7), (7, 3)], [False, False, False, False], 0, False, [False, False, False, False], 761, 'Stop', (16, 7))
Element 51: #0#
