Element 1: (2, (13, 9), ['.', '.', '.', '.'], [(8, 3), (4, 11), (18, 7)], [False, False, False, False], 98, False, [True, True, True, True], 19, 'East', (14, 9))
Element 2: (2, (14, 9), ['', '%', '%', '.'], [(9, 3), (3, 11), (18, 8)], [False, True, True, False], 96, False, [False, False, False, True], 58, 'East', (15, 9))
Element 3: (2, (15, 9), ['', '%', '.', '.'], [(10, 3), (2, 11), (18, 9)], [False, True, False, False], 94, False, [False, False, True, True], 97, 'East', (16, 9))
Element 4: (2, (16, 9), ['', '.', '%', '%'], [(11, 3), (1, 11), (18, 10)], [False, False, True, True], 92, False, [False, True, False, False], 126, 'South', (16, 8))
Element 5: (2, (16, 8), ['%', '.', '', '%'], [(12, 3), (1, 10), (18, 11)], [True, False, False, True], 90, False, [False, True, False, False], 155, 'South', (16, 7))
Element 6: (2, (16, 7), ['.', '.', '', '.'], [(13, 3), (1, 9), (17, 11)], [False, False, False, False], 88, False, [True, True, False, True], 194, 'East', (17, 7))
Element 7: (2, (17, 7), ['', '%', '%', ''], [(13, 4), (1, 8), (16, 11)], [False, True, True, False], 86, False, [False, False, False, False], 233, 'East', (18, 7))
Element 8: (2, (18, 7), ['', '.', '', '%'], [(13, 5), (1, 7), (15, 11)], [False, False, False, True], 84, False, [False, True, False, False], 262, 'South', (18, 6))
Element 9: (2, (18, 6), ['%', '.', '', '%'], [(13, 6), (2, 7), (15, 10)], [True, False, False, True], 82, False, [False, True, False, False], 301, 'South', (18, 5))
Element 10: (2, (18, 5), ['%', '.', '', '%'], [(13, 7), (3, 7), (15, 9)], [True, False, False, True], 80, False, [False, True, False, False], 330, 'South', (18, 4))
Element 11: (2, (18, 4), ['%', '.', '', '%'], [(13, 8), (4, 7), (16, 9)], [True, False, False, True], 78, False, [False, True, False, False], 359, 'South', (18, 3))
Element 12: (2, (18, 3), ['%', '.', '', '%'], [(13, 9), (5, 7), (16, 8)], [True, False, False, True], 76, False, [False, True, False, False], 378, 'South', (18, 2))
Element 13: (2, (18, 2), ['%', '', '', '%'], [(13, 10), (6, 7), (16, 7)], [True, False, False, True], 74, False, [False, False, False, False], 407, 'South', (18, 1))
Element 14: (2, (18, 1), ['.', '%', '', '%'], [(13, 11), (6, 8), (16, 6)], [False, True, False, True], 72, False, [True, False, False, False], 436, 'West', (17, 1))
Element 15: (2, (17, 1), ['.', '%', '%', ''], [(12, 11), (6, 9), (16, 5)], [False, True, True, False], 70, False, [True, False, False, False], 475, 'West', (16, 1))
Element 16: (2, (16, 1), ['.', '%', '%', ''], [(11, 11), (7, 9), (16, 4)], [False, True, True, False], 68, False, [True, False, False, False], 514, 'West', (15, 1))
Element 17: (2, (15, 1), ['%', '%', '.', ''], [(10, 11), (6, 9), (16, 3)], [True, True, False, False], 66, False, [False, False, True, False], 543, 'North', (15, 2))
Element 18: (2, (15, 2), ['%', '', 'G', '%'], [(10, 10), (6, 10), (15, 3)], [True, False, False, True], 64, False, [False, False, False, False], 582, 'South', (15, 1))
Element 19: (2, (15, 1), ['%', '%', '', ''], [(10, 9), (6, 11), (15, 4)], [True, True, False, False], 62, False, [False, False, False, False], 611, 'East', (16, 1))
Element 20: (2, (16, 1), ['', '%', '%', ''], [(9, 9), (7, 11), (15, 5)], [False, True, True, False], 60, False, [False, False, False, False], 640, 'East', (17, 1))
Element 21: (2, (17, 1), ['', '%', '%', ''], [(9, 10), (8, 11), (15, 6)], [False, True, True, False], 58, False, [False, False, False, False], 669, 'East', (18, 1))
Element 22: (2, (18, 1), ['', '%', '', '%'], [(9, 11), (7, 11), (15, 7)], [False, True, False, True], 56, False, [False, False, False, False], 688, 'North', (18, 2))
Element 23: (2, (18, 2), ['%', '', '', '%'], [(8, 11), (6, 11), (15, 6)], [True, False, False, True], 54, False, [False, False, False, False], 687, 'North', (18, 3))
Element 24: (2, (18, 3), ['%', '', '', '%'], [(7, 11), (6, 10), (15, 5)], [True, False, False, True], 52, False, [False, False, False, False], 686, 'North', (18, 4))
Element 25: (2, (18, 4), ['%', '', '', '%'], [(6, 11), (6, 9), (15, 4)], [True, False, False, True], 50, False, [False, False, False, False], 685, 'North', (18, 5))
Element 26: (2, (18, 5), ['%', '', '', '%'], [(6, 10), (5, 9), (15, 3)], [True, False, False, True], 48, False, [False, False, False, False], 694, 'North', (18, 6))
Element 27: (2, (18, 6), ['%', '', '', '%'], [(6, 9), (4, 9), (15, 2)], [True, False, False, True], 46, False, [False, False, False, False], 703, 'North', (18, 7))
Element 28: (2, (18, 7), ['', '', '', '%'], [(7, 9), (3, 9), (15, 1)], [False, False, False, True], 44, False, [False, False, False, False], 712, 'North', (18, 8))
Element 29: (2, (18, 8), ['%', '', '', '%'], [(6, 9), (3, 8), (16, 1)], [True, False, False, True], 42, False, [False, False, False, False], 721, 'North', (18, 9))
Element 30: (2, (18, 9), ['%', '', '', '%'], [(6, 8), (3, 9), (17, 1)], [True, False, False, True], 40, False, [False, False, False, False], 720, 'North', (18, 10))
Element 31: (2, (18, 10), ['%', '', '', '%'], [(6, 7), (4, 9), (18, 1)], [True, False, False, True], 38, False, [False, False, False, False], 719, 'North', (18, 11))
Element 32: (2, (18, 11), ['', '', '%', '%'], [(6, 6), (5, 9), (18, 2)], [False, False, True, True], 36, False, [False, False, False, False], 728, 'West', (17, 11))
Element 33: (2, (17, 11), ['', '%', '%', ''], [(6, 5), (6, 9), (18, 3)], [False, True, True, False], 34, False, [False, False, False, False], 737, 'West', (16, 11))
Element 34: (2, (16, 11), ['', '%', '%', ''], [(6, 4), (6, 8), (18, 4)], [False, True, True, False], 32, False, [False, False, False, False], 746, 'West', (15, 11))
Element 35: (2, (15, 11), ['%', '', '%', ''], [(6, 3), (6, 7), (18, 5)], [True, False, True, False], 30, False, [False, False, False, False], 755, 'South', (15, 10))
Element 36: (2, (15, 10), ['%', '', '', '%'], [(6, 2), (6, 6), (18, 6)], [True, False, False, True], 28, False, [False, False, False, False], 764, 'North', (15, 11))
Element 37: (2, (15, 11), ['%', '', '%', ''], [(6, 1), (5, 6), (18, 5)], [True, False, True, False], 26, False, [False, False, False, False], 783, 'East', (16, 11))
Element 38: (2, (16, 11), ['', '%', '%', ''], [(7, 1), (5, 5), (18, 4)], [False, True, True, False], 24, False, [False, False, False, False], 802, 'East', (17, 11))
Element 39: (2, (17, 11), ['', '%', '%', ''], [(8, 1), (5, 4), (18, 3)], [False, True, True, False], 22, False, [False, False, False, False], 821, 'East', (18, 11))
Element 40: (2, (18, 11), ['', '', '%', '%'], [(9, 1), (5, 3), (18, 2)], [False, False, True, True], 20, False, [False, False, False, False], 840, 'South', (18, 10))
Element 41: (2, (18, 10), ['%', '', '', '%'], [(10, 1), (4, 3), (18, 1)], [True, False, False, True], 18, False, [False, False, False, False], 859, 'South', (18, 9))
Element 42: (2, (18, 9), ['%', '', '', '%'], [(11, 1), (4, 4), (17, 1)], [True, False, False, True], 16, False, [False, False, False, False], 878, 'South', (18, 8))
Element 43: (2, (18, 8), ['%', '', '', '%'], [(12, 1), (4, 5), (16, 1)], [True, False, False, True], 14, False, [False, False, False, False], 897, 'South', (18, 7))
Element 44: (2, (18, 7), ['', '', '', '%'], [(13, 1), (4, 6), (15, 1)], [False, False, False, True], 12, False, [False, False, False, False], 916, 'West', (17, 7))
Element 45: (2, (17, 7), ['', '%', '%', ''], [(13, 2), (3, 6), (15, 2)], [False, True, True, False], 10, False, [False, False, False, False], 935, 'West', (16, 7))
Element 46: (2, (16, 7), ['', '', '', ''], [(13, 1), (3, 5), (15, 3)], [False, False, False, False], 8, False, [False, False, False, False], 944, 'South', (16, 6))
Element 47: (2, (16, 6), ['', '', '', '%'], [(12, 1), (3, 4), (16, 3)], [False, False, False, True], 6, False, [False, False, False, False], 953, 'South', (16, 5))
Element 48: (2, (16, 5), ['', 'G', '', '%'], [(11, 1), (3, 3), (16, 4)], [False, False, False, True], 4, False, [False, False, False, False], 962, 'West', (15, 5))
Element 49: (2, (15, 5), ['%', 'G', '', ''], [(10, 1), (3, 2), (15, 4)], [True, False, False, False], 2, False, [False, False, False, False], 1961, 'North', (15, 6))
Element 50: (2, (15, 6), ['%', '', '', ''], [(10, 1), (3, 2), (16, 4)], [True, False, False, False], 0, False, [False, False, False, False], 1960, 'Stop', (15, 6))
Element 51: #0#
