Element 1: (3, (15, 3), ['%', '.', '.', '.'], [(1, 10), (6, 9), (13, 4)], [True, False, False, False], 98, False, [False, True, True, True], 29, 'East', (16, 3))
Element 2: (3, (16, 3), ['', '%', '.', '%'], [(1, 11), (6, 10), (13, 5)], [False, True, False, True], 96, False, [False, False, True, False], 58, 'North', (16, 4))
Element 3: (3, (16, 4), ['.', '', '.', '%'], [(2, 11), (6, 11), (13, 6)], [False, False, False, True], 94, False, [True, False, True, False], 97, 'North', (16, 5))
Element 4: (3, (16, 5), ['.', '', '.', '%'], [(3, 11), (7, 11), (13, 7)], [False, False, False, True], 92, False, [True, False, True, False], 136, 'North', (16, 6))
Element 5: (3, (16, 6), ['.', '', '.', '%'], [(4, 11), (8, 11), (13, 8)], [False, False, False, True], 90, False, [True, False, True, False], 175, 'North', (16, 7))
Element 6: (3, (16, 7), ['.', '', '.', '.'], [(4, 10), (9, 11), (13, 9)], [False, False, False, False], 88, False, [True, False, True, True], 214, 'East', (17, 7))
Element 7: (3, (17, 7), ['', '%', '%', '.'], [(4, 9), (10, 11), (14, 9)], [False, True, True, False], 86, False, [False, False, False, True], 253, 'East', (18, 7))
Element 8: (3, (18, 7), ['', '.', '.', '%'], [(5, 9), (11, 11), (15, 9)], [False, False, False, True], 84, False, [False, True, True, False], 292, 'North', (18, 8))
Element 9: (3, (18, 8), ['%', '', '.', '%'], [(6, 9), (12, 11), (16, 9)], [True, False, False, True], 82, False, [False, False, True, False], 321, 'North', (18, 9))
Element 10: (3, (18, 9), ['%', '', '.', '%'], [(6, 8), (13, 11), (16, 8)], [True, False, False, True], 80, False, [False, False, True, False], 360, 'North', (18, 10))
Element 11: (3, (18, 10), ['%', '', '', '%'], [(6, 7), (13, 10), (16, 7)], [True, False, False, True], 78, False, [False, False, False, False], 389, 'North', (18, 11))
Element 12: (3, (18, 11), ['.', '', '%', '%'], [(6, 6), (13, 9), (15, 7)], [False, False, True, True], 76, False, [True, False, False, False], 408, 'West', (17, 11))
Element 13: (3, (17, 11), ['.', '%', '%', ''], [(6, 5), (12, 9), (15, 6)], [False, True, True, False], 74, False, [True, False, False, False], 447, 'West', (16, 11))
Element 14: (3, (16, 11), ['.', '%', '%', ''], [(6, 4), (13, 9), (15, 5)], [False, True, True, False], 72, False, [True, False, False, False], 476, 'West', (15, 11))
Element 15: (3, (15, 11), ['%', '.', '%', ''], [(6, 3), (14, 9), (15, 4)], [True, False, True, False], 70, False, [False, True, False, False], 505, 'South', (15, 10))
Element 16: (3, (15, 10), ['%', 'G', '', '%'], [(7, 3), (15, 9), (16, 4)], [True, False, False, True], 68, False, [False, False, False, False], 524, 'North', (15, 11))
Element 17: (3, (15, 11), ['%', '', '%', ''], [(8, 3), (16, 9), (16, 5)], [True, False, True, False], 66, False, [False, False, False, False], 533, 'East', (16, 11))
Element 18: (3, (16, 11), ['', '%', '%', ''], [(9, 3), (16, 8), (16, 6)], [False, True, True, False], 64, False, [False, False, False, False], 542, 'East', (17, 11))
Element 19: (3, (17, 11), ['', '%', '%', ''], [(10, 3), (16, 7), (16, 5)], [False, True, True, False], 62, False, [False, False, False, False], 551, 'East', (18, 11))
Element 20: (3, (18, 11), ['', '', '%', '%'], [(11, 3), (17, 7), (16, 4)], [False, False, True, True], 60, False, [False, False, False, False], 560, 'South', (18, 10))
Element 21: (3, (18, 10), ['%', '', '', '%'], [(12, 3), (18, 7), (16, 3)], [True, False, False, True], 58, False, [False, False, False, False], 569, 'South', (18, 9))
