Element 1: (2, (9, 9), ['%', '', '.', '.'], [(6, 3), (1, 6), (10, 11)], [True, False, False, False], 98, False, [False, False, True, True], 19, 'East', (10, 9))
Element 2: (2, (10, 9), ['', '', '.', '%'], [(7, 3), (1, 7), (11, 11)], [False, False, False, True], 96, False, [False, False, True, False], 58, 'North', (10, 10))
Element 3: (2, (10, 10), ['.', '', '', '%'], [(8, 3), (2, 7), (12, 11)], [False, False, False, True], 94, False, [True, False, False, False], 97, 'West', (9, 10))
Element 4: (2, (9, 10), ['%', '', '.', ''], [(9, 3), (3, 7), (13, 11)], [True, False, False, False], 92, False, [False, False, True, False], 136, 'North', (9, 11))
Element 5: (2, (9, 11), ['.', '', '%', ''], [(10, 3), (4, 7), (13, 10)], [False, False, True, False], 90, False, [True, False, False, False], 175, 'West', (8, 11))
Element 6: (2, (8, 11), ['.', '%', '%', ''], [(11, 3), (5, 7), (13, 9)], [False, True, True, False], 88, False, [True, False, False, False], 214, 'West', (7, 11))
Element 7: (2, (7, 11), ['.', '%', '%', ''], [(12, 3), (6, 7), (14, 9)], [False, True, True, False], 86, False, [True, False, False, False], 253, 'West', (6, 11))
Element 8: (2, (6, 11), ['%', '.', '%', ''], [(13, 3), (6, 8), (15, 9)], [True, False, True, False], 84, False, [False, True, False, False], 292, 'South', (6, 10))
Element 9: (2, (6, 10), ['%', 'G', '', '%'], [(13, 4), (6, 9), (16, 9)], [True, False, False, True], 82, False, [False, False, False, False], 331, 'North', (6, 11))
Element 10: (2, (6, 11), ['%', '', '%', ''], [(13, 5), (7, 9), (16, 8)], [True, False, True, False], 80, False, [False, False, False, False], 360, 'East', (7, 11))
Element 11: (2, (7, 11), ['', '%', '%', ''], [(13, 6), (6, 9), (16, 7)], [False, True, True, False], 78, False, [False, False, False, False], 379, 'East', (8, 11))
Element 12: (2, (8, 11), ['', '%', '%', ''], [(13, 7), (5, 9), (17, 7)], [False, True, True, False], 76, False, [False, False, False, False], 408, 'East', (9, 11))
Element 13: (2, (9, 11), ['', '', '%', ''], [(13, 8), (4, 9), (18, 7)], [False, False, True, False], 74, False, [False, False, False, False], 437, 'East', (10, 11))
Element 14: (2, (10, 11), ['', '', '%', ''], [(13, 9), (4, 10), (18, 8)], [False, False, True, False], 72, False, [False, False, False, False], 456, 'East', (11, 11))
Element 15: (2, (11, 11), ['', '%', '%', ''], [(12, 9), (4, 11), (18, 9)], [False, True, True, False], 70, False, [False, False, False, False], 485, 'East', (12, 11))
Element 16: (2, (12, 11), ['', '%', '%', ''], [(13, 9), (3, 11), (18, 10)], [False, True, True, False], 68, False, [False, False, False, False], 504, 'East', (13, 11))
Element 17: (2, (13, 11), ['', '', '%', '%'], [(14, 9), (2, 11), (18, 11)], [False, False, True, True], 66, False, [False, False, False, False], 513, 'South', (13, 10))
Element 18: (2, (13, 10), ['%', '', '', '%'], [(15, 9), (1, 11), (17, 11)], [True, False, False, True], 64, False, [False, False, False, False], 522, 'South', (13, 9))
Element 19: (2, (13, 9), ['', '', '', ''], [(15, 10), (1, 10), (16, 11)], [False, False, False, False], 62, False, [False, False, False, False], 551, 'East', (14, 9))
Element 20: (2, (14, 9), ['', '%', '%', 'G'], [(15, 9), (1, 9), (15, 11)], [False, True, True, False], 60, False, [False, False, False, False], 570, 'West', (13, 9))
