Element 1: (2, (9, 9), ['%', '', '.', '.'], [(6, 3), (1, 6), (10, 11)], [True, False, False, False], 98, False, [False, False, True, True], 19, 'East', (10, 9))
Element 21: (2, (13, 9), ['', '', '', ''], [(16, 9), (1, 8), (15, 10)], [False, False, False, False], 58, False, [False, False, False, False], 579, 'South', (13, 8))
Element 22: (2, (13, 8), ['%', '', '', '%'], [(16, 8), (1, 9), (15, 11)], [True, False, False, True], 56, False, [False, False, False, False], 578, 'South', (13, 7))
Element 23: (2, (13, 7), ['%', '', '', '%'], [(16, 7), (1, 10), (16, 11)], [True, False, False, True], 54, False, [False, False, False, False], 577, 'South', (13, 6))
Element 24: (2, (13, 6), ['%', '', '', '%'], [(16, 6), (1, 11), (17, 11)], [True, False, False, True], 52, False, [False, False, False, False], 586, 'South', (13, 5))
Element 25: (2, (13, 5), ['%', '', '', '%'], [(16, 5), (2, 11), (18, 11)], [True, False, False, True], 50, False, [False, False, False, False], 595, 'South', (13, 4))
Element 26: (2, (13, 4), ['%', '', '', '%'], [(16, 4), (3, 11), (18, 10)], [True, False, False, True], 48, False, [False, False, False, False], 604, 'South', (13, 3))
Element 27: (2, (13, 3), ['', '.', '', '%'], [(16, 3), (4, 11), (18, 9)], [False, False, False, True], 46, False, [False, True, False, False], 613, 'South', (13, 2))
Element 28: (2, (13, 2), ['%', '.', '', '%'], [(15, 3), (4, 10), (18, 8)], [True, False, False, True], 44, False, [False, True, False, False], 632, 'South', (13, 1))
Element 29: (2, (13, 1), ['.', '%', '', '%'], [(15, 4), (4, 9), (18, 7)], [False, True, False, True], 42, False, [True, False, False, False], 651, 'West', (12, 1))
Element 30: (2, (12, 1), ['.', '%', '%', ''], [(15, 5), (3, 9), (18, 6)], [False, True, True, False], 40, False, [True, False, False, False], 690, 'West', (11, 1))
Element 31: (2, (11, 1), ['.', '%', '%', ''], [(15, 6), (3, 8), (18, 5)], [False, True, True, False], 38, False, [True, False, False, False], 729, 'West', (10, 1))
Element 32: (2, (10, 1), ['.', '%', '%', ''], [(15, 7), (3, 9), (18, 4)], [False, True, True, False], 36, False, [True, False, False, False], 758, 'West', (9, 1))
Element 33: (2, (9, 1), ['.', '%', '%', ''], [(15, 6), (4, 9), (18, 3)], [False, True, True, False], 34, False, [True, False, False, False], 777, 'West', (8, 1))
Element 34: (2, (8, 1), ['.', '%', '%', ''], [(15, 5), (5, 9), (18, 2)], [False, True, True, False], 32, False, [True, False, False, False], 796, 'West', (7, 1))
Element 35: (2, (7, 1), ['.', '%', '%', ''], [(15, 4), (6, 9), (18, 1)], [False, True, True, False], 30, False, [True, False, False, False], 805, 'West', (6, 1))
Element 36: (2, (6, 1), ['%', '%', '', ''], [(15, 3), (6, 10), (17, 1)], [True, True, False, False], 28, False, [False, False, False, False], 824, 'North', (6, 2))
Element 37: (2, (6, 2), ['%', '', '', '%'], [(15, 2), (6, 11), (16, 1)], [True, False, False, True], 26, False, [False, False, False, False], 843, 'North', (6, 3))
Element 38: (2, (6, 3), ['.', '', '.', ''], [(15, 3), (7, 11), (15, 1)], [False, False, False, False], 24, False, [True, False, True, False], 852, 'North', (6, 4))
Element 39: (2, (6, 4), ['.', '', '.', '%'], [(16, 3), (8, 11), (15, 2)], [False, False, False, True], 22, False, [True, False, True, False], 861, 'North', (6, 5))
Element 40: (2, (6, 5), ['.', '', '.', '%'], [(16, 4), (9, 11), (15, 3)], [False, False, False, True], 20, False, [True, False, True, False], 870, 'North', (6, 6))
Element 41: (2, (6, 6), ['.', '', '', '%'], [(15, 4), (10, 11), (16, 3)], [False, False, False, True], 18, False, [True, False, False, False], 879, 'West', (5, 6))
Element 42: (2, (5, 6), ['.', '.', '', ''], [(15, 3), (11, 11), (16, 4)], [False, False, False, False], 16, False, [True, True, False, False], 888, 'South', (5, 5))
Element 43: (2, (5, 5), ['.', '.', '', ''], [(15, 2), (12, 11), (16, 5)], [False, False, False, False], 14, False, [True, True, False, False], 897, 'South', (5, 4))
Element 44: (2, (5, 4), ['.', '.', '', ''], [(15, 3), (13, 11), (16, 6)], [False, False, False, False], 12, False, [True, True, False, False], 906, 'South', (5, 3))
Element 45: (2, (5, 3), ['.', '%', '', ''], [(15, 4), (13, 10), (15, 6)], [False, True, False, False], 10, False, [True, False, False, False], 915, 'West', (4, 3))
Element 46: (2, (4, 3), ['.', '.', '.', ''], [(15, 5), (13, 9), (15, 7)], [False, False, False, False], 8, False, [True, True, True, False], 924, 'North', (4, 4))
Element 47: (2, (4, 4), ['.', '', '.', ''], [(15, 4), (14, 9), (15, 6)], [False, False, False, False], 6, False, [True, False, True, False], 933, 'North', (4, 5))
Element 48: (2, (4, 5), ['.', '', '.', ''], [(15, 5), (15, 9), (15, 5)], [False, False, False, False], 4, False, [True, False, True, False], 942, 'North', (4, 6))
Element 49: (2, (4, 6), ['.', '', '', ''], [(15, 6), (16, 9), (15, 4)], [False, False, False, False], 2, False, [True, False, False, False], 951, 'West', (3, 6))
Element 50: (2, (3, 6), ['%', '.', '', ''], [(15, 6), (16, 9), (15, 5)], [True, False, False, False], 0, False, [False, True, False, False], 960, 'Stop', (3, 6))
Element 51: #0#
