Element 1: (3, (15, 7), ['%', '.', '%', '.'], [(16, 9), (1, 9), (10, 10)], [True, False, True, False], 98, False, [False, True, False, True], 29, 'East', (16, 7))
Element 2: (3, (16, 7), ['', '.', '', '.'], [(15, 9), (1, 10), (10, 11)], [False, False, False, False], 96, False, [False, True, False, True], 68, 'East', (17, 7))
Element 3: (3, (17, 7), ['', '%', '%', '.'], [(15, 10), (1, 11), (11, 11)], [False, True, True, False], 94, False, [False, False, False, True], 97, 'East', (18, 7))
Element 4: (3, (18, 7), ['', '.', '.', '%'], [(15, 11), (2, 11), (12, 11)], [False, False, False, True], 92, False, [False, True, True, False], 136, 'North', (18, 8))
Element 5: (3, (18, 8), ['%', '', '.', '%'], [(16, 11), (3, 11), (13, 11)], [True, False, False, True], 90, False, [False, False, True, False], 175, 'North', (18, 9))
Element 6: (3, (18, 9), ['%', '', '.', '%'], [(17, 11), (4, 11), (13, 10)], [True, False, False, True], 88, False, [False, False, True, False], 214, 'North', (18, 10))
Element 7: (3, (18, 10), ['%', '', 'G', '%'], [(18, 11), (4, 10), (13, 9)], [True, False, False, True], 86, False, [False, False, False, False], 243, 'South', (18, 9))
Element 8: (3, (18, 9), ['%', '', 'G', '%'], [(18, 10), (4, 9), (14, 9)], [True, False, False, True], 84, False, [False, False, False, False], 262, 'South', (18, 8))
Element 9: (3, (18, 8), ['%', '', 'G', '%'], [(18, 9), (5, 9), (15, 9)], [True, False, False, True], 82, False, [False, False, False, False], 271, 'South', (18, 7))
Element 10: (3, (18, 7), ['', '.', 'G', '%'], [(18, 8), (6, 9), (16, 9)], [False, False, False, True], 80, False, [False, True, False, False], 280, 'South', (18, 6))
Element 11: (3, (18, 6), ['%', '.', 'G', '%'], [(18, 7), (7, 9), (16, 8)], [True, False, False, True], 78, False, [False, True, False, False], 299, 'South', (18, 5))
Element 12: (3, (18, 5), ['%', '.', 'G', '%'], [(18, 6), (6, 9), (16, 7)], [True, False, False, True], 76, False, [False, True, False, False], 308, 'South', (18, 4))
Element 13: (3, (18, 4), ['%', '.', 'G', '%'], [(18, 5), (6, 10), (16, 6)], [True, False, False, True], 74, False, [False, True, False, False], 337, 'South', (18, 3))
Element 14: (3, (18, 3), ['%', '.', 'G', '%'], [(18, 4), (6, 11), (16, 5)], [True, False, False, True], 72, False, [False, True, False, False], 366, 'South', (18, 2))
Element 15: (3, (18, 2), ['%', '', 'G', '%'], [(18, 3), (7, 11), (16, 4)], [True, False, False, True], 70, False, [False, False, False, False], 395, 'South', (18, 1))
Element 16: (3, (18, 1), ['.', '%', 'G', '%'], [(18, 2), (8, 11), (16, 3)], [False, True, False, True], 68, False, [True, False, False, False], 414, 'West', (17, 1))
Element 17: (3, (17, 1), ['.', '%', '%', 'G'], [(18, 1), (9, 11), (15, 3)], [False, True, True, False], 66, False, [True, False, False, False], 443, 'West', (16, 1))
Element 18: (3, (16, 1), ['.', '%', '%', 'G'], [(17, 1), (9, 10), (15, 4)], [False, True, True, False], 64, False, [True, False, False, False], 472, 'West', (15, 1))
Element 19: (3, (15, 1), ['%', '%', '.', 'G'], [(16, 1), (9, 9), (15, 5)], [True, True, False, False], 62, False, [False, False, True, False], 501, 'North', (15, 2))
Element 20: (3, (15, 2), ['%', 'G', '', '%'], [(15, 1), (10, 9), (15, 6)], [True, False, False, True], 60, False, [False, False, False, False], 520, 'North', (15, 3))
Element 21: (3, (15, 3), ['%', 'G', '', ''], [(15, 2), (10, 10), (15, 7)], [True, False, False, False], 58, False, [False, False, False, False], 519, 'East', (16, 3))
Element 22: (3, (16, 3), ['G', '%', '', '%'], [(15, 3), (10, 11), (15, 6)], [False, True, False, True], 56, False, [False, False, False, False], 518, 'North', (16, 4))
Element 23: (3, (16, 4), ['', 'G', '', '%'], [(16, 3), (11, 11), (15, 5)], [False, False, False, True], 54, False, [False, False, False, False], 517, 'North', (16, 5))
Element 24: (3, (16, 5), ['', 'G', '', '%'], [(16, 4), (12, 11), (15, 4)], [False, False, False, True], 52, False, [False, False, False, False], 516, 'North', (16, 6))
Element 25: (3, (16, 6), ['', 'G', '', '%'], [(16, 5), (13, 11), (15, 3)], [False, False, False, True], 50, False, [False, False, False, False], 515, 'West', (15, 6))
Element 26: (3, (15, 6), ['%', '', '', 'G'], [(16, 6), (13, 10), (15, 2)], [True, False, False, False], 48, False, [False, False, False, False], 514, 'South', (15, 5))
Element 27: (3, (15, 5), ['%', '', '', ''], [(16, 7), (13, 9), (15, 1)], [True, False, False, False], 46, False, [False, False, False, False], 513, 'South', (15, 4))
Element 28: (3, (15, 4), ['%', '', '', ''], [(17, 7), (13, 8), (16, 1)], [True, False, False, False], 44, False, [False, False, False, False], 522, 'North', (15, 5))
Element 29: (3, (15, 5), ['%', '', '', ''], [(16, 7), (13, 7), (17, 1)], [True, False, False, False], 42, False, [False, False, False, False], 531, 'North', (15, 6))
Element 30: (3, (15, 6), ['%', '', 'G', ''], [(15, 7), (13, 6), (18, 1)], [True, False, False, False], 40, False, [False, False, False, False], 540, 'East', (16, 6))
Element 31: (3, (16, 6), ['G', '', '', '%'], [(15, 6), (13, 5), (18, 2)], [False, False, False, True], 38, False, [False, False, False, False], 549, 'South', (16, 5))
Element 32: (3, (16, 5), ['G', '', '', '%'], [(15, 5), (13, 4), (18, 3)], [False, False, False, True], 36, False, [False, False, False, False], 558, 'South', (16, 4))
Element 33: (3, (16, 4), ['G', '', '', '%'], [(15, 4), (13, 3), (18, 4)], [False, False, False, True], 34, False, [False, False, False, False], 567, 'North', (16, 5))
Element 34: (3, (16, 5), ['G', '', '', '%'], [(15, 5), (13, 2), (18, 5)], [False, False, False, True], 32, False, [False, False, False, False], 576, 'South', (16, 4))
Element 35: (3, (16, 4), ['', '', '', '%'], [(15, 6), (13, 1), (18, 6)], [False, False, False, True], 30, False, [False, False, False, False], 585, 'West', (15, 4))
Element 36: (3, (15, 4), ['%', '', '', ''], [(15, 7), (12, 1), (18, 7)], [True, False, False, False], 28, False, [False, False, False, False], 594, 'East', (16, 4))
Element 37: (3, (16, 4), ['', '', '', '%'], [(16, 7), (11, 1), (18, 8)], [False, False, False, True], 26, False, [False, False, False, False], 603, 'South', (16, 3))
Element 38: (3, (16, 3), ['', '%', '', '%'], [(16, 6), (10, 1), (18, 9)], [False, True, False, True], 24, False, [False, False, False, False], 612, 'West', (15, 3))
Element 39: (3, (15, 3), ['%', '', '', ''], [(15, 6), (9, 1), (18, 10)], [True, False, False, False], 22, False, [False, False, False, False], 621, 'North', (15, 4))
Element 40: (3, (15, 4), ['%', '', '', ''], [(16, 6), (8, 1), (18, 11)], [True, False, False, False], 20, False, [False, False, False, False], 630, 'South', (15, 3))
