Element 1: (3, (12, 3), ['.', '%', '%', '.'], [(16, 7), (4, 11), (11, 11)], [False, True, True, False], 98, False, [True, False, False, True], 29, 'East', (13, 3))
Element 2: (3, (13, 3), ['', '.', '.', '%'], [(17, 7), (3, 11), (12, 11)], [False, False, False, True], 96, False, [False, True, True, False], 68, 'North', (13, 4))
Element 3: (3, (13, 4), ['%', '', '.', '%'], [(18, 7), (2, 11), (13, 11)], [True, False, False, True], 94, False, [False, False, True, False], 107, 'North', (13, 5))
Element 4: (3, (13, 5), ['%', '', '.', '%'], [(18, 8), (1, 11), (13, 10)], [True, False, False, True], 92, False, [False, False, True, False], 136, 'North', (13, 6))
Element 5: (3, (13, 6), ['%', '', '.', '%'], [(18, 9), (1, 10), (13, 9)], [True, False, False, True], 90, False, [False, False, True, False], 175, 'North', (13, 7))
Element 6: (3, (13, 7), ['%', '', '.', '%'], [(18, 10), (1, 9), (14, 9)], [True, False, False, True], 88, False, [False, False, True, False], 214, 'North', (13, 8))
Element 7: (3, (13, 8), ['%', '', '', '%'], [(18, 11), (1, 8), (15, 9)], [True, False, False, True], 86, False, [False, False, False, False], 243, 'North', (13, 9))
Element 8: (3, (13, 9), ['.', '', '', ''], [(17, 11), (1, 7), (16, 9)], [False, False, False, False], 84, False, [True, False, False, False], 272, 'West', (12, 9))
Element 9: (3, (12, 9), ['%', '%', '%', ''], [(16, 11), (2, 7), (16, 8)], [True, True, True, False], 82, False, [False, False, False, False], 311, 'East', (13, 9))
Element 10: (3, (13, 9), ['', '', '', ''], [(15, 11), (3, 7), (16, 7)], [False, False, False, False], 80, False, [False, False, False, False], 330, 'East', (14, 9))
Element 11: (3, (14, 9), ['', '%', '%', ''], [(15, 10), (4, 7), (16, 6)], [False, True, True, False], 78, False, [False, False, False, False], 359, 'East', (15, 9))
Element 12: (3, (15, 9), ['', '%', '', ''], [(15, 11), (5, 7), (16, 5)], [False, True, False, False], 76, False, [False, False, False, False], 378, 'East', (16, 9))
Element 13: (3, (16, 9), ['', '', '%', '%'], [(16, 11), (6, 7), (16, 4)], [False, False, True, True], 74, False, [False, False, False, False], 397, 'South', (16, 8))
Element 14: (3, (16, 8), ['%', '', '', '%'], [(17, 11), (6, 8), (16, 3)], [True, False, False, True], 72, False, [False, False, False, False], 416, 'South', (16, 7))
Element 15: (3, (16, 7), ['', '', '', ''], [(18, 11), (6, 9), (15, 3)], [False, False, False, False], 70, False, [False, False, False, False], 435, 'East', (17, 7))
Element 16: (3, (17, 7), ['', '%', '%', ''], [(18, 10), (7, 9), (15, 4)], [False, True, True, False], 68, False, [False, False, False, False], 454, 'East', (18, 7))
Element 17: (3, (18, 7), ['', '.', '', '%'], [(18, 9), (6, 9), (15, 5)], [False, False, False, True], 66, False, [False, True, False, False], 463, 'South', (18, 6))
Element 18: (3, (18, 6), ['%', '.', '', '%'], [(18, 8), (6, 10), (15, 6)], [True, False, False, True], 64, False, [False, True, False, False], 492, 'South', (18, 5))
Element 19: (3, (18, 5), ['%', '.', '', '%'], [(18, 7), (6, 11), (15, 7)], [True, False, False, True], 62, False, [False, True, False, False], 511, 'South', (18, 4))
Element 20: (3, (18, 4), ['%', '.', '', '%'], [(18, 6), (7, 11), (15, 6)], [True, False, False, True], 60, False, [False, True, False, False], 530, 'South', (18, 3))
Element 21: (3, (18, 3), ['%', '.', '', '%'], [(18, 5), (8, 11), (15, 5)], [True, False, False, True], 58, False, [False, True, False, False], 549, 'South', (18, 2))
Element 22: (3, (18, 2), ['%', '', '', '%'], [(18, 4), (9, 11), (15, 4)], [True, False, False, True], 56, False, [False, False, False, False], 568, 'South', (18, 1))
Element 23: (3, (18, 1), ['.', '%', '', '%'], [(18, 3), (9, 10), (15, 3)], [False, True, False, True], 54, False, [True, False, False, False], 577, 'West', (17, 1))
Element 24: (3, (17, 1), ['.', '%', '%', ''], [(18, 2), (10, 10), (15, 2)], [False, True, True, False], 52, False, [True, False, False, False], 606, 'West', (16, 1))
Element 25: (3, (16, 1), ['G', '%', '%', ''], [(18, 1), (10, 9), (15, 1)], [False, True, True, False], 50, False, [False, False, False, False], 635, 'East', (17, 1))
Element 26: (3, (17, 1), ['G', '%', '%', ''], [(18, 2), (9, 9), (16, 1)], [False, True, True, False], 48, False, [False, False, False, False], 644, 'East', (18, 1))
Element 27: (3, (18, 1), ['G', '%', '', '%'], [(18, 3), (9, 8), (17, 1)], [False, True, False, True], 46, False, [False, False, False, False], 643, 'North', (18, 2))
Element 28: (3, (18, 2), ['%', 'G', '', '%'], [(18, 4), (9, 7), (18, 1)], [True, False, False, True], 44, False, [False, False, False, False], 652, 'North', (18, 3))
Element 29: (3, (18, 3), ['%', 'G', '', '%'], [(18, 5), (10, 7), (18, 2)], [True, False, False, True], 42, False, [False, False, False, False], 661, 'North', (18, 4))
Element 30: (3, (18, 4), ['%', 'G', '', '%'], [(18, 6), (11, 7), (18, 3)], [True, False, False, True], 40, False, [False, False, False, False], 670, 'North', (18, 5))
Element 31: (3, (18, 5), ['%', 'G', '', '%'], [(18, 7), (10, 7), (18, 4)], [True, False, False, True], 38, False, [False, False, False, False], 669, 'North', (18, 6))
Element 32: (3, (18, 6), ['%', 'G', '', '%'], [(17, 7), (10, 8), (18, 5)], [True, False, False, True], 36, False, [False, False, False, False], 668, 'North', (18, 7))
Element 33: (3, (18, 7), ['', 'G', '', '%'], [(16, 7), (10, 7), (18, 6)], [False, False, False, True], 34, False, [False, False, False, False], 667, 'North', (18, 8))
Element 34: (3, (18, 8), ['%', 'G', '', '%'], [(16, 8), (9, 7), (18, 7)], [True, False, False, True], 32, False, [False, False, False, False], 666, 'North', (18, 9))
Element 35: (3, (18, 9), ['%', 'G', '', '%'], [(16, 9), (9, 8), (18, 8)], [True, False, False, True], 30, False, [False, False, False, False], 665, 'North', (18, 10))
Element 36: (3, (18, 10), ['%', 'G', '', '%'], [(15, 9), (10, 8), (18, 9)], [True, False, False, True], 28, False, [False, False, False, False], 664, 'North', (18, 11))
Element 37: (3, (18, 11), ['', 'G', '%', '%'], [(14, 9), (9, 8), (18, 10)], [False, False, True, True], 26, False, [False, False, False, False], 663, 'West', (17, 11))
Element 38: (3, (17, 11), ['', '%', '%', 'G'], [(13, 9), (9, 9), (18, 11)], [False, True, True, False], 24, False, [False, False, False, False], 662, 'West', (16, 11))
Element 39: (3, (16, 11), ['', '%', '%', 'G'], [(13, 10), (10, 9), (17, 11)], [False, True, True, False], 22, False, [False, False, False, False], 661, 'West', (15, 11))
Element 40: (3, (15, 11), ['%', '', '%', 'G'], [(13, 11), (10, 8), (16, 11)], [True, False, True, False], 20, False, [False, False, False, False], 660, 'South', (15, 10))
Element 41: (3, (15, 10), ['%', '', 'G', '%'], [(12, 11), (10, 9), (15, 11)], [True, False, False, True], 18, False, [False, False, False, False], 659, 'South', (15, 9))
Element 42: (3, (15, 9), ['', '%', 'G', ''], [(11, 11), (10, 10), (15, 10)], [False, True, False, False], 16, False, [False, False, False, False], 658, 'North', (15, 10))
Element 43: (3, (15, 10), ['%', '', 'G', '%'], [(10, 11), (9, 10), (15, 11)], [True, False, False, True], 14, False, [False, False, False, False], 657, 'North', (15, 11))
Element 44: (3, (15, 11), ['%', '', '%', 'G'], [(10, 10), (9, 9), (16, 11)], [True, False, True, False], 12, False, [False, False, False, False], 656, 'East', (16, 11))
Element 45: (3, (16, 11), ['', '%', '%', 'G'], [(10, 9), (9, 10), (17, 11)], [False, True, True, False], 10, False, [False, False, False, False], 655, 'Stop', (16, 11))
Element 46: (3, (16, 11), ['', '%', '%', ''], [(10, 8), (9, 9), (18, 11)], [False, True, True, False], 8, False, [False, False, False, False], 654, 'Stop', (16, 11))
Element 47: (3, (16, 11), ['', '%', '%', ''], [(10, 7), (9, 10), (18, 10)], [False, True, True, False], 6, False, [False, False, False, False], 653, 'Stop', (16, 11))
Element 48: (3, (16, 11), ['', '%', '%', ''], [(11, 7), (9, 11), (18, 9)], [False, True, True, False], 4, False, [False, False, False, False], 652, 'Stop', (16, 11))
Element 49: (3, (16, 11), ['', '%', '%', ''], [(10, 7), (10, 11), (18, 8)], [False, True, True, False], 2, False, [False, False, False, False], 651, 'Stop', (16, 11))
Element 50: (3, (16, 11), ['', '%', '%', ''], [(10, 7), (10, 11), (18, 8)], [False, True, True, False], 0, False, [False, False, False, False], 650, 'Stop', (16, 11))
Element 51: #0#
