Element 1: (1, (3, 6), ['%', '.', '.', '.'], [(13, 7), (13, 11), (18, 2)], [True, False, False, False], 98, False, [False, True, True, True], 9, 'East', (4, 6))
Element 2: (1, (4, 6), ['', '.', '.', '.'], [(13, 8), (13, 10), (18, 3)], [False, False, False, False], 96, False, [False, True, True, True], 48, 'East', (5, 6))
Element 3: (1, (5, 6), ['', '.', '.', '.'], [(13, 7), (13, 9), (18, 4)], [False, False, False, False], 94, False, [False, True, True, True], 77, 'East', (6, 6))
Element 4: (1, (6, 6), ['', '.', '.', '%'], [(13, 6), (14, 9), (18, 5)], [False, False, False, True], 92, False, [False, True, True, False], 106, 'North', (6, 7))
Element 5: (1, (6, 7), ['.', '', '.', ''], [(13, 5), (15, 9), (18, 6)], [False, False, False, False], 90, False, [True, False, True, False], 145, 'North', (6, 8))
Element 6: (1, (6, 8), ['%', '', '.', '%'], [(13, 4), (16, 9), (18, 7)], [True, False, False, True], 88, False, [False, False, True, False], 184, 'North', (6, 9))
Element 7: (1, (6, 9), ['.', '', '.', '.'], [(13, 3), (16, 8), (18, 8)], [False, False, False, False], 86, False, [True, False, True, True], 223, 'East', (7, 9))
Element 8: (1, (7, 9), ['', '%', '%', '%'], [(13, 2), (16, 7), (18, 9)], [False, True, True, True], 84, False, [False, False, False, False], 262, 'West', (6, 9))
Element 9: (1, (6, 9), ['.', '', '.', ''], [(13, 1), (17, 7), (18, 10)], [False, False, False, False], 82, False, [True, False, True, False], 291, 'North', (6, 10))
Element 10: (1, (6, 10), ['%', '', '.', '%'], [(12, 1), (18, 7), (18, 11)], [True, False, False, True], 80, False, [False, False, True, False], 310, 'North', (6, 11))
Element 11: (1, (6, 11), ['%', '', '%', '.'], [(11, 1), (18, 8), (17, 11)], [True, False, True, False], 78, False, [False, False, False, True], 339, 'East', (7, 11))
Element 12: (1, (7, 11), ['', '%', '%', '.'], [(10, 1), (18, 9), (16, 11)], [False, True, True, False], 76, False, [False, False, False, True], 368, 'East', (8, 11))
Element 13: (1, (8, 11), ['', '%', '%', '.'], [(9, 1), (18, 10), (15, 11)], [False, True, True, False], 74, False, [False, False, False, True], 397, 'East', (9, 11))
Element 14: (1, (9, 11), ['', '.', '%', '.'], [(8, 1), (18, 11), (15, 10)], [False, False, True, False], 72, False, [False, True, False, True], 426, 'East', (10, 11))
Element 15: (1, (10, 11), ['', '.', '%', '.'], [(7, 1), (17, 11), (15, 9)], [False, False, True, False], 70, False, [False, True, False, True], 445, 'East', (11, 11))
Element 16: (1, (11, 11), ['', '%', '%', '.'], [(6, 1), (16, 11), (16, 9)], [False, True, True, False], 68, False, [False, False, False, True], 464, 'East', (12, 11))
Element 17: (1, (12, 11), ['', '%', '%', ''], [(6, 2), (15, 11), (16, 8)], [False, True, True, False], 66, False, [False, False, False, False], 483, 'East', (13, 11))
Element 18: (1, (13, 11), ['', '', '%', '%'], [(6, 3), (15, 10), (16, 7)], [False, False, True, True], 64, False, [False, False, False, False], 492, 'South', (13, 10))
Element 19: (1, (13, 10), ['%', '', '', '%'], [(7, 3), (15, 11), (16, 6)], [True, False, False, True], 62, False, [False, False, False, False], 511, 'South', (13, 9))
Element 20: (1, (13, 9), ['.', '', '', ''], [(8, 3), (16, 11), (16, 5)], [False, False, False, False], 60, False, [True, False, False, False], 530, 'West', (12, 9))
Element 21: (1, (12, 9), ['%', '%', '%', ''], [(9, 3), (17, 11), (16, 4)], [True, True, True, False], 58, False, [False, False, False, False], 559, 'East', (13, 9))
Element 22: (1, (13, 9), ['', '', '', ''], [(10, 3), (18, 11), (16, 3)], [False, False, False, False], 56, False, [False, False, False, False], 578, 'East', (14, 9))
Element 23: (1, (14, 9), ['', '%', '%', ''], [(11, 3), (18, 10), (15, 3)], [False, True, True, False], 54, False, [False, False, False, False], 597, 'East', (15, 9))
Element 24: (1, (15, 9), ['', '%', '', ''], [(12, 3), (18, 9), (15, 4)], [False, True, False, False], 52, False, [False, False, False, False], 616, 'East', (16, 9))
Element 25: (1, (16, 9), ['', '', '%', '%'], [(11, 3), (18, 8), (15, 5)], [False, False, True, True], 50, False, [False, False, False, False], 625, 'South', (16, 8))
Element 26: (1, (16, 8), ['%', '', '', '%'], [(10, 3), (18, 7), (15, 6)], [True, False, False, True], 48, False, [False, False, False, False], 634, 'South', (16, 7))
Element 27: (1, (16, 7), ['G', '', '', ''], [(9, 3), (18, 6), (15, 7)], [False, False, False, False], 46, False, [False, False, False, False], 643, 'East', (17, 7))
Element 28: (1, (17, 7), ['', '%', '%', ''], [(8, 3), (18, 5), (15, 6)], [False, True, True, False], 44, False, [False, False, False, False], 642, 'East', (18, 7))
Element 29: (1, (18, 7), ['', '', '', '%'], [(8, 4), (18, 4), (15, 5)], [False, False, False, True], 42, False, [False, False, False, False], 641, 'North', (18, 8))
Element 30: (1, (18, 8), ['%', '', '', '%'], [(8, 5), (18, 3), (15, 4)], [True, False, False, True], 40, False, [False, False, False, False], 640, 'North', (18, 9))
Element 31: (1, (18, 9), ['%', '', '', '%'], [(9, 5), (18, 2), (15, 3)], [True, False, False, True], 38, False, [False, False, False, False], 639, 'North', (18, 10))
Element 32: (1, (18, 10), ['%', '', '', '%'], [(10, 5), (18, 1), (15, 2)], [True, False, False, True], 36, False, [False, False, False, False], 648, 'North', (18, 11))
Element 33: (1, (18, 11), ['', '', '%', '%'], [(11, 5), (17, 1), (15, 1)], [False, False, True, True], 34, False, [False, False, False, False], 667, 'West', (17, 11))
Element 34: (1, (17, 11), ['', '%', '%', ''], [(10, 5), (16, 1), (15, 2)], [False, True, True, False], 32, False, [False, False, False, False], 676, 'West', (16, 11))
Element 35: (1, (16, 11), ['', '%', '%', ''], [(9, 5), (15, 1), (15, 3)], [False, True, True, False], 30, False, [False, False, False, False], 675, 'West', (15, 11))
Element 36: (1, (15, 11), ['%', '', '%', ''], [(8, 5), (15, 2), (16, 3)], [True, False, True, False], 28, False, [False, False, False, False], 674, 'South', (15, 10))
Element 37: (1, (15, 10), ['%', '', '', '%'], [(8, 4), (15, 3), (16, 4)], [True, False, False, True], 26, False, [False, False, False, False], 673, 'North', (15, 11))
Element 38: (1, (15, 11), ['%', '', '%', ''], [(8, 3), (16, 3), (15, 4)], [True, False, True, False], 24, False, [False, False, False, False], 672, 'East', (16, 11))
Element 39: (1, (16, 11), ['', '%', '%', ''], [(7, 3), (16, 4), (15, 3)], [False, True, True, False], 22, False, [False, False, False, False], 671, 'East', (17, 11))
Element 40: (1, (17, 11), ['', '%', '%', ''], [(6, 3), (16, 5), (15, 2)], [False, True, True, False], 20, False, [False, False, False, False], 670, 'East', (18, 11))
Element 41: (1, (18, 11), ['', '', '%', '%'], [(6, 4), (16, 6), (15, 3)], [False, False, True, True], 18, False, [False, False, False, False], 679, 'South', (18, 10))
Element 42: (1, (18, 10), ['%', '', '', '%'], [(6, 5), (15, 6), (15, 4)], [True, False, False, True], 16, False, [False, False, False, False], 688, 'South', (18, 9))
Element 43: (1, (18, 9), ['%', '', '', '%'], [(5, 5), (15, 7), (15, 5)], [True, False, False, True], 14, False, [False, False, False, False], 697, 'South', (18, 8))
Element 44: (1, (18, 8), ['%', '', '', '%'], [(5, 4), (15, 6), (15, 4)], [True, False, False, True], 12, False, [False, False, False, False], 706, 'South', (18, 7))
Element 45: (1, (18, 7), ['', '', '', '%'], [(5, 3), (15, 5), (15, 5)], [False, False, False, True], 10, False, [False, False, False, False], 715, 'South', (18, 6))
Element 46: (1, (18, 6), ['%', '', '', '%'], [(4, 3), (15, 4), (15, 6)], [True, False, False, True], 8, False, [False, False, False, False], 724, 'South', (18, 5))
Element 47: (1, (18, 5), ['%', '', '', '%'], [(4, 4), (15, 5), (15, 7)], [True, False, False, True], 6, False, [False, False, False, False], 733, 'South', (18, 4))
Element 48: (1, (18, 4), ['%', '', '', '%'], [(4, 5), (15, 6), (16, 7)], [True, False, False, True], 4, False, [False, False, False, False], 742, 'South', (18, 3))
Element 49: (1, (18, 3), ['%', '', '', '%'], [(3, 5), (16, 6), (17, 7)], [True, False, False, True], 2, False, [False, False, False, False], 751, 'South', (18, 2))
Element 50: (1, (18, 2), ['%', '', '', '%'], [(3, 5), (16, 5), (16, 7)], [True, False, False, True], 0, False, [False, False, False, False], 750, 'Stop', (18, 2))
Element 51: #0#
