Element 1: (0, (13, 3), ['.', '.', '.', '%'], [(3, 5), (4, 9), (15, 9)], [False, False, False, True], 98, False, [True, True, True, False], 0, 'North', (13, 4))
Element 2: (0, (13, 4), ['%', '', '.', '%'], [(4, 5), (5, 9), (16, 9)], [True, False, False, True], 96, False, [False, False, True, False], 39, 'North', (13, 5))
Element 3: (0, (13, 5), ['%', '', '.', '%'], [(5, 5), (6, 9), (16, 8)], [True, False, False, True], 94, False, [False, False, True, False], 78, 'North', (13, 6))
Element 4: (0, (13, 6), ['%', '', '.', '%'], [(6, 5), (7, 9), (16, 7)], [True, False, False, True], 92, False, [False, False, True, False], 117, 'North', (13, 7))
Element 5: (0, (13, 7), ['%', '', '.', '%'], [(6, 6), (6, 9), (17, 7)], [True, False, False, True], 90, False, [False, False, True, False], 146, 'North', (13, 8))
Element 6: (0, (13, 8), ['%', '', '.', '%'], [(6, 7), (6, 10), (18, 7)], [True, False, False, True], 88, False, [False, False, True, False], 185, 'North', (13, 9))
Element 7: (0, (13, 9), ['.', '', '.', '.'], [(6, 8), (6, 11), (18, 8)], [False, False, False, False], 86, False, [True, False, True, True], 224, 'East', (14, 9))
Element 8: (0, (14, 9), ['', '%', '%', ''], [(6, 9), (7, 11), (18, 9)], [False, True, True, False], 84, False, [False, False, False, False], 253, 'East', (15, 9))
Element 9: (0, (15, 9), ['', '%', '.', ''], [(7, 9), (8, 11), (18, 10)], [False, True, False, False], 82, False, [False, False, True, False], 272, 'North', (15, 10))
Element 10: (0, (15, 10), ['%', '', '.', '%'], [(6, 9), (9, 11), (18, 11)], [True, False, False, True], 80, False, [False, False, True, False], 291, 'North', (15, 11))
Element 11: (0, (15, 11), ['%', '', '%', '.'], [(6, 10), (10, 11), (17, 11)], [True, False, True, False], 78, False, [False, False, False, True], 320, 'East', (16, 11))
Element 12: (0, (16, 11), ['', '%', '%', ''], [(6, 11), (11, 11), (18, 11)], [False, True, True, False], 76, False, [False, False, False, False], 339, 'East', (17, 11))
Element 13: (0, (17, 11), ['', '%', '%', ''], [(7, 11), (12, 11), (18, 10)], [False, True, True, False], 74, False, [False, False, False, False], 348, 'East', (18, 11))
Element 14: (0, (18, 11), ['', '', '%', '%'], [(8, 11), (13, 11), (18, 9)], [False, False, True, True], 72, False, [False, False, False, False], 357, 'South', (18, 10))
