Element 1: (3, (10, 11), ['.', '.', '%', '.'], [(11, 1), (3, 9), (7, 1)], [False, False, True, False], 98, False, [True, True, False, True], 29, 'East', (11, 11))
Element 2: (3, (11, 11), ['', '%', '%', '.'], [(12, 1), (4, 9), (8, 1)], [False, True, True, False], 96, False, [False, False, False, True], 68, 'East', (12, 11))
Element 3: (3, (12, 11), ['', '%', '%', '.'], [(13, 1), (5, 9), (9, 1)], [False, True, True, False], 94, False, [False, False, False, True], 107, 'East', (13, 11))
Element 4: (3, (13, 11), ['', '.', '%', '%'], [(13, 2), (6, 9), (10, 1)], [False, False, True, True], 92, False, [False, True, False, False], 136, 'South', (13, 10))
Element 5: (3, (13, 10), ['%', '.', '', '%'], [(13, 3), (7, 9), (11, 1)], [True, False, False, True], 90, False, [False, True, False, False], 165, 'South', (13, 9))
Element 6: (3, (13, 9), ['.', '.', '', '.'], [(13, 4), (6, 9), (12, 1)], [False, False, False, False], 88, False, [True, True, False, True], 184, 'East', (14, 9))
Element 7: (3, (14, 9), ['', '%', '%', '.'], [(13, 5), (6, 10), (13, 1)], [False, True, True, False], 86, False, [False, False, False, True], 213, 'East', (15, 9))
Element 8: (3, (15, 9), ['', '%', '.', '.'], [(13, 6), (6, 11), (13, 2)], [False, True, False, False], 84, False, [False, False, True, True], 242, 'East', (16, 9))
Element 9: (3, (16, 9), ['', '.', '%', '%'], [(13, 7), (7, 11), (13, 3)], [False, False, True, True], 82, False, [False, True, False, False], 271, 'South', (16, 8))
Element 10: (3, (16, 8), ['%', '.', '', '%'], [(13, 8), (8, 11), (12, 3)], [True, False, False, True], 80, False, [False, True, False, False], 310, 'South', (16, 7))
Element 11: (3, (16, 7), ['.', '.', '', '.'], [(13, 9), (9, 11), (11, 3)], [False, False, False, False], 78, False, [True, True, False, True], 339, 'East', (17, 7))
Element 12: (3, (17, 7), ['', '%', '%', '.'], [(12, 9), (9, 10), (10, 3)], [False, True, True, False], 76, False, [False, False, False, True], 378, 'East', (18, 7))
Element 13: (3, (18, 7), ['', '.', '.', '%'], [(13, 9), (10, 10), (9, 3)], [False, False, False, True], 74, False, [False, True, True, False], 407, 'North', (18, 8))
Element 14: (3, (18, 8), ['%', '', '.', '%'], [(14, 9), (10, 9), (8, 3)], [True, False, False, True], 72, False, [False, False, True, False], 436, 'North', (18, 9))
Element 15: (3, (18, 9), ['%', '', '.', '%'], [(15, 9), (9, 9), (7, 3)], [True, False, False, True], 70, False, [False, False, True, False], 465, 'North', (18, 10))
Element 16: (3, (18, 10), ['%', '', '', '%'], [(15, 10), (9, 8), (6, 3)], [True, False, False, True], 68, False, [False, False, False, False], 494, 'North', (18, 11))
Element 17: (3, (18, 11), ['.', '', '%', '%'], [(15, 11), (9, 7), (6, 4)], [False, False, True, True], 66, False, [True, False, False, False], 523, 'West', (17, 11))
Element 18: (3, (17, 11), ['G', '%', '%', ''], [(16, 11), (10, 7), (6, 5)], [False, True, True, False], 64, False, [False, False, False, False], 562, 'East', (18, 11))
Element 19: (3, (18, 11), ['G', '', '%', '%'], [(17, 11), (11, 7), (6, 6)], [False, False, True, True], 62, False, [False, False, False, False], 581, 'South', (18, 10))
Element 20: (3, (18, 10), ['%', '', 'G', '%'], [(18, 11), (10, 7), (6, 7)], [True, False, False, True], 60, False, [False, False, False, False], 590, 'South', (18, 9))
Element 21: (3, (18, 9), ['%', '', 'G', '%'], [(18, 10), (10, 8), (6, 8)], [True, False, False, True], 58, False, [False, False, False, False], 599, 'South', (18, 8))
Element 22: (3, (18, 8), ['%', '', 'G', '%'], [(18, 9), (10, 7), (6, 9)], [True, False, False, True], 56, False, [False, False, False, False], 598, 'South', (18, 7))
Element 23: (3, (18, 7), ['', '.', 'G', '%'], [(18, 8), (9, 7), (7, 9)], [False, False, False, True], 54, False, [False, True, False, False], 597, 'South', (18, 6))
Element 24: (3, (18, 6), ['%', '.', 'G', '%'], [(18, 7), (9, 8), (6, 9)], [True, False, False, True], 52, False, [False, True, False, False], 606, 'South', (18, 5))
Element 25: (3, (18, 5), ['%', '.', 'G', '%'], [(18, 6), (10, 8), (6, 10)], [True, False, False, True], 50, False, [False, True, False, False], 615, 'South', (18, 4))
Element 26: (3, (18, 4), ['%', '.', 'G', '%'], [(18, 5), (9, 8), (6, 11)], [True, False, False, True], 48, False, [False, True, False, False], 624, 'South', (18, 3))
Element 27: (3, (18, 3), ['%', '.', 'G', '%'], [(18, 4), (9, 9), (7, 11)], [True, False, False, True], 46, False, [False, True, False, False], 633, 'South', (18, 2))
Element 28: (3, (18, 2), ['%', '', 'G', '%'], [(18, 3), (10, 9), (8, 11)], [True, False, False, True], 44, False, [False, False, False, False], 642, 'South', (18, 1))
Element 29: (3, (18, 1), ['.', '%', 'G', '%'], [(18, 2), (10, 8), (9, 11)], [False, True, False, True], 42, False, [True, False, False, False], 641, 'West', (17, 1))
Element 30: (3, (17, 1), ['.', '%', '%', 'G'], [(18, 1), (10, 9), (10, 11)], [False, True, True, False], 40, False, [True, False, False, False], 650, 'West', (16, 1))
