Element 1: (2, (7, 9), ['.', '%', '%', '%'], [(16, 11), (2, 7), (9, 11)], [False, True, True, True], 98, False, [True, False, False, False], 19, 'West', (6, 9))
Element 2: (2, (6, 9), ['.', '.', '.', ''], [(15, 11), (3, 7), (10, 11)], [False, False, False, False], 96, False, [True, True, True, False], 58, 'North', (6, 10))
Element 3: (2, (6, 10), ['%', '', '.', '%'], [(15, 10), (4, 7), (11, 11)], [True, False, False, True], 94, False, [False, False, True, False], 97, 'North', (6, 11))
Element 4: (2, (6, 11), ['%', '', '%', '.'], [(15, 9), (5, 7), (12, 11)], [True, False, True, False], 92, False, [False, False, False, True], 136, 'East', (7, 11))
Element 5: (2, (7, 11), ['', '%', '%', '.'], [(16, 9), (6, 7), (13, 11)], [False, True, True, False], 90, False, [False, False, False, True], 175, 'East', (8, 11))
Element 6: (2, (8, 11), ['', '%', '%', ''], [(16, 8), (6, 8), (13, 10)], [False, True, True, False], 88, False, [False, False, False, False], 214, 'East', (9, 11))
Element 7: (2, (9, 11), ['', '.', '%', ''], [(16, 7), (6, 9), (13, 9)], [False, False, True, False], 86, False, [False, True, False, False], 233, 'South', (9, 10))
Element 8: (2, (9, 10), ['%', '.', '', '.'], [(17, 7), (5, 9), (14, 9)], [True, False, False, False], 84, False, [False, True, False, True], 272, 'East', (10, 10))
Element 9: (2, (10, 10), ['', '.', '', '%'], [(18, 7), (4, 9), (15, 9)], [False, False, False, True], 82, False, [False, True, False, False], 301, 'South', (10, 9))
Element 10: (2, (10, 9), ['.', '', '', '%'], [(18, 8), (4, 10), (16, 9)], [False, False, False, True], 80, False, [True, False, False, False], 330, 'West', (9, 9))
Element 11: (2, (9, 9), ['%', '', '', ''], [(18, 9), (4, 11), (16, 8)], [True, False, False, False], 78, False, [False, False, False, False], 359, 'South', (9, 8))
Element 12: (2, (9, 8), ['%', '.', '', ''], [(18, 10), (3, 11), (16, 7)], [True, False, False, False], 76, False, [False, True, False, False], 378, 'South', (9, 7))
Element 13: (2, (9, 7), ['%', '%', '', '.'], [(18, 11), (2, 11), (16, 6)], [True, True, False, False], 74, False, [False, False, False, True], 407, 'East', (10, 7))
Element 14: (2, (10, 7), ['', '%', '', '.'], [(18, 10), (1, 11), (16, 5)], [False, True, False, False], 72, False, [False, False, False, True], 426, 'East', (11, 7))
Element 15: (2, (11, 7), ['', '%', '%', '%'], [(18, 9), (1, 10), (16, 4)], [False, True, True, True], 70, False, [False, False, False, False], 455, 'West', (10, 7))
Element 16: (2, (10, 7), ['', '%', '', ''], [(18, 8), (1, 9), (16, 3)], [False, True, False, False], 68, False, [False, False, False, False], 474, 'North', (10, 8))
Element 17: (2, (10, 8), ['', '', '', '%'], [(18, 7), (1, 8), (15, 3)], [False, False, False, True], 66, False, [False, False, False, False], 493, 'South', (10, 7))
Element 18: (2, (10, 7), ['', '%', '', ''], [(18, 6), (1, 9), (15, 4)], [False, True, False, False], 64, False, [False, False, False, False], 512, 'West', (9, 7))
Element 19: (2, (9, 7), ['%', '%', '', ''], [(18, 5), (1, 10), (15, 5)], [True, True, False, False], 62, False, [False, False, False, False], 531, 'North', (9, 8))
Element 20: (2, (9, 8), ['%', '', '', ''], [(18, 4), (1, 11), (15, 6)], [True, False, False, False], 60, False, [False, False, False, False], 550, 'East', (10, 8))
Element 21: (2, (10, 8), ['', '', '', '%'], [(18, 3), (2, 11), (15, 7)], [False, False, False, True], 58, False, [False, False, False, False], 569, 'West', (9, 8))
Element 22: (2, (9, 8), ['%', '', '', ''], [(18, 2), (3, 11), (15, 6)], [True, False, False, False], 56, False, [False, False, False, False], 578, 'North', (9, 9))
Element 23: (2, (9, 9), ['%', '', '', ''], [(18, 1), (4, 11), (15, 5)], [True, False, False, False], 54, False, [False, False, False, False], 577, 'East', (10, 9))
Element 24: (2, (10, 9), ['', '', '', '%'], [(17, 1), (4, 10), (15, 4)], [False, False, False, True], 52, False, [False, False, False, False], 586, 'South', (10, 8))
Element 25: (2, (10, 8), ['', '', '', '%'], [(16, 1), (4, 9), (15, 3)], [False, False, False, True], 50, False, [False, False, False, False], 595, 'North', (10, 9))
Element 26: (2, (10, 9), ['', '', '', '%'], [(15, 1), (3, 9), (15, 2)], [False, False, False, True], 48, False, [False, False, False, False], 624, 'North', (10, 10))
Element 27: (2, (10, 10), ['', '', '', '%'], [(15, 2), (3, 8), (15, 3)], [False, False, False, True], 46, False, [False, False, False, False], 633, 'North', (10, 11))
Element 28: (2, (10, 11), ['', '', '%', ''], [(15, 3), (3, 9), (16, 3)], [False, False, True, False], 44, False, [False, False, False, False], 632, 'East', (11, 11))
