Element 1: (0, (13, 11), ['.', '.', '%', '%'], [(6, 7), (10, 10), (16, 11)], [False, False, True, True], 98, False, [True, True, False, False], 0, 'South', (13, 10))
Element 2: (0, (13, 10), ['%', '.', '', '%'], [(6, 8), (10, 11), (17, 11)], [True, False, False, True], 96, False, [False, True, False, False], 39, 'South', (13, 9))
Element 3: (0, (13, 9), ['.', '.', '', '.'], [(6, 9), (11, 11), (18, 11)], [False, False, False, False], 94, False, [True, True, False, True], 68, 'East', (14, 9))
Element 4: (0, (14, 9), ['', '%', '%', '.'], [(7, 9), (12, 11), (18, 10)], [False, True, True, False], 92, False, [False, False, False, True], 107, 'East', (15, 9))
Element 5: (0, (15, 9), ['', '%', '.', '.'], [(6, 9), (13, 11), (18, 9)], [False, True, False, False], 90, False, [False, False, True, True], 126, 'East', (16, 9))
Element 6: (0, (16, 9), ['', '.', '%', '%'], [(6, 10), (13, 10), (18, 8)], [False, False, True, True], 88, False, [False, True, False, False], 155, 'South', (16, 8))
Element 7: (0, (16, 8), ['%', '.', '', '%'], [(6, 11), (13, 9), (18, 7)], [True, False, False, True], 86, False, [False, True, False, False], 184, 'South', (16, 7))
Element 8: (0, (16, 7), ['.', '.', '', '.'], [(7, 11), (13, 8), (18, 6)], [False, False, False, False], 84, False, [True, True, False, True], 223, 'East', (17, 7))
Element 9: (0, (17, 7), ['', '%', '%', ''], [(8, 11), (13, 7), (18, 5)], [False, True, True, False], 82, False, [False, False, False, False], 262, 'East', (18, 7))
Element 10: (0, (18, 7), ['', '', '', '%'], [(9, 11), (13, 6), (18, 4)], [False, False, False, True], 80, False, [False, False, False, False], 291, 'North', (18, 8))
Element 11: (0, (18, 8), ['%', '', '', '%'], [(9, 10), (13, 5), (18, 3)], [True, False, False, True], 78, False, [False, False, False, False], 320, 'North', (18, 9))
Element 12: (0, (18, 9), ['%', '', '', '%'], [(9, 9), (13, 4), (18, 2)], [True, False, False, True], 76, False, [False, False, False, False], 349, 'North', (18, 10))
Element 13: (0, (18, 10), ['%', '', '', '%'], [(10, 9), (13, 3), (18, 1)], [True, False, False, True], 74, False, [False, False, False, False], 368, 'North', (18, 11))
Element 14: (0, (18, 11), ['', '', '%', '%'], [(10, 10), (13, 2), (17, 1)], [False, False, True, True], 72, False, [False, False, False, False], 387, 'West', (17, 11))
Element 15: (0, (17, 11), ['', '%', '%', ''], [(10, 11), (13, 1), (16, 1)], [False, True, True, False], 70, False, [False, False, False, False], 406, 'West', (16, 11))
Element 16: (0, (16, 11), ['.', '%', '%', ''], [(11, 11), (12, 1), (15, 1)], [False, True, True, False], 68, False, [True, False, False, False], 425, 'West', (15, 11))
Element 17: (0, (15, 11), ['%', '.', '%', ''], [(12, 11), (11, 1), (15, 2)], [True, False, True, False], 66, False, [False, True, False, False], 454, 'South', (15, 10))
Element 18: (0, (15, 10), ['%', '', '', '%'], [(13, 11), (10, 1), (15, 3)], [True, False, False, True], 64, False, [False, False, False, False], 483, 'North', (15, 11))
Element 19: (0, (15, 11), ['%', '', '%', ''], [(13, 10), (9, 1), (16, 3)], [True, False, True, False], 62, False, [False, False, False, False], 502, 'East', (16, 11))
Element 20: (0, (16, 11), ['', '%', '%', ''], [(13, 9), (8, 1), (16, 4)], [False, True, True, False], 60, False, [False, False, False, False], 521, 'East', (17, 11))
Element 21: (0, (17, 11), ['', '%', '%', ''], [(12, 9), (7, 1), (16, 5)], [False, True, True, False], 58, False, [False, False, False, False], 550, 'East', (18, 11))
Element 22: (0, (18, 11), ['', '', '%', '%'], [(13, 9), (6, 1), (16, 6)], [False, False, True, True], 56, False, [False, False, False, False], 569, 'South', (18, 10))
Element 23: (0, (18, 10), ['%', '', '', '%'], [(14, 9), (6, 2), (15, 6)], [True, False, False, True], 54, False, [False, False, False, False], 588, 'South', (18, 9))
Element 24: (0, (18, 9), ['%', '', '', '%'], [(15, 9), (6, 3), (15, 7)], [True, False, False, True], 52, False, [False, False, False, False], 607, 'South', (18, 8))
Element 25: (0, (18, 8), ['%', '', '', '%'], [(16, 9), (7, 3), (16, 7)], [True, False, False, True], 50, False, [False, False, False, False], 616, 'South', (18, 7))
Element 26: (0, (18, 7), ['G', '', '', '%'], [(16, 8), (8, 3), (17, 7)], [False, False, False, True], 48, False, [False, False, False, False], 625, 'South', (18, 6))
Element 27: (0, (18, 6), ['%', '', 'G', '%'], [(16, 7), (9, 3), (18, 7)], [True, False, False, True], 46, False, [False, False, False, False], 634, 'South', (18, 5))
Element 28: (0, (18, 5), ['%', '', '', '%'], [(17, 7), (10, 3), (17, 7)], [True, False, False, True], 44, False, [False, False, False, False], 643, 'South', (18, 4))
Element 29: (0, (18, 4), ['%', '', '', '%'], [(18, 7), (11, 3), (17, 7)], [True, False, False, True], 42, False, [False, False, False, False], 652, 'South', (18, 3))
Element 30: (0, (18, 3), ['%', '', '', '%'], [(18, 8), (12, 3), (17, 7)], [True, False, False, True], 40, False, [False, False, False, False], 661, 'South', (18, 2))
Element 31: (0, (18, 2), ['%', '', '', '%'], [(18, 9), (11, 3), (17, 7)], [True, False, False, True], 38, False, [False, False, False, False], 660, 'South', (18, 1))
