Element 1: (1, (7, 9), ['.', '%', '%', '%'], [(16, 9), (13, 1), (17, 1)], [False, True, True, True], 98, False, [True, False, False, False], 9, 'West', (6, 9))
Element 2: (1, (6, 9), ['.', '.', '.', ''], [(15, 9), (13, 2), (16, 1)], [False, False, False, False], 96, False, [True, True, True, False], 48, 'North', (6, 10))
Element 3: (1, (6, 10), ['%', '', '.', '%'], [(15, 10), (13, 3), (15, 1)], [True, False, False, True], 94, False, [False, False, True, False], 87, 'North', (6, 11))
Element 4: (1, (6, 11), ['%', '', '%', '.'], [(15, 11), (13, 4), (15, 2)], [True, False, True, False], 92, False, [False, False, False, True], 126, 'East', (7, 11))
Element 5: (1, (7, 11), ['', '%', '%', '.'], [(16, 11), (13, 5), (15, 3)], [False, True, True, False], 90, False, [False, False, False, True], 165, 'East', (8, 11))
Element 6: (1, (8, 11), ['', '%', '%', '.'], [(17, 11), (13, 6), (16, 3)], [False, True, True, False], 88, False, [False, False, False, True], 204, 'East', (9, 11))
Element 7: (1, (9, 11), ['', '.', '%', '.'], [(18, 11), (13, 7), (16, 4)], [False, False, True, False], 86, False, [False, True, False, True], 233, 'East', (10, 11))
Element 8: (1, (10, 11), ['', '.', '%', '.'], [(18, 10), (13, 8), (16, 5)], [False, False, True, False], 84, False, [False, True, False, True], 272, 'East', (11, 11))
Element 9: (1, (11, 11), ['', '%', '%', '.'], [(18, 9), (13, 9), (16, 6)], [False, True, True, False], 82, False, [False, False, False, True], 311, 'East', (12, 11))
Element 10: (1, (12, 11), ['', '%', '%', '.'], [(18, 8), (14, 9), (16, 7)], [False, True, True, False], 80, False, [False, False, False, True], 350, 'East', (13, 11))
Element 11: (1, (13, 11), ['', '.', '%', '%'], [(18, 7), (15, 9), (17, 7)], [False, False, True, True], 78, False, [False, True, False, False], 379, 'South', (13, 10))
Element 12: (1, (13, 10), ['%', '', '', '%'], [(18, 6), (16, 9), (16, 7)], [True, False, False, True], 76, False, [False, False, False, False], 398, 'South', (13, 9))
Element 13: (1, (13, 9), ['.', '', '', ''], [(18, 5), (16, 8), (15, 7)], [False, False, False, False], 74, False, [True, False, False, False], 417, 'West', (12, 9))
Element 14: (1, (12, 9), ['%', '%', '%', ''], [(18, 4), (16, 7), (15, 6)], [True, True, True, False], 72, False, [False, False, False, False], 446, 'East', (13, 9))
Element 15: (1, (13, 9), ['', '', '', ''], [(18, 3), (17, 7), (15, 5)], [False, False, False, False], 70, False, [False, False, False, False], 465, 'East', (14, 9))
