Element 1: (3, (9, 11), ['.', '.', '%', '.'], [(16, 11), (2, 7), (6, 9)], [False, False, True, False], 98, False, [True, True, False, True], 29, 'East', (10, 11))
Element 2: (3, (10, 11), ['', '.', '%', '.'], [(15, 11), (3, 7), (6, 10)], [False, False, True, False], 96, False, [False, True, False, True], 68, 'East', (11, 11))
Element 3: (3, (11, 11), ['', '%', '%', '.'], [(15, 10), (4, 7), (6, 11)], [False, True, True, False], 94, False, [False, False, False, True], 107, 'East', (12, 11))
Element 4: (3, (12, 11), ['', '%', '%', '.'], [(15, 9), (5, 7), (7, 11)], [False, True, True, False], 92, False, [False, False, False, True], 146, 'East', (13, 11))
Element 5: (3, (13, 11), ['', '.', '%', '%'], [(16, 9), (6, 7), (8, 11)], [False, False, True, True], 90, False, [False, True, False, False], 185, 'South', (13, 10))
Element 6: (3, (13, 10), ['%', '.', '', '%'], [(16, 8), (6, 8), (9, 11)], [True, False, False, True], 88, False, [False, True, False, False], 214, 'South', (13, 9))
Element 7: (3, (13, 9), ['.', '.', '', '.'], [(16, 7), (6, 9), (9, 10)], [False, False, False, False], 86, False, [True, True, False, True], 243, 'East', (14, 9))
Element 8: (3, (14, 9), ['', '%', '%', ''], [(17, 7), (5, 9), (10, 10)], [False, True, True, False], 84, False, [False, False, False, False], 282, 'East', (15, 9))
Element 9: (3, (15, 9), ['', '%', '', ''], [(18, 7), (4, 9), (10, 9)], [False, True, False, False], 82, False, [False, False, False, False], 311, 'East', (16, 9))
Element 10: (3, (16, 9), ['', '', '%', '%'], [(18, 8), (4, 10), (9, 9)], [False, False, True, True], 80, False, [False, False, False, False], 340, 'South', (16, 8))
Element 11: (3, (16, 8), ['%', '', '', '%'], [(18, 9), (4, 11), (9, 8)], [True, False, False, True], 78, False, [False, False, False, False], 359, 'South', (16, 7))
Element 12: (3, (16, 7), ['.', '.', '', ''], [(18, 10), (3, 11), (9, 7)], [False, False, False, False], 76, False, [True, True, False, False], 388, 'South', (16, 6))
Element 13: (3, (16, 6), ['.', '.', '', '%'], [(18, 11), (2, 11), (10, 7)], [False, False, False, True], 74, False, [True, True, False, False], 417, 'South', (16, 5))
Element 14: (3, (16, 5), ['.', '.', '', '%'], [(18, 10), (1, 11), (11, 7)], [False, False, False, True], 72, False, [True, True, False, False], 436, 'South', (16, 4))
Element 15: (3, (16, 4), ['.', '.', '', '%'], [(18, 9), (1, 10), (10, 7)], [False, False, False, True], 70, False, [True, True, False, False], 455, 'South', (16, 3))
Element 16: (3, (16, 3), ['.', '%', '', '%'], [(18, 8), (1, 9), (10, 8)], [False, True, False, True], 68, False, [True, False, False, False], 474, 'West', (15, 3))
Element 17: (3, (15, 3), ['%', '.', '.', ''], [(18, 7), (1, 8), (10, 7)], [True, False, False, False], 66, False, [False, True, True, False], 493, 'North', (15, 4))
Element 18: (3, (15, 4), ['%', '', '.', ''], [(18, 6), (1, 9), (9, 7)], [True, False, False, False], 64, False, [False, False, True, False], 512, 'North', (15, 5))
Element 19: (3, (15, 5), ['%', '', '.', ''], [(18, 5), (1, 10), (9, 8)], [True, False, False, False], 62, False, [False, False, True, False], 531, 'North', (15, 6))
Element 20: (3, (15, 6), ['%', '', '.', ''], [(18, 4), (1, 11), (10, 8)], [True, False, False, False], 60, False, [False, False, True, False], 550, 'North', (15, 7))
Element 21: (3, (15, 7), ['%', '', '%', ''], [(18, 3), (2, 11), (9, 8)], [True, False, True, False], 58, False, [False, False, False, False], 569, 'South', (15, 6))
Element 22: (3, (15, 6), ['%', '', '', ''], [(18, 2), (3, 11), (9, 9)], [True, False, False, False], 56, False, [False, False, False, False], 578, 'South', (15, 5))
Element 23: (3, (15, 5), ['%', '', '', ''], [(18, 1), (4, 11), (10, 9)], [True, False, False, False], 54, False, [False, False, False, False], 577, 'South', (15, 4))
Element 24: (3, (15, 4), ['%', '', '', ''], [(17, 1), (4, 10), (10, 8)], [True, False, False, False], 52, False, [False, False, False, False], 586, 'South', (15, 3))
Element 25: (3, (15, 3), ['%', '.', '', ''], [(16, 1), (4, 9), (10, 9)], [True, False, False, False], 50, False, [False, True, False, False], 595, 'South', (15, 2))
Element 26: (3, (15, 2), ['%', 'G', '', '%'], [(15, 1), (3, 9), (10, 10)], [True, False, False, True], 48, False, [False, False, False, False], 624, 'North', (15, 3))
Element 27: (3, (15, 3), ['%', 'G', '', ''], [(15, 2), (3, 8), (10, 11)], [True, False, False, False], 46, False, [False, False, False, False], 633, 'East', (16, 3))
Element 28: (3, (16, 3), ['G', '%', '', '%'], [(15, 3), (3, 9), (11, 11)], [False, True, False, True], 44, False, [False, False, False, False], 632, 'North', (16, 4))
Element 29: (3, (16, 4), ['', 'G', '', '%'], [(16, 3), (4, 9), (12, 11)], [False, False, False, True], 42, False, [False, False, False, False], 631, 'West', (15, 4))
Element 30: (3, (15, 4), ['%', '', '', 'G'], [(16, 4), (5, 9), (13, 11)], [True, False, False, False], 40, False, [False, False, False, False], 630, 'South', (15, 3))
Element 31: (3, (15, 3), ['%', '', '', ''], [(16, 5), (6, 9), (13, 10)], [True, False, False, False], 38, False, [False, False, False, False], 629, 'South', (15, 2))
Element 32: (3, (15, 2), ['%', '', '', '%'], [(16, 6), (7, 9), (13, 9)], [True, False, False, True], 36, False, [False, False, False, False], 628, 'North', (15, 3))
Element 33: (3, (15, 3), ['%', '', '', ''], [(15, 6), (6, 9), (13, 8)], [True, False, False, False], 34, False, [False, False, False, False], 637, 'North', (15, 4))
Element 34: (3, (15, 4), ['%', '', '', ''], [(15, 7), (6, 10), (13, 7)], [True, False, False, False], 32, False, [False, False, False, False], 646, 'North', (15, 5))
Element 35: (3, (15, 5), ['%', '', 'G', ''], [(15, 6), (6, 11), (13, 6)], [True, False, False, False], 30, False, [False, False, False, False], 655, 'South', (15, 4))
