Element 1: (2, (13, 11), ['.', '.', '%', '%'], [(5, 4), (13, 9), (18, 6)], [False, False, True, True], 98, False, [True, True, False, False], 19, 'South', (13, 10))
Element 2: (2, (13, 10), ['%', '', '', '%'], [(6, 4), (14, 9), (18, 7)], [True, False, False, True], 96, False, [False, False, False, False], 58, 'South', (13, 9))
Element 3: (2, (13, 9), ['', '.', '', ''], [(6, 5), (15, 9), (18, 8)], [False, False, False, False], 94, False, [False, True, False, False], 87, 'South', (13, 8))
Element 4: (2, (13, 8), ['%', '.', '', '%'], [(6, 6), (16, 9), (18, 9)], [True, False, False, True], 92, False, [False, True, False, False], 126, 'South', (13, 7))
Element 5: (2, (13, 7), ['%', '.', '', '%'], [(6, 7), (16, 8), (18, 10)], [True, False, False, True], 90, False, [False, True, False, False], 165, 'South', (13, 6))
Element 6: (2, (13, 6), ['%', '.', '', '%'], [(6, 8), (16, 7), (18, 11)], [True, False, False, True], 88, False, [False, True, False, False], 194, 'South', (13, 5))
Element 7: (2, (13, 5), ['%', '.', '', '%'], [(6, 9), (17, 7), (17, 11)], [True, False, False, True], 86, False, [False, True, False, False], 233, 'South', (13, 4))
Element 8: (2, (13, 4), ['%', '.', '', '%'], [(7, 9), (18, 7), (16, 11)], [True, False, False, True], 84, False, [False, True, False, False], 262, 'South', (13, 3))
Element 9: (2, (13, 3), ['.', '.', '', '%'], [(6, 9), (18, 8), (15, 11)], [False, False, False, True], 82, False, [True, True, False, False], 281, 'South', (13, 2))
Element 10: (2, (13, 2), ['%', '.', '', '%'], [(6, 10), (18, 9), (15, 10)], [True, False, False, True], 80, False, [False, True, False, False], 310, 'South', (13, 1))
Element 11: (2, (13, 1), ['.', '%', '', '%'], [(6, 11), (18, 10), (15, 9)], [False, True, False, True], 78, False, [True, False, False, False], 329, 'West', (12, 1))
Element 12: (2, (12, 1), ['.', '%', '%', ''], [(7, 11), (18, 11), (16, 9)], [False, True, True, False], 76, False, [True, False, False, False], 348, 'West', (11, 1))
Element 13: (2, (11, 1), ['.', '%', '%', ''], [(8, 11), (17, 11), (16, 8)], [False, True, True, False], 74, False, [True, False, False, False], 367, 'West', (10, 1))
Element 14: (2, (10, 1), ['.', '%', '%', ''], [(9, 11), (16, 11), (16, 7)], [False, True, True, False], 72, False, [True, False, False, False], 386, 'West', (9, 1))
Element 15: (2, (9, 1), ['.', '%', '%', ''], [(10, 11), (15, 11), (16, 6)], [False, True, True, False], 70, False, [True, False, False, False], 415, 'West', (8, 1))
Element 16: (2, (8, 1), ['.', '%', '%', ''], [(11, 11), (15, 10), (16, 5)], [False, True, True, False], 68, False, [True, False, False, False], 444, 'West', (7, 1))
Element 17: (2, (7, 1), ['.', '%', '%', ''], [(12, 11), (15, 11), (16, 4)], [False, True, True, False], 66, False, [True, False, False, False], 473, 'West', (6, 1))
Element 18: (2, (6, 1), ['%', '%', '.', ''], [(13, 11), (16, 11), (16, 3)], [True, True, False, False], 64, False, [False, False, True, False], 492, 'North', (6, 2))
Element 19: (2, (6, 2), ['%', '', '.', '%'], [(13, 10), (17, 11), (15, 3)], [True, False, False, True], 62, False, [False, False, True, False], 511, 'North', (6, 3))
Element 20: (2, (6, 3), ['.', '', '', '.'], [(13, 9), (18, 11), (15, 4)], [False, False, False, False], 60, False, [True, False, False, True], 530, 'East', (7, 3))
Element 21: (2, (7, 3), ['', '%', '%', '.'], [(14, 9), (18, 10), (15, 5)], [False, True, True, False], 58, False, [False, False, False, True], 549, 'East', (8, 3))
Element 22: (2, (8, 3), ['', '%', '', '.'], [(15, 9), (18, 9), (15, 6)], [False, True, False, False], 56, False, [False, False, False, True], 568, 'East', (9, 3))
Element 23: (2, (9, 3), ['', '%', '%', '.'], [(16, 9), (18, 8), (15, 7)], [False, True, True, False], 54, False, [False, False, False, True], 587, 'East', (10, 3))
Element 24: (2, (10, 3), ['', '%', '%', '.'], [(16, 8), (18, 7), (15, 6)], [False, True, True, False], 52, False, [False, False, False, True], 596, 'East', (11, 3))
Element 25: (2, (11, 3), ['', '%', '%', '.'], [(16, 7), (18, 6), (15, 5)], [False, True, True, False], 50, False, [False, False, False, True], 605, 'East', (12, 3))
Element 26: (2, (12, 3), ['', '%', '%', ''], [(17, 7), (18, 5), (15, 4)], [False, True, True, False], 48, False, [False, False, False, False], 624, 'West', (11, 3))
Element 27: (2, (11, 3), ['', '%', '%', ''], [(18, 7), (18, 4), (15, 3)], [False, True, True, False], 46, False, [False, False, False, False], 633, 'West', (10, 3))
Element 28: (2, (10, 3), ['', '%', '%', ''], [(18, 8), (18, 3), (15, 2)], [False, True, True, False], 44, False, [False, False, False, False], 652, 'West', (9, 3))
Element 29: (2, (9, 3), ['', '%', '%', ''], [(18, 9), (18, 2), (15, 1)], [False, True, True, False], 42, False, [False, False, False, False], 671, 'West', (8, 3))
Element 30: (2, (8, 3), ['', '%', '', ''], [(18, 10), (18, 1), (16, 1)], [False, True, False, False], 40, False, [False, False, False, False], 680, 'North', (8, 4))
Element 31: (2, (8, 4), ['%', '', '', '%'], [(18, 11), (18, 2), (17, 1)], [True, False, False, True], 38, False, [False, False, False, False], 689, 'North', (8, 5))
Element 32: (2, (8, 5), ['%', '', '%', ''], [(17, 11), (18, 3), (18, 1)], [True, False, True, False], 36, False, [False, False, False, False], 688, 'East', (9, 5))
Element 33: (2, (9, 5), ['', '%', '%', ''], [(16, 11), (18, 4), (18, 2)], [False, True, True, False], 34, False, [False, False, False, False], 687, 'East', (10, 5))
Element 34: (2, (10, 5), ['', '%', '%', ''], [(15, 11), (18, 5), (18, 3)], [False, True, True, False], 32, False, [False, False, False, False], 686, 'East', (11, 5))
Element 35: (2, (11, 5), ['', '%', '%', '%'], [(15, 10), (18, 6), (18, 4)], [False, True, True, True], 30, False, [False, False, False, False], 685, 'West', (10, 5))
Element 36: (2, (10, 5), ['', '%', '%', ''], [(15, 11), (18, 7), (18, 5)], [False, True, True, False], 28, False, [False, False, False, False], 684, 'West', (9, 5))
Element 37: (2, (9, 5), ['', '%', '%', ''], [(16, 11), (17, 7), (18, 4)], [False, True, True, False], 26, False, [False, False, False, False], 683, 'West', (8, 5))
Element 38: (2, (8, 5), ['%', '', '%', ''], [(17, 11), (16, 7), (18, 3)], [True, False, True, False], 24, False, [False, False, False, False], 682, 'South', (8, 4))
Element 39: (2, (8, 4), ['%', '', '', '%'], [(18, 11), (16, 6), (18, 2)], [True, False, False, True], 22, False, [False, False, False, False], 681, 'South', (8, 3))
Element 40: (2, (8, 3), ['', '%', '', ''], [(18, 10), (16, 5), (18, 1)], [False, True, False, False], 20, False, [False, False, False, False], 680, 'West', (7, 3))
Element 41: (2, (7, 3), ['', '%', '%', ''], [(18, 9), (16, 4), (17, 1)], [False, True, True, False], 18, False, [False, False, False, False], 679, 'West', (6, 3))
Element 42: (2, (6, 3), ['.', '', '', ''], [(18, 8), (16, 3), (16, 1)], [False, False, False, False], 16, False, [True, False, False, False], 678, 'West', (5, 3))
Element 43: (2, (5, 3), ['.', '%', '', ''], [(18, 7), (15, 3), (15, 1)], [False, True, False, False], 14, False, [True, False, False, False], 687, 'West', (4, 3))
Element 44: (2, (4, 3), ['.', '.', '', ''], [(18, 6), (15, 4), (15, 2)], [False, False, False, False], 12, False, [True, True, False, False], 696, 'South', (4, 2))
Element 45: (2, (4, 2), ['F', '.', '', '%'], [(18, 5), (15, 5), (15, 3)], [False, False, False, True], 10, False, [False, True, False, False], 705, 'West', (3, 2))
Element 46: (2, (3, 2), ['F', '.', '.', ''], [(18, 4), (15, 6), (16, 3)], [False, False, False, False], 8, False, [False, True, True, False], 1704, 'West', (2, 2))
Element 47: #1#
