Element 1: (0, (15, 1), ['%', '%', '.', '.'], [(1, 3), (3, 5), (4, 9)], [True, True, False, False], 98, False, [False, False, True, True], 0, 'East', (16, 1))
Element 2: (0, (16, 1), ['', '%', '%', '.'], [(1, 4), (4, 5), (5, 9)], [False, True, True, False], 96, False, [False, False, False, True], 39, 'East', (17, 1))
Element 3: (0, (17, 1), ['', '%', '%', ''], [(1, 5), (5, 5), (6, 9)], [False, True, True, False], 94, False, [False, False, False, False], 78, 'East', (18, 1))
Element 4: (0, (18, 1), ['', '%', '.', '%'], [(1, 6), (6, 5), (7, 9)], [False, True, False, True], 92, False, [False, False, True, False], 107, 'North', (18, 2))
Element 5: (0, (18, 2), ['%', '', '.', '%'], [(1, 7), (6, 6), (6, 9)], [True, False, False, True], 90, False, [False, False, True, False], 136, 'North', (18, 3))
Element 6: (0, (18, 3), ['%', '', '.', '%'], [(2, 7), (6, 7), (6, 10)], [True, False, False, True], 88, False, [False, False, True, False], 175, 'North', (18, 4))
Element 7: (0, (18, 4), ['%', '', '.', '%'], [(3, 7), (6, 8), (6, 11)], [True, False, False, True], 86, False, [False, False, True, False], 214, 'North', (18, 5))
Element 8: (0, (18, 5), ['%', '', '.', '%'], [(4, 7), (6, 9), (7, 11)], [True, False, False, True], 84, False, [False, False, True, False], 243, 'North', (18, 6))
Element 9: (0, (18, 6), ['%', '', '.', '%'], [(5, 7), (7, 9), (8, 11)], [True, False, False, True], 82, False, [False, False, True, False], 272, 'North', (18, 7))
Element 10: (0, (18, 7), ['.', '', '.', '%'], [(5, 6), (6, 9), (9, 11)], [False, False, False, True], 80, False, [True, False, True, False], 301, 'North', (18, 8))
Element 11: (0, (18, 8), ['%', '', '.', '%'], [(4, 6), (6, 10), (10, 11)], [True, False, False, True], 78, False, [False, False, True, False], 330, 'North', (18, 9))
Element 12: (0, (18, 9), ['%', '', '.', '%'], [(3, 6), (6, 11), (11, 11)], [True, False, False, True], 76, False, [False, False, True, False], 359, 'North', (18, 10))
Element 13: (0, (18, 10), ['%', '', '', '%'], [(3, 5), (7, 11), (12, 11)], [True, False, False, True], 74, False, [False, False, False, False], 378, 'North', (18, 11))
Element 14: (0, (18, 11), ['.', '', '%', '%'], [(3, 4), (8, 11), (13, 11)], [False, False, True, True], 72, False, [True, False, False, False], 397, 'West', (17, 11))
Element 15: (0, (17, 11), ['.', '%', '%', ''], [(4, 4), (9, 11), (13, 10)], [False, True, True, False], 70, False, [True, False, False, False], 426, 'West', (16, 11))
