Element 1: (2, (10, 11), ['.', '.', '%', '.'], [(16, 11), (1, 5), (16, 6)], [False, False, True, False], 98, False, [True, True, False, True], 19, 'East', (11, 11))
Element 2: (2, (11, 11), ['', '%', '%', '.'], [(15, 11), (1, 6), (16, 7)], [False, True, True, False], 96, False, [False, False, False, True], 58, 'East', (12, 11))
Element 3: (2, (12, 11), ['', '%', '%', '.'], [(15, 10), (1, 7), (17, 7)], [False, True, True, False], 94, False, [False, False, False, True], 97, 'East', (13, 11))
Element 4: (2, (13, 11), ['', '.', '%', '%'], [(15, 9), (2, 7), (18, 7)], [False, False, True, True], 92, False, [False, True, False, False], 136, 'South', (13, 10))
Element 5: (2, (13, 10), ['%', '.', '', '%'], [(16, 9), (3, 7), (18, 8)], [True, False, False, True], 90, False, [False, True, False, False], 175, 'South', (13, 9))
Element 6: (2, (13, 9), ['.', '.', '', '.'], [(16, 8), (4, 7), (18, 9)], [False, False, False, False], 88, False, [True, True, False, True], 214, 'East', (14, 9))
Element 7: (2, (14, 9), ['', '%', '%', ''], [(16, 7), (5, 7), (18, 10)], [False, True, True, False], 86, False, [False, False, False, False], 243, 'East', (15, 9))
Element 8: (2, (15, 9), ['', '%', '', ''], [(15, 7), (6, 7), (18, 11)], [False, True, False, False], 84, False, [False, False, False, False], 262, 'East', (16, 9))
Element 9: (2, (16, 9), ['', '', '%', '%'], [(15, 6), (6, 8), (17, 11)], [False, False, True, True], 82, False, [False, False, False, False], 281, 'South', (16, 8))
Element 10: (2, (16, 8), ['%', '', '', '%'], [(15, 5), (6, 9), (16, 11)], [True, False, False, True], 80, False, [False, False, False, False], 300, 'South', (16, 7))
Element 11: (2, (16, 7), ['', '', '', ''], [(16, 5), (7, 9), (15, 11)], [False, False, False, False], 78, False, [False, False, False, False], 319, 'East', (17, 7))
Element 12: (2, (17, 7), ['', '%', '%', ''], [(16, 4), (6, 9), (15, 10)], [False, True, True, False], 76, False, [False, False, False, False], 328, 'East', (18, 7))
Element 13: (2, (18, 7), ['', '.', '', '%'], [(16, 3), (6, 10), (15, 9)], [False, False, False, True], 74, False, [False, True, False, False], 347, 'South', (18, 6))
Element 14: (2, (18, 6), ['%', '.', '', '%'], [(15, 3), (6, 11), (16, 9)], [True, False, False, True], 72, False, [False, True, False, False], 376, 'South', (18, 5))
Element 15: (2, (18, 5), ['%', '.', '', '%'], [(15, 4), (7, 11), (16, 8)], [True, False, False, True], 70, False, [False, True, False, False], 405, 'South', (18, 4))
Element 16: (2, (18, 4), ['%', '.', '', '%'], [(15, 3), (8, 11), (16, 9)], [True, False, False, True], 68, False, [False, True, False, False], 424, 'South', (18, 3))
Element 17: (2, (18, 3), ['%', '.', '', '%'], [(15, 2), (9, 11), (15, 9)], [True, False, False, True], 66, False, [False, True, False, False], 453, 'South', (18, 2))
