Element 1: (0, (18, 7), ['.', '.', '.', '%'], [(3, 6), (12, 9), (15, 9)], [False, False, False, True], 98, False, [True, True, True, False], 0, 'North', (18, 8))
Element 2: (0, (18, 8), ['%', '', '.', '%'], [(4, 6), (13, 9), (16, 9)], [True, False, False, True], 96, False, [False, False, True, False], 39, 'North', (18, 9))
Element 3: (0, (18, 9), ['%', '', '.', '%'], [(5, 6), (14, 9), (16, 8)], [True, False, False, True], 94, False, [False, False, True, False], 78, 'North', (18, 10))
Element 4: (0, (18, 10), ['%', '', '', '%'], [(6, 6), (15, 9), (16, 7)], [True, False, False, True], 92, False, [False, False, False, False], 107, 'North', (18, 11))
Element 5: (0, (18, 11), ['.', '', '%', '%'], [(6, 7), (15, 10), (17, 7)], [False, False, True, True], 90, False, [True, False, False, False], 136, 'West', (17, 11))
Element 6: (0, (17, 11), ['.', '%', '%', ''], [(6, 8), (15, 11), (18, 7)], [False, True, True, False], 88, False, [True, False, False, False], 165, 'West', (16, 11))
Element 7: (0, (16, 11), ['', '%', '%', ''], [(6, 9), (15, 10), (18, 6)], [False, True, True, False], 86, False, [False, False, False, False], 194, 'West', (15, 11))
Element 8: (0, (15, 11), ['%', '', '%', ''], [(7, 9), (15, 9), (18, 5)], [True, False, True, False], 84, False, [False, False, False, False], 213, 'South', (15, 10))
Element 9: (0, (15, 10), ['%', '', '', '%'], [(6, 9), (16, 9), (18, 4)], [True, False, False, True], 82, False, [False, False, False, False], 222, 'South', (15, 9))
Element 10: (0, (15, 9), ['', '%', '', ''], [(6, 10), (16, 8), (18, 3)], [False, True, False, False], 80, False, [False, False, False, False], 241, 'East', (16, 9))
Element 11: (0, (16, 9), ['', '', '%', '%'], [(6, 11), (16, 7), (18, 2)], [False, False, True, True], 78, False, [False, False, False, False], 260, 'South', (16, 8))
Element 12: (0, (16, 8), ['%', '', '', '%'], [(7, 11), (16, 6), (18, 1)], [True, False, False, True], 76, False, [False, False, False, False], 279, 'South', (16, 7))
Element 13: (0, (16, 7), ['.', '', '', ''], [(8, 11), (16, 5), (17, 1)], [False, False, False, False], 74, False, [True, False, False, False], 308, 'West', (15, 7))
Element 14: (0, (15, 7), ['%', '.', '%', ''], [(9, 11), (16, 4), (16, 1)], [True, False, True, False], 72, False, [False, True, False, False], 347, 'South', (15, 6))
Element 15: (0, (15, 6), ['%', '.', '', ''], [(10, 11), (16, 3), (15, 1)], [True, False, False, False], 70, False, [False, True, False, False], 386, 'South', (15, 5))
Element 16: (0, (15, 5), ['%', '.', '', ''], [(11, 11), (15, 3), (15, 2)], [True, False, False, False], 68, False, [False, True, False, False], 425, 'South', (15, 4))
Element 17: (0, (15, 4), ['%', 'G', '', ''], [(12, 11), (16, 3), (15, 3)], [True, False, False, False], 66, False, [False, False, False, False], 444, 'East', (16, 4))
Element 18: (0, (16, 4), ['G', 'G', '', '%'], [(13, 11), (16, 3), (15, 4)], [False, False, False, True], 64, False, [False, False, False, False], 453, 'North', (16, 5))
Element 19: (0, (16, 5), ['', 'G', '', '%'], [(13, 10), (15, 3), (16, 4)], [False, False, False, True], 62, False, [False, False, False, False], 462, 'North', (16, 6))
Element 20: (0, (16, 6), ['', 'G', '', '%'], [(13, 9), (15, 2), (16, 5)], [False, False, False, True], 60, False, [False, False, False, False], 461, 'West', (15, 6))
Element 21: (0, (15, 6), ['%', '', '', 'G'], [(13, 8), (15, 1), (16, 6)], [True, False, False, False], 58, False, [False, False, False, False], 470, 'South', (15, 5))
Element 22: (0, (15, 5), ['%', '', 'G', ''], [(13, 7), (16, 1), (15, 6)], [True, False, False, False], 56, False, [False, False, False, False], 479, 'South', (15, 4))
Element 23: (0, (15, 4), ['%', '', '', ''], [(13, 6), (17, 1), (15, 7)], [True, False, False, False], 54, False, [False, False, False, False], 488, 'North', (15, 5))
Element 24: (0, (15, 5), ['%', '', 'G', ''], [(13, 5), (18, 1), (15, 6)], [True, False, False, False], 52, False, [False, False, False, False], 497, 'East', (16, 5))
Element 25: (0, (16, 5), ['G', '', '', '%'], [(13, 4), (18, 2), (15, 5)], [False, False, False, True], 50, False, [False, False, False, False], 506, 'South', (16, 4))
