Element 1: (1, (4, 11), ['.', '.', '%', '%'], [(6, 9), (13, 10), (16, 9)], [False, False, True, True], 98, False, [True, True, False, False], 9, 'South', (4, 10))
Element 2: (1, (4, 10), ['%', '.', '', '%'], [(7, 9), (13, 11), (16, 8)], [True, False, False, True], 96, False, [False, True, False, False], 48, 'South', (4, 9))
Element 3: (1, (4, 9), ['.', '%', '', '.'], [(6, 9), (12, 11), (16, 7)], [False, True, False, False], 94, False, [True, False, False, True], 77, 'East', (5, 9))
Element 4: (1, (5, 9), ['', '%', '%', ''], [(6, 10), (11, 11), (17, 7)], [False, True, True, False], 92, False, [False, False, False, False], 116, 'East', (6, 9))
Element 5: (1, (6, 9), ['', '', '', ''], [(6, 11), (10, 11), (18, 7)], [False, False, False, False], 90, False, [False, False, False, False], 145, 'East', (7, 9))
Element 6: (1, (7, 9), ['', '%', '%', '%'], [(7, 11), (10, 10), (18, 8)], [False, True, True, True], 88, False, [False, False, False, False], 174, 'West', (6, 9))
Element 7: (1, (6, 9), ['', '', '', ''], [(8, 11), (10, 9), (18, 9)], [False, False, False, False], 86, False, [False, False, False, False], 203, 'North', (6, 10))
Element 8: (1, (6, 10), ['%', '', '', '%'], [(9, 11), (9, 9), (18, 10)], [True, False, False, True], 84, False, [False, False, False, False], 232, 'North', (6, 11))
Element 9: (1, (6, 11), ['%', '', '%', ''], [(10, 11), (9, 10), (18, 11)], [True, False, True, False], 82, False, [False, False, False, False], 241, 'East', (7, 11))
Element 10: (1, (7, 11), ['', '%', '%', ''], [(11, 11), (9, 11), (17, 11)], [False, True, True, False], 80, False, [False, False, False, False], 250, 'East', (8, 11))
Element 11: (1, (8, 11), ['', '%', '%', ''], [(12, 11), (9, 10), (16, 11)], [False, True, True, False], 78, False, [False, False, False, False], 259, 'East', (9, 11))
Element 12: (1, (9, 11), ['', '', '%', ''], [(13, 11), (9, 9), (15, 11)], [False, False, True, False], 76, False, [False, False, False, False], 268, 'East', (10, 11))
Element 13: (1, (10, 11), ['', '', '%', ''], [(13, 10), (9, 8), (15, 10)], [False, False, True, False], 74, False, [False, False, False, False], 277, 'East', (11, 11))
Element 14: (1, (11, 11), ['', '%', '%', ''], [(13, 9), (9, 7), (15, 9)], [False, True, True, False], 72, False, [False, False, False, False], 306, 'East', (12, 11))
Element 15: (1, (12, 11), ['', '%', '%', ''], [(13, 8), (10, 7), (14, 9)], [False, True, True, False], 70, False, [False, False, False, False], 335, 'East', (13, 11))
Element 16: (1, (13, 11), ['', '', '%', '%'], [(13, 7), (11, 7), (13, 9)], [False, False, True, True], 68, False, [False, False, False, False], 354, 'South', (13, 10))
Element 17: (1, (13, 10), ['%', '', '', '%'], [(13, 6), (10, 7), (12, 9)], [True, False, False, True], 66, False, [False, False, False, False], 373, 'South', (13, 9))
Element 18: (1, (13, 9), ['G', '', '', ''], [(13, 5), (10, 8), (12, 9)], [False, False, False, False], 64, False, [False, False, False, False], 382, 'East', (14, 9))
