Element 1: (2, (15, 5), ['%', '.', '.', '.'], [(13, 10), (9, 3), (17, 1)], [True, False, False, False], 98, False, [False, True, True, True], 19, 'East', (16, 5))
Element 2: (2, (16, 5), ['', '.', '.', '%'], [(13, 9), (10, 3), (16, 1)], [False, False, False, True], 96, False, [False, True, True, False], 58, 'North', (16, 6))
Element 3: (2, (16, 6), ['.', '', '.', '%'], [(14, 9), (11, 3), (15, 1)], [False, False, False, True], 94, False, [True, False, True, False], 97, 'North', (16, 7))
Element 4: (2, (16, 7), ['.', '', '.', '.'], [(15, 9), (12, 3), (15, 2)], [False, False, False, False], 92, False, [True, False, True, True], 136, 'East', (17, 7))
Element 5: (2, (17, 7), ['', '%', '%', '.'], [(16, 9), (13, 3), (15, 3)], [False, True, True, False], 90, False, [False, False, False, True], 175, 'East', (18, 7))
Element 6: (2, (18, 7), ['', '.', '.', '%'], [(16, 8), (13, 4), (16, 3)], [False, False, False, True], 88, False, [False, True, True, False], 214, 'North', (18, 8))
Element 7: (2, (18, 8), ['%', '', '.', '%'], [(16, 7), (13, 5), (16, 4)], [True, False, False, True], 86, False, [False, False, True, False], 243, 'North', (18, 9))
Element 8: (2, (18, 9), ['%', '', '.', '%'], [(15, 7), (13, 6), (15, 4)], [True, False, False, True], 84, False, [False, False, True, False], 282, 'North', (18, 10))
Element 9: (2, (18, 10), ['%', '', '', '%'], [(15, 6), (13, 7), (15, 5)], [True, False, False, True], 82, False, [False, False, False, False], 311, 'North', (18, 11))
Element 10: (2, (18, 11), ['.', '', '%', '%'], [(16, 6), (13, 8), (16, 5)], [False, False, True, True], 80, False, [True, False, False, False], 320, 'West', (17, 11))
Element 11: (2, (17, 11), ['.', '%', '%', ''], [(16, 5), (13, 9), (15, 5)], [False, True, True, False], 78, False, [True, False, False, False], 329, 'West', (16, 11))
Element 12: (2, (16, 11), ['.', '%', '%', ''], [(16, 4), (12, 9), (15, 4)], [False, True, True, False], 76, False, [True, False, False, False], 348, 'West', (15, 11))
Element 13: (2, (15, 11), ['%', '.', '%', ''], [(16, 3), (13, 9), (15, 3)], [True, False, True, False], 74, False, [False, True, False, False], 357, 'South', (15, 10))
Element 14: (2, (15, 10), ['%', '', '', '%'], [(15, 3), (14, 9), (15, 4)], [True, False, False, True], 72, False, [False, False, False, False], 366, 'South', (15, 9))
Element 15: (2, (15, 9), ['', '%', '', ''], [(15, 4), (13, 9), (16, 4)], [False, True, False, False], 70, False, [False, False, False, False], 365, 'East', (16, 9))
Element 16: (2, (16, 9), ['', '', '%', '%'], [(15, 5), (13, 10), (16, 3)], [False, False, True, True], 68, False, [False, False, False, False], 364, 'South', (16, 8))
Element 17: (2, (16, 8), ['%', '', '', '%'], [(15, 4), (13, 11), (15, 3)], [True, False, False, True], 66, False, [False, False, False, False], 363, 'North', (16, 9))
Element 18: (2, (16, 9), ['', '', '%', '%'], [(15, 3), (12, 11), (15, 2)], [False, False, True, True], 64, False, [False, False, False, False], 372, 'West', (15, 9))
Element 19: (2, (15, 9), ['', '%', '', ''], [(15, 2), (11, 11), (15, 1)], [False, True, False, False], 62, False, [False, False, False, False], 381, 'West', (14, 9))
Element 20: (2, (14, 9), ['', '%', '%', ''], [(15, 1), (10, 11), (16, 1)], [False, True, True, False], 60, False, [False, False, False, False], 390, 'West', (13, 9))
