Element 1: (3, (7, 11), ['', '%', '%', '.'], [(17, 1), (6, 9), (6, 10)], [False, True, True, False], 98, False, [False, False, False, True], 29, 'East', (8, 11))
Element 2: (3, (8, 11), ['', '%', '%', '.'], [(18, 1), (7, 9), (6, 9)], [False, True, True, False], 96, False, [False, False, False, True], 48, 'East', (9, 11))
Element 3: (3, (9, 11), ['', '.', '%', '.'], [(18, 2), (7, 9), (5, 9)], [False, False, True, False], 94, False, [False, True, False, True], 77, 'East', (10, 11))
Element 4: (3, (10, 11), ['', '.', '%', '.'], [(18, 3), (6, 9), (4, 9)], [False, False, True, False], 92, False, [False, True, False, True], 106, 'East', (11, 11))
Element 5: (3, (11, 11), ['', '%', '%', '.'], [(18, 4), (6, 9), (4, 10)], [False, True, True, False], 90, False, [False, False, False, True], 135, 'East', (12, 11))
Element 6: (3, (12, 11), ['', '%', '%', '.'], [(18, 5), (6, 8), (4, 11)], [False, True, True, False], 88, False, [False, False, False, True], 164, 'East', (13, 11))
Element 7: (3, (13, 11), ['', '.', '%', '%'], [(18, 6), (6, 7), (3, 11)], [False, False, True, True], 86, False, [False, True, False, False], 203, 'South', (13, 10))
Element 8: (3, (13, 10), ['%', '.', '', '%'], [(18, 7), (6, 6), (2, 11)], [True, False, False, True], 84, False, [False, True, False, False], 242, 'South', (13, 9))
Element 9: (3, (13, 9), ['.', '.', '', '.'], [(18, 8), (6, 5), (1, 11)], [False, False, False, False], 82, False, [True, True, False, True], 271, 'East', (14, 9))
Element 10: (3, (14, 9), ['', '%', '%', '.'], [(18, 9), (6, 4), (1, 10)], [False, True, True, False], 80, False, [False, False, False, True], 310, 'East', (15, 9))
Element 11: (3, (15, 9), ['', '%', '.', '.'], [(18, 10), (6, 3), (1, 9)], [False, True, False, False], 78, False, [False, False, True, True], 349, 'East', (16, 9))
Element 12: (3, (16, 9), ['', '.', '%', '%'], [(18, 11), (7, 3), (1, 8)], [False, False, True, True], 76, False, [False, True, False, False], 378, 'South', (16, 8))
Element 13: (3, (16, 8), ['%', '.', '', '%'], [(17, 11), (8, 3), (1, 7)], [True, False, False, True], 74, False, [False, True, False, False], 417, 'South', (16, 7))
Element 14: (3, (16, 7), ['.', '.', '', '.'], [(16, 11), (9, 3), (2, 7)], [False, False, False, False], 72, False, [True, True, False, True], 456, 'East', (17, 7))
Element 15: (3, (17, 7), ['', '%', '%', ''], [(15, 11), (10, 3), (3, 7)], [False, True, True, False], 70, False, [False, False, False, False], 495, 'East', (18, 7))
Element 16: (3, (18, 7), ['', '', '', '%'], [(15, 10), (11, 3), (4, 7)], [False, False, False, True], 68, False, [False, False, False, False], 524, 'North', (18, 8))
Element 17: (3, (18, 8), ['%', '', '', '%'], [(15, 9), (12, 3), (5, 7)], [True, False, False, True], 66, False, [False, False, False, False], 543, 'North', (18, 9))
Element 18: (3, (18, 9), ['%', '', '', '%'], [(16, 9), (13, 3), (5, 6)], [True, False, False, True], 64, False, [False, False, False, False], 562, 'North', (18, 10))
Element 19: (3, (18, 10), ['%', '', '', '%'], [(16, 8), (13, 4), (5, 5)], [True, False, False, True], 62, False, [False, False, False, False], 581, 'North', (18, 11))
Element 20: (3, (18, 11), ['', '', '%', '%'], [(16, 7), (13, 5), (5, 4)], [False, False, True, True], 60, False, [False, False, False, False], 600, 'West', (17, 11))
Element 21: (3, (17, 11), ['', '%', '%', ''], [(16, 6), (13, 6), (5, 3)], [False, True, True, False], 58, False, [False, False, False, False], 629, 'West', (16, 11))
Element 22: (3, (16, 11), ['', '%', '%', ''], [(16, 5), (13, 7), (4, 3)], [False, True, True, False], 56, False, [False, False, False, False], 658, 'West', (15, 11))
Element 23: (3, (15, 11), ['%', '', '%', ''], [(16, 4), (13, 8), (4, 4)], [True, False, True, False], 54, False, [False, False, False, False], 687, 'South', (15, 10))
Element 24: (3, (15, 10), ['%', '', '', '%'], [(16, 3), (13, 9), (4, 5)], [True, False, False, True], 52, False, [False, False, False, False], 706, 'North', (15, 11))
Element 25: (3, (15, 11), ['%', '', '%', ''], [(15, 3), (12, 9), (4, 6)], [True, False, True, False], 50, False, [False, False, False, False], 735, 'East', (16, 11))
Element 26: (3, (16, 11), ['', '%', '%', ''], [(15, 4), (13, 9), (3, 6)], [False, True, True, False], 48, False, [False, False, False, False], 754, 'East', (17, 11))
Element 27: (3, (17, 11), ['', '%', '%', ''], [(15, 5), (14, 9), (3, 5)], [False, True, True, False], 46, False, [False, False, False, False], 773, 'East', (18, 11))
Element 28: (3, (18, 11), ['', '', '%', '%'], [(15, 6), (15, 9), (3, 4)], [False, False, True, True], 44, False, [False, False, False, False], 792, 'South', (18, 10))
Element 29: (3, (18, 10), ['%', '', '', '%'], [(15, 7), (16, 9), (3, 3)], [True, False, False, True], 42, False, [False, False, False, False], 811, 'South', (18, 9))
Element 30: (3, (18, 9), ['%', '', '', '%'], [(15, 6), (16, 8), (3, 2)], [True, False, False, True], 40, False, [False, False, False, False], 1810, 'South', (18, 8))
Element 31: #1#
