Element 1: (1, (4, 3), ['.', '.', '.', '.'], [(8, 11), (13, 5), (15, 2)], [False, False, False, False], 98, False, [True, True, True, True], 9, 'East', (5, 3))
Element 2: (1, (5, 3), ['', '%', '.', '.'], [(9, 11), (13, 6), (15, 3)], [False, True, False, False], 96, False, [False, False, True, True], 48, 'East', (6, 3))
Element 3: (1, (6, 3), ['', '.', '.', '.'], [(10, 11), (13, 7), (16, 3)], [False, False, False, False], 94, False, [False, True, True, True], 87, 'East', (7, 3))
Element 4: (1, (7, 3), ['', '%', '%', '.'], [(11, 11), (13, 8), (16, 4)], [False, True, True, False], 92, False, [False, False, False, True], 126, 'East', (8, 3))
Element 5: (1, (8, 3), ['', '%', '', '.'], [(12, 11), (13, 9), (16, 5)], [False, True, False, False], 90, False, [False, False, False, True], 165, 'East', (9, 3))
Element 6: (1, (9, 3), ['', '%', '%', '.'], [(13, 11), (14, 9), (16, 6)], [False, True, True, False], 88, False, [False, False, False, True], 204, 'East', (10, 3))
Element 7: (1, (10, 3), ['', '%', '%', '.'], [(13, 10), (15, 9), (16, 7)], [False, True, True, False], 86, False, [False, False, False, True], 243, 'East', (11, 3))
Element 8: (1, (11, 3), ['', '%', '%', '.'], [(13, 9), (16, 9), (17, 7)], [False, True, True, False], 84, False, [False, False, False, True], 272, 'East', (12, 3))
Element 9: (1, (12, 3), ['', '%', '%', '.'], [(12, 9), (16, 8), (18, 7)], [False, True, True, False], 82, False, [False, False, False, True], 311, 'East', (13, 3))
Element 10: (1, (13, 3), ['', '.', '.', '%'], [(13, 9), (16, 7), (18, 8)], [False, False, False, True], 80, False, [False, True, True, False], 330, 'North', (13, 4))
Element 11: (1, (13, 4), ['%', '', '', '%'], [(14, 9), (15, 7), (18, 9)], [True, False, False, True], 78, False, [False, False, False, False], 359, 'North', (13, 5))
Element 12: (1, (13, 5), ['%', '', '', '%'], [(15, 9), (15, 6), (18, 10)], [True, False, False, True], 76, False, [False, False, False, False], 378, 'North', (13, 6))
Element 13: (1, (13, 6), ['%', '', '', '%'], [(15, 10), (15, 5), (18, 11)], [True, False, False, True], 74, False, [False, False, False, False], 397, 'North', (13, 7))
Element 14: (1, (13, 7), ['%', '', '', '%'], [(15, 11), (15, 4), (17, 11)], [True, False, False, True], 72, False, [False, False, False, False], 426, 'North', (13, 8))
Element 15: (1, (13, 8), ['%', '', '', '%'], [(15, 10), (16, 4), (16, 11)], [True, False, False, True], 70, False, [False, False, False, False], 435, 'North', (13, 9))
Element 16: (1, (13, 9), ['', '', '', ''], [(15, 9), (16, 5), (15, 11)], [False, False, False, False], 68, False, [False, False, False, False], 434, 'East', (14, 9))
Element 17: (1, (14, 9), ['', '%', '%', ''], [(16, 9), (16, 6), (15, 10)], [False, True, True, False], 66, False, [False, False, False, False], 433, 'East', (15, 9))
Element 18: (1, (15, 9), ['', '%', '', ''], [(16, 8), (16, 5), (15, 11)], [False, True, False, False], 64, False, [False, False, False, False], 432, 'East', (16, 9))
Element 19: (1, (16, 9), ['', '', '%', '%'], [(16, 7), (16, 4), (16, 11)], [False, False, True, True], 62, False, [False, False, False, False], 431, 'South', (16, 8))
Element 20: (1, (16, 8), ['%', '', '', '%'], [(17, 7), (16, 3), (17, 11)], [True, False, False, True], 60, False, [False, False, False, False], 430, 'South', (16, 7))
Element 21: (1, (16, 7), ['', '', '', ''], [(18, 7), (15, 3), (18, 11)], [False, False, False, False], 58, False, [False, False, False, False], 429, 'East', (17, 7))
Element 22: (1, (17, 7), ['', '%', '%', ''], [(18, 6), (15, 2), (18, 10)], [False, True, True, False], 56, False, [False, False, False, False], 438, 'East', (18, 7))
Element 23: (1, (18, 7), ['', '', '', '%'], [(18, 5), (15, 1), (18, 9)], [False, False, False, True], 54, False, [False, False, False, False], 457, 'North', (18, 8))
Element 24: (1, (18, 8), ['%', '', '', '%'], [(18, 4), (16, 1), (18, 10)], [True, False, False, True], 52, False, [False, False, False, False], 476, 'North', (18, 9))
Element 25: (1, (18, 9), ['%', '', '', '%'], [(18, 3), (17, 1), (18, 9)], [True, False, False, True], 50, False, [False, False, False, False], 495, 'North', (18, 10))
Element 26: (1, (18, 10), ['%', '', '', '%'], [(18, 2), (18, 1), (18, 8)], [True, False, False, True], 48, False, [False, False, False, False], 504, 'North', (18, 11))
Element 27: (1, (18, 11), ['', '', '%', '%'], [(18, 1), (17, 1), (18, 7)], [False, False, True, True], 46, False, [False, False, False, False], 503, 'West', (17, 11))
Element 28: (1, (17, 11), ['', '%', '%', ''], [(17, 1), (16, 1), (17, 7)], [False, True, True, False], 44, False, [False, False, False, False], 502, 'West', (16, 11))
Element 29: (1, (16, 11), ['', '%', '%', ''], [(16, 1), (15, 1), (16, 7)], [False, True, True, False], 42, False, [False, False, False, False], 501, 'West', (15, 11))
Element 30: (1, (15, 11), ['%', '', '%', ''], [(15, 1), (15, 2), (16, 8)], [True, False, True, False], 40, False, [False, False, False, False], 500, 'South', (15, 10))
Element 31: (1, (15, 10), ['%', '', '', '%'], [(15, 2), (15, 3), (16, 9)], [True, False, False, True], 38, False, [False, False, False, False], 499, 'North', (15, 11))
Element 32: (1, (15, 11), ['%', '', '%', ''], [(15, 3), (16, 3), (15, 9)], [True, False, True, False], 36, False, [False, False, False, False], 498, 'East', (16, 11))
Element 33: (1, (16, 11), ['', '%', '%', ''], [(16, 3), (16, 4), (14, 9)], [False, True, True, False], 34, False, [False, False, False, False], 497, 'East', (17, 11))
Element 34: (1, (17, 11), ['', '%', '%', ''], [(16, 4), (15, 4), (13, 9)], [False, True, True, False], 32, False, [False, False, False, False], 496, 'East', (18, 11))
Element 35: (1, (18, 11), ['', '', '%', '%'], [(16, 5), (15, 3), (13, 10)], [False, False, True, True], 30, False, [False, False, False, False], 495, 'South', (18, 10))
Element 36: (1, (18, 10), ['%', '', '', '%'], [(16, 6), (15, 4), (13, 11)], [True, False, False, True], 28, False, [False, False, False, False], 494, 'South', (18, 9))
Element 37: (1, (18, 9), ['%', '', '', '%'], [(15, 6), (15, 5), (12, 11)], [True, False, False, True], 26, False, [False, False, False, False], 493, 'South', (18, 8))
Element 38: (1, (18, 8), ['%', '', '', '%'], [(15, 7), (16, 5), (11, 11)], [True, False, False, True], 24, False, [False, False, False, False], 492, 'South', (18, 7))
Element 39: (1, (18, 7), ['', '', '', '%'], [(15, 6), (15, 5), (10, 11)], [False, False, False, True], 22, False, [False, False, False, False], 491, 'South', (18, 6))
Element 40: (1, (18, 6), ['%', '', '', '%'], [(15, 5), (15, 4), (10, 10)], [True, False, False, True], 20, False, [False, False, False, False], 500, 'South', (18, 5))
Element 41: (1, (18, 5), ['%', '', '', '%'], [(15, 4), (15, 5), (10, 9)], [True, False, False, True], 18, False, [False, False, False, False], 509, 'South', (18, 4))
Element 42: (1, (18, 4), ['%', '', '', '%'], [(15, 5), (15, 6), (9, 9)], [True, False, False, True], 16, False, [False, False, False, False], 518, 'South', (18, 3))
Element 43: (1, (18, 3), ['%', '', '', '%'], [(15, 6), (15, 7), (9, 10)], [True, False, False, True], 14, False, [False, False, False, False], 527, 'South', (18, 2))
Element 44: (1, (18, 2), ['%', '', '', '%'], [(16, 6), (16, 7), (9, 11)], [True, False, False, True], 12, False, [False, False, False, False], 526, 'South', (18, 1))
Element 45: (1, (18, 1), ['', '%', '', '%'], [(16, 5), (17, 7), (8, 11)], [False, True, False, True], 10, False, [False, False, False, False], 525, 'West', (17, 1))
Element 46: (1, (17, 1), ['', '%', '%', ''], [(15, 5), (18, 7), (7, 11)], [False, True, True, False], 8, False, [False, False, False, False], 524, 'West', (16, 1))
Element 47: (1, (16, 1), ['', '%', '%', ''], [(16, 5), (18, 8), (6, 11)], [False, True, True, False], 6, False, [False, False, False, False], 533, 'West', (15, 1))
Element 48: (1, (15, 1), ['%', '%', '', ''], [(16, 4), (18, 9), (6, 10)], [True, True, False, False], 4, False, [False, False, False, False], 542, 'North', (15, 2))
Element 49: (1, (15, 2), ['%', '', '', '%'], [(15, 4), (18, 10), (6, 9)], [True, False, False, True], 2, False, [False, False, False, False], 551, 'North', (15, 3))
Element 50: (1, (15, 3), ['%', '', 'G', ''], [(15, 4), (18, 11), (7, 9)], [True, False, False, False], 0, False, [False, False, False, False], 560, 'Stop', (15, 3))
