Element 1: (1, (10, 11), ['.', '.', '%', '.'], [(4, 4), (15, 7), (18, 8)], [False, False, True, False], 98, False, [True, True, False, True], 9, 'East', (11, 11))
Element 2: (1, (11, 11), ['', '%', '%', '.'], [(5, 4), (16, 7), (18, 9)], [False, True, True, False], 96, False, [False, False, False, True], 48, 'East', (12, 11))
Element 3: (1, (12, 11), ['', '%', '%', '.'], [(6, 4), (17, 7), (18, 10)], [False, True, True, False], 94, False, [False, False, False, True], 87, 'East', (13, 11))
Element 4: (1, (13, 11), ['', '.', '%', '%'], [(6, 5), (18, 7), (18, 11)], [False, False, True, True], 92, False, [False, True, False, False], 116, 'South', (13, 10))
Element 5: (1, (13, 10), ['%', '.', '', '%'], [(6, 6), (18, 6), (17, 11)], [True, False, False, True], 90, False, [False, True, False, False], 155, 'South', (13, 9))
Element 6: (1, (13, 9), ['.', '.', '', '.'], [(6, 7), (18, 5), (16, 11)], [False, False, False, False], 88, False, [True, True, False, True], 194, 'East', (14, 9))
Element 7: (1, (14, 9), ['', '%', '%', '.'], [(6, 8), (18, 4), (15, 11)], [False, True, True, False], 86, False, [False, False, False, True], 233, 'East', (15, 9))
Element 8: (1, (15, 9), ['', '%', 'G', '.'], [(6, 9), (18, 3), (15, 10)], [False, True, False, False], 84, False, [False, False, False, True], 272, 'East', (16, 9))
Element 9: (1, (16, 9), ['G', '.', '%', '%'], [(7, 9), (18, 2), (15, 9)], [False, False, True, True], 82, False, [False, True, False, False], 301, 'South', (16, 8))
Element 10: (1, (16, 8), ['%', '', 'G', '%'], [(6, 9), (18, 1), (16, 9)], [True, False, False, True], 80, False, [False, False, False, False], 310, 'South', (16, 7))
Element 11: (1, (16, 7), ['', '.', 'G', ''], [(6, 10), (17, 1), (16, 8)], [False, False, False, False], 78, False, [False, True, False, False], 329, 'South', (16, 6))
Element 12: (1, (16, 6), ['.', '.', 'G', '%'], [(6, 11), (16, 1), (16, 7)], [False, False, False, True], 76, False, [True, True, False, False], 358, 'South', (16, 5))
