Element 1: (2, (13, 1), ['.', '%', '.', '%'], [(18, 3), (4, 10), (18, 7)], [False, True, False, True], 98, False, [True, False, True, False], 19, 'North', (13, 2))
Element 2: (2, (13, 2), ['%', '', '.', '%'], [(18, 4), (4, 11), (17, 7)], [True, False, False, True], 96, False, [False, False, True, False], 58, 'North', (13, 3))
Element 3: (2, (13, 3), ['.', '', '.', '%'], [(18, 5), (3, 11), (16, 7)], [False, False, False, True], 94, False, [True, False, True, False], 97, 'North', (13, 4))
Element 4: (2, (13, 4), ['%', '', '.', '%'], [(18, 6), (2, 11), (16, 8)], [True, False, False, True], 92, False, [False, False, True, False], 136, 'North', (13, 5))
Element 5: (2, (13, 5), ['%', '', '.', '%'], [(18, 7), (1, 11), (16, 9)], [True, False, False, True], 90, False, [False, False, True, False], 155, 'North', (13, 6))
Element 6: (2, (13, 6), ['%', '', '.', '%'], [(18, 8), (1, 10), (15, 9)], [True, False, False, True], 88, False, [False, False, True, False], 194, 'North', (13, 7))
Element 7: (2, (13, 7), ['%', '', '.', '%'], [(18, 9), (1, 9), (15, 10)], [True, False, False, True], 86, False, [False, False, True, False], 233, 'North', (13, 8))
Element 8: (2, (13, 8), ['%', '', '.', '%'], [(18, 10), (1, 8), (15, 11)], [True, False, False, True], 84, False, [False, False, True, False], 272, 'North', (13, 9))
Element 9: (2, (13, 9), ['.', '', '.', '.'], [(18, 11), (1, 7), (16, 11)], [False, False, False, False], 82, False, [True, False, True, True], 301, 'East', (14, 9))
Element 10: (2, (14, 9), ['', '%', '%', ''], [(18, 10), (2, 7), (17, 11)], [False, True, True, False], 80, False, [False, False, False, False], 330, 'East', (15, 9))
Element 11: (2, (15, 9), ['', '%', '', ''], [(18, 9), (3, 7), (18, 11)], [False, True, False, False], 78, False, [False, False, False, False], 339, 'East', (16, 9))
Element 12: (2, (16, 9), ['', '', '%', '%'], [(18, 8), (4, 7), (18, 10)], [False, False, True, True], 76, False, [False, False, False, False], 348, 'South', (16, 8))
Element 13: (2, (16, 8), ['%', '', '', '%'], [(18, 7), (5, 7), (18, 9)], [True, False, False, True], 74, False, [False, False, False, False], 357, 'South', (16, 7))
Element 14: (2, (16, 7), ['.', '.', '', 'G'], [(17, 7), (6, 7), (18, 8)], [False, False, False, False], 72, False, [True, True, False, False], 366, 'South', (16, 6))
Element 15: (2, (16, 6), ['.', '.', 'G', '%'], [(16, 7), (6, 8), (18, 9)], [False, False, False, True], 70, False, [True, True, False, False], 385, 'South', (16, 5))
