Element 1: (2, (13, 1), ['.', '%', '.', '%'], [(10, 10), (5, 4), (13, 9)], [False, True, False, True], 98, False, [True, False, True, False], 19, 'North', (13, 2))
Element 2: (2, (13, 2), ['%', '', '.', '%'], [(10, 11), (6, 4), (14, 9)], [True, False, False, True], 96, False, [False, False, True, False], 58, 'North', (13, 3))
Element 3: (2, (13, 3), ['.', '', '.', '%'], [(11, 11), (6, 5), (15, 9)], [False, False, False, True], 94, False, [True, False, True, False], 97, 'North', (13, 4))
Element 4: (2, (13, 4), ['%', '', '.', '%'], [(12, 11), (6, 6), (16, 9)], [True, False, False, True], 92, False, [False, False, True, False], 136, 'North', (13, 5))
Element 5: (2, (13, 5), ['%', '', '.', '%'], [(13, 11), (6, 7), (16, 8)], [True, False, False, True], 90, False, [False, False, True, False], 175, 'North', (13, 6))
Element 6: (2, (13, 6), ['%', '', '.', '%'], [(13, 10), (6, 8), (16, 7)], [True, False, False, True], 88, False, [False, False, True, False], 214, 'North', (13, 7))
Element 7: (2, (13, 7), ['%', '', '.', '%'], [(13, 9), (6, 9), (17, 7)], [True, False, False, True], 86, False, [False, False, True, False], 243, 'North', (13, 8))
Element 8: (2, (13, 8), ['%', '', '', '%'], [(12, 9), (7, 9), (18, 7)], [True, False, False, True], 84, False, [False, False, False, False], 282, 'North', (13, 9))
Element 9: (2, (13, 9), ['G', '', '', ''], [(12, 9), (6, 9), (18, 8)], [False, False, False, False], 82, False, [False, False, False, False], 291, 'East', (14, 9))
Element 10: (2, (14, 9), ['G', '%', '%', ''], [(13, 9), (6, 10), (18, 9)], [False, True, True, False], 80, False, [False, False, False, False], 310, 'East', (15, 9))
Element 11: (2, (15, 9), ['', '%', '.', ''], [(13, 9), (6, 11), (18, 10)], [False, True, False, False], 78, False, [False, False, True, False], 329, 'North', (15, 10))
Element 12: (2, (15, 10), ['%', '', '.', '%'], [(13, 10), (7, 11), (18, 11)], [True, False, False, True], 76, False, [False, False, True, False], 348, 'North', (15, 11))
Element 13: (2, (15, 11), ['%', '', '%', '.'], [(13, 11), (8, 11), (17, 11)], [True, False, True, False], 74, False, [False, False, False, True], 377, 'East', (16, 11))
Element 14: (2, (16, 11), ['', '%', '%', ''], [(12, 11), (9, 11), (18, 11)], [False, True, True, False], 72, False, [False, False, False, False], 396, 'East', (17, 11))
Element 15: (2, (17, 11), ['', '%', '%', ''], [(11, 11), (9, 10), (18, 10)], [False, True, True, False], 70, False, [False, False, False, False], 405, 'East', (18, 11))
Element 16: (2, (18, 11), ['', '', '%', '%'], [(10, 11), (9, 9), (18, 9)], [False, False, True, True], 68, False, [False, False, False, False], 414, 'South', (18, 10))
Element 17: (2, (18, 10), ['%', '', '', '%'], [(9, 11), (10, 9), (18, 8)], [True, False, False, True], 66, False, [False, False, False, False], 413, 'South', (18, 9))
Element 18: (2, (18, 9), ['%', '', '', '%'], [(9, 10), (10, 10), (18, 7)], [True, False, False, True], 64, False, [False, False, False, False], 412, 'South', (18, 8))
Element 19: (2, (18, 8), ['%', '', '', '%'], [(9, 9), (10, 11), (18, 6)], [True, False, False, True], 62, False, [False, False, False, False], 421, 'South', (18, 7))
Element 20: (2, (18, 7), ['', '', '', '%'], [(9, 8), (11, 11), (18, 5)], [False, False, False, True], 60, False, [False, False, False, False], 430, 'South', (18, 6))
Element 21: (2, (18, 6), ['%', '', '', '%'], [(9, 7), (12, 11), (18, 4)], [True, False, False, True], 58, False, [False, False, False, False], 449, 'South', (18, 5))
