Element 1: (3, (12, 9), ['%', '%', '%', '.'], [(1, 7), (3, 11), (5, 5)], [True, True, True, False], 98, False, [False, False, False, True], 29, 'East', (13, 9))
Element 2: (3, (13, 9), ['', '.', '.', '.'], [(2, 7), (4, 11), (6, 5)], [False, False, False, False], 96, False, [False, True, True, True], 68, 'East', (14, 9))
Element 3: (3, (14, 9), ['', '%', '%', '.'], [(3, 7), (4, 10), (6, 6)], [False, True, True, False], 94, False, [False, False, False, True], 107, 'East', (15, 9))
Element 4: (3, (15, 9), ['', '%', '.', '.'], [(4, 7), (4, 9), (6, 7)], [False, True, False, False], 92, False, [False, False, True, True], 146, 'East', (16, 9))
Element 5: (3, (16, 9), ['', '.', '%', '%'], [(5, 7), (5, 9), (6, 8)], [False, False, True, True], 90, False, [False, True, False, False], 185, 'South', (16, 8))
Element 6: (3, (16, 8), ['%', '.', '', '%'], [(5, 6), (6, 9), (6, 7)], [True, False, False, True], 88, False, [False, True, False, False], 214, 'South', (16, 7))
Element 7: (3, (16, 7), ['.', '.', '', '.'], [(4, 6), (7, 9), (7, 7)], [False, False, False, False], 86, False, [True, True, False, True], 243, 'East', (17, 7))
Element 8: (3, (17, 7), ['', '%', '%', '.'], [(3, 6), (6, 9), (6, 7)], [False, True, True, False], 84, False, [False, False, False, True], 262, 'East', (18, 7))
Element 9: (3, (18, 7), ['', '.', '.', '%'], [(3, 5), (6, 10), (6, 6)], [False, False, False, True], 82, False, [False, True, True, False], 291, 'North', (18, 8))
Element 10: (3, (18, 8), ['%', '', '.', '%'], [(3, 4), (6, 11), (5, 6)], [True, False, False, True], 80, False, [False, False, True, False], 320, 'North', (18, 9))
Element 11: (3, (18, 9), ['%', '', '.', '%'], [(4, 4), (7, 11), (5, 7)], [True, False, False, True], 78, False, [False, False, True, False], 349, 'North', (18, 10))
Element 12: (3, (18, 10), ['%', '', '', '%'], [(5, 4), (8, 11), (4, 7)], [True, False, False, True], 76, False, [False, False, False, False], 378, 'North', (18, 11))
Element 13: (3, (18, 11), ['.', '', '%', '%'], [(6, 4), (9, 11), (4, 6)], [False, False, True, True], 74, False, [True, False, False, False], 397, 'West', (17, 11))
Element 14: (3, (17, 11), ['.', '%', '%', ''], [(6, 3), (10, 11), (3, 6)], [False, True, True, False], 72, False, [True, False, False, False], 426, 'West', (16, 11))
Element 15: (3, (16, 11), ['.', '%', '%', ''], [(7, 3), (11, 11), (3, 7)], [False, True, True, False], 70, False, [True, False, False, False], 455, 'West', (15, 11))
Element 16: (3, (15, 11), ['%', '.', '%', ''], [(8, 3), (12, 11), (3, 8)], [True, False, True, False], 68, False, [False, True, False, False], 494, 'South', (15, 10))
Element 17: (3, (15, 10), ['%', '', '', '%'], [(9, 3), (13, 11), (3, 9)], [True, False, False, True], 66, False, [False, False, False, False], 533, 'North', (15, 11))
Element 18: (3, (15, 11), ['%', '', '%', ''], [(10, 3), (13, 10), (4, 9)], [True, False, True, False], 64, False, [False, False, False, False], 552, 'East', (16, 11))
Element 19: (3, (16, 11), ['', '%', '%', ''], [(11, 3), (13, 9), (5, 9)], [False, True, True, False], 62, False, [False, False, False, False], 561, 'East', (17, 11))
Element 20: (3, (17, 11), ['', '%', '%', ''], [(12, 3), (13, 8), (6, 9)], [False, True, True, False], 60, False, [False, False, False, False], 580, 'East', (18, 11))
Element 21: (3, (18, 11), ['', '', '%', '%'], [(13, 3), (13, 7), (7, 9)], [False, False, True, True], 58, False, [False, False, False, False], 599, 'South', (18, 10))
Element 22: (3, (18, 10), ['%', '', '', '%'], [(13, 4), (13, 6), (6, 9)], [True, False, False, True], 56, False, [False, False, False, False], 618, 'South', (18, 9))
Element 23: (3, (18, 9), ['%', '', '', '%'], [(13, 5), (13, 7), (6, 10)], [True, False, False, True], 54, False, [False, False, False, False], 627, 'South', (18, 8))
Element 24: (3, (18, 8), ['%', '', '', '%'], [(13, 6), (13, 8), (6, 11)], [True, False, False, True], 52, False, [False, False, False, False], 626, 'South', (18, 7))
Element 25: (3, (18, 7), ['', '.', '', '%'], [(13, 7), (13, 9), (7, 11)], [False, False, False, True], 50, False, [False, True, False, False], 625, 'South', (18, 6))
Element 26: (3, (18, 6), ['%', '.', '', '%'], [(13, 8), (14, 9), (8, 11)], [True, False, False, True], 48, False, [False, True, False, False], 634, 'South', (18, 5))
Element 27: (3, (18, 5), ['%', '.', '', '%'], [(13, 9), (15, 9), (9, 11)], [True, False, False, True], 46, False, [False, True, False, False], 643, 'South', (18, 4))
Element 28: (3, (18, 4), ['%', '.', '', '%'], [(14, 9), (16, 9), (9, 10)], [True, False, False, True], 44, False, [False, True, False, False], 662, 'South', (18, 3))
Element 29: (3, (18, 3), ['%', '.', '', '%'], [(15, 9), (16, 8), (10, 10)], [True, False, False, True], 42, False, [False, True, False, False], 681, 'South', (18, 2))
Element 30: (3, (18, 2), ['%', '', '', '%'], [(16, 9), (16, 7), (10, 9)], [True, False, False, True], 40, False, [False, False, False, False], 700, 'South', (18, 1))
Element 31: (3, (18, 1), ['.', '%', '', '%'], [(16, 8), (16, 6), (9, 9)], [False, True, False, True], 38, False, [True, False, False, False], 719, 'West', (17, 1))
Element 32: (3, (17, 1), ['.', '%', '%', ''], [(16, 7), (16, 5), (9, 8)], [False, True, True, False], 36, False, [True, False, False, False], 738, 'West', (16, 1))
Element 33: (3, (16, 1), ['.', '%', '%', ''], [(15, 7), (16, 4), (9, 7)], [False, True, True, False], 34, False, [True, False, False, False], 777, 'West', (15, 1))
Element 34: (3, (15, 1), ['%', '%', '.', ''], [(15, 6), (16, 3), (10, 7)], [True, True, False, False], 32, False, [False, False, True, False], 816, 'North', (15, 2))
Element 35: (3, (15, 2), ['%', '', 'G', '%'], [(15, 5), (15, 3), (11, 7)], [True, False, False, True], 30, False, [False, False, False, False], 855, 'South', (15, 1))
Element 36: (3, (15, 1), ['%', '%', 'G', ''], [(15, 4), (15, 2), (10, 7)], [True, True, False, False], 28, False, [False, False, False, False], 864, 'East', (16, 1))
Element 37: (3, (16, 1), ['G', '%', '%', ''], [(16, 4), (15, 1), (10, 8)], [False, True, True, False], 26, False, [False, False, False, False], 863, 'East', (17, 1))
Element 38: (3, (17, 1), ['G', '%', '%', ''], [(16, 5), (16, 1), (10, 7)], [False, True, True, False], 24, False, [False, False, False, False], 862, 'East', (18, 1))
Element 39: (3, (18, 1), ['G', '%', '', '%'], [(16, 6), (17, 1), (9, 7)], [False, True, False, True], 22, False, [False, False, False, False], 861, 'North', (18, 2))
Element 40: (3, (18, 2), ['%', 'G', '', '%'], [(16, 5), (18, 1), (9, 8)], [True, False, False, True], 20, False, [False, False, False, False], 860, 'North', (18, 3))
Element 41: (3, (18, 3), ['%', 'G', '', '%'], [(16, 4), (18, 2), (10, 8)], [True, False, False, True], 18, False, [False, False, False, False], 859, 'North', (18, 4))
Element 42: (3, (18, 4), ['%', 'G', '', '%'], [(16, 3), (18, 3), (9, 8)], [True, False, False, True], 16, False, [False, False, False, False], 858, 'North', (18, 5))
Element 43: (3, (18, 5), ['%', 'G', '', '%'], [(15, 3), (18, 4), (9, 9)], [True, False, False, True], 14, False, [False, False, False, False], 857, 'North', (18, 6))
Element 44: (3, (18, 6), ['%', 'G', '', '%'], [(15, 2), (18, 5), (10, 9)], [True, False, False, True], 12, False, [False, False, False, False], 856, 'North', (18, 7))
Element 45: (3, (18, 7), ['', 'G', '', '%'], [(15, 1), (18, 6), (10, 8)], [False, False, False, True], 10, False, [False, False, False, False], 855, 'West', (17, 7))
Element 46: (3, (17, 7), ['', '%', '%', 'G'], [(16, 1), (18, 7), (10, 9)], [False, True, True, False], 8, False, [False, False, False, False], 854, 'West', (16, 7))
Element 47: (3, (16, 7), ['', '', '', ''], [(17, 1), (18, 8), (10, 10)], [False, False, False, False], 6, False, [False, False, False, False], 853, 'South', (16, 6))
Element 48: (3, (16, 6), ['', '', '', '%'], [(18, 1), (18, 9), (10, 11)], [False, False, False, True], 4, False, [False, False, False, False], 852, 'South', (16, 5))
Element 49: (3, (16, 5), ['', '', '', '%'], [(18, 2), (18, 10), (11, 11)], [False, False, False, True], 2, False, [False, False, False, False], 851, 'South', (16, 4))
Element 50: (3, (16, 4), ['', '', '', '%'], [(18, 2), (18, 10), (11, 11)], [False, False, False, True], 0, False, [False, False, False, False], 850, 'Stop', (16, 4))
Element 51: #0#
