Element 1: (2, (15, 11), ['%', '.', '%', '.'], [(4, 11), (6, 9), (16, 8)], [True, False, True, False], 98, False, [False, True, False, True], 19, 'East', (16, 11))
Element 2: (2, (16, 11), ['', '%', '%', '.'], [(4, 10), (7, 9), (16, 9)], [False, True, True, False], 96, False, [False, False, False, True], 58, 'East', (17, 11))
Element 3: (2, (17, 11), ['', '%', '%', ''], [(4, 9), (6, 9), (15, 9)], [False, True, True, False], 94, False, [False, False, False, False], 87, 'East', (18, 11))
Element 4: (2, (18, 11), ['', '.', '%', '%'], [(5, 9), (6, 10), (15, 10)], [False, False, True, True], 92, False, [False, True, False, False], 116, 'South', (18, 10))
Element 5: (2, (18, 10), ['%', '.', '', '%'], [(6, 9), (6, 11), (15, 11)], [True, False, False, True], 90, False, [False, True, False, False], 135, 'South', (18, 9))
Element 6: (2, (18, 9), ['%', '.', '', '%'], [(7, 9), (7, 11), (16, 11)], [True, False, False, True], 88, False, [False, True, False, False], 154, 'South', (18, 8))
Element 7: (2, (18, 8), ['%', '.', '', '%'], [(6, 9), (8, 11), (17, 11)], [True, False, False, True], 86, False, [False, True, False, False], 173, 'South', (18, 7))
Element 8: (2, (18, 7), ['.', '.', '', '%'], [(6, 10), (9, 11), (18, 11)], [False, False, False, True], 84, False, [True, True, False, False], 192, 'South', (18, 6))
Element 9: (2, (18, 6), ['%', '.', '', '%'], [(6, 11), (10, 11), (18, 10)], [True, False, False, True], 82, False, [False, True, False, False], 211, 'South', (18, 5))
Element 10: (2, (18, 5), ['%', '.', '', '%'], [(7, 11), (11, 11), (18, 9)], [True, False, False, True], 80, False, [False, True, False, False], 230, 'South', (18, 4))
Element 11: (2, (18, 4), ['%', '.', '', '%'], [(8, 11), (12, 11), (18, 8)], [True, False, False, True], 78, False, [False, True, False, False], 249, 'South', (18, 3))
Element 12: (2, (18, 3), ['%', '.', '', '%'], [(9, 11), (13, 11), (18, 7)], [True, False, False, True], 76, False, [False, True, False, False], 268, 'South', (18, 2))
Element 13: (2, (18, 2), ['%', '', '', '%'], [(9, 10), (13, 10), (17, 7)], [True, False, False, True], 74, False, [False, False, False, False], 307, 'South', (18, 1))
Element 14: (2, (18, 1), ['.', '%', '', '%'], [(10, 10), (13, 9), (16, 7)], [False, True, False, True], 72, False, [True, False, False, False], 336, 'West', (17, 1))
Element 15: (2, (17, 1), ['.', '%', '%', ''], [(10, 9), (14, 9), (16, 6)], [False, True, True, False], 70, False, [True, False, False, False], 375, 'West', (16, 1))
Element 16: (2, (16, 1), ['.', '%', '%', ''], [(9, 9), (15, 9), (16, 5)], [False, True, True, False], 68, False, [True, False, False, False], 404, 'West', (15, 1))
Element 17: (2, (15, 1), ['%', '%', '.', ''], [(9, 8), (16, 9), (16, 4)], [True, True, False, False], 66, False, [False, False, True, False], 423, 'North', (15, 2))
Element 18: (2, (15, 2), ['%', '', '.', '%'], [(9, 7), (16, 8), (16, 3)], [True, False, False, True], 64, False, [False, False, True, False], 452, 'North', (15, 3))
Element 19: (2, (15, 3), ['%', '', '.', ''], [(10, 7), (16, 7), (16, 4)], [True, False, False, False], 62, False, [False, False, True, False], 471, 'North', (15, 4))
Element 20: (2, (15, 4), ['%', '', '.', ''], [(11, 7), (15, 7), (16, 3)], [True, False, False, False], 60, False, [False, False, True, False], 500, 'North', (15, 5))
Element 21: (2, (15, 5), ['%', '', 'G', ''], [(10, 7), (15, 6), (16, 4)], [True, False, False, False], 58, False, [False, False, False, False], 519, 'East', (16, 5))
Element 22: (2, (16, 5), ['', '', 'G', '%'], [(10, 8), (16, 6), (15, 4)], [False, False, False, True], 56, False, [False, False, False, False], 518, 'South', (16, 4))
Element 23: (2, (16, 4), ['', '', 'G', '%'], [(10, 7), (16, 5), (15, 5)], [False, False, False, True], 54, False, [False, False, False, False], 517, 'South', (16, 3))
Element 24: (2, (16, 3), ['', '%', 'G', '%'], [(9, 7), (16, 4), (15, 6)], [False, True, False, True], 52, False, [False, False, False, False], 516, 'West', (15, 3))
Element 25: (2, (15, 3), ['%', '', '', 'G'], [(9, 8), (16, 3), (15, 7)], [True, False, False, False], 50, False, [False, False, False, False], 515, 'North', (15, 4))
Element 26: (2, (15, 4), ['%', 'G', '', ''], [(10, 8), (15, 3), (15, 6)], [True, False, False, False], 48, False, [False, False, False, False], 514, 'North', (15, 5))
