Element 1: (3, (12, 9), ['%', '%', '%', '.'], [(6, 5), (1, 6), (7, 1)], [True, True, True, False], 98, False, [False, False, False, True], 29, 'East', (13, 9))
Element 2: (3, (13, 9), ['', '.', '.', '.'], [(6, 6), (1, 7), (8, 1)], [False, False, False, False], 96, False, [False, True, True, True], 68, 'East', (14, 9))
Element 3: (3, (14, 9), ['', '%', '%', '.'], [(6, 7), (2, 7), (9, 1)], [False, True, True, False], 94, False, [False, False, False, True], 107, 'East', (15, 9))
Element 4: (3, (15, 9), ['', '%', '.', '.'], [(6, 8), (3, 7), (10, 1)], [False, True, False, False], 92, False, [False, False, True, True], 146, 'East', (16, 9))
Element 5: (3, (16, 9), ['', '.', '%', '%'], [(6, 9), (4, 7), (11, 1)], [False, False, True, True], 90, False, [False, True, False, False], 185, 'South', (16, 8))
Element 6: (3, (16, 8), ['%', '.', '', '%'], [(7, 9), (5, 7), (12, 1)], [True, False, False, True], 88, False, [False, True, False, False], 224, 'South', (16, 7))
Element 7: (3, (16, 7), ['.', '.', '', '.'], [(6, 9), (5, 6), (13, 1)], [False, False, False, False], 86, False, [True, True, False, True], 253, 'East', (17, 7))
Element 8: (3, (17, 7), ['', '%', '%', '.'], [(6, 10), (4, 6), (13, 2)], [False, True, True, False], 84, False, [False, False, False, True], 292, 'East', (18, 7))
Element 9: (3, (18, 7), ['', '.', '.', '%'], [(6, 11), (4, 5), (13, 3)], [False, False, False, True], 82, False, [False, True, True, False], 331, 'North', (18, 8))
Element 10: (3, (18, 8), ['%', '', '.', '%'], [(7, 11), (4, 4), (13, 4)], [True, False, False, True], 80, False, [False, False, True, False], 370, 'North', (18, 9))
Element 11: (3, (18, 9), ['%', '', '.', '%'], [(8, 11), (5, 4), (13, 5)], [True, False, False, True], 78, False, [False, False, True, False], 409, 'North', (18, 10))
Element 12: (3, (18, 10), ['%', '', '', '%'], [(9, 11), (6, 4), (13, 6)], [True, False, False, True], 76, False, [False, False, False, False], 448, 'North', (18, 11))
Element 13: (3, (18, 11), ['.', '', '%', '%'], [(10, 11), (6, 3), (13, 7)], [False, False, True, True], 74, False, [True, False, False, False], 477, 'West', (17, 11))
Element 14: (3, (17, 11), ['.', '%', '%', ''], [(11, 11), (7, 3), (13, 8)], [False, True, True, False], 72, False, [True, False, False, False], 516, 'West', (16, 11))
Element 15: (3, (16, 11), ['.', '%', '%', ''], [(12, 11), (8, 3), (13, 9)], [False, True, True, False], 70, False, [True, False, False, False], 545, 'West', (15, 11))
Element 16: (3, (15, 11), ['%', '.', '%', ''], [(13, 11), (9, 3), (13, 10)], [True, False, True, False], 68, False, [False, True, False, False], 584, 'South', (15, 10))
Element 17: (3, (15, 10), ['%', '', '', '%'], [(12, 11), (10, 3), (13, 11)], [True, False, False, True], 66, False, [False, False, False, False], 603, 'North', (15, 11))
Element 18: (3, (15, 11), ['%', '', '%', ''], [(11, 11), (11, 3), (12, 11)], [True, False, True, False], 64, False, [False, False, False, False], 612, 'East', (16, 11))
Element 19: (3, (16, 11), ['', '%', '%', ''], [(10, 11), (12, 3), (11, 11)], [False, True, True, False], 62, False, [False, False, False, False], 621, 'East', (17, 11))
Element 20: (3, (17, 11), ['', '%', '%', ''], [(10, 10), (13, 3), (10, 11)], [False, True, True, False], 60, False, [False, False, False, False], 630, 'East', (18, 11))
Element 21: (3, (18, 11), ['', '', '%', '%'], [(10, 9), (13, 4), (10, 10)], [False, False, True, True], 58, False, [False, False, False, False], 639, 'South', (18, 10))
Element 22: (3, (18, 10), ['%', '', '', '%'], [(9, 9), (13, 5), (9, 10)], [True, False, False, True], 56, False, [False, False, False, False], 658, 'South', (18, 9))
Element 23: (3, (18, 9), ['%', '', '', '%'], [(9, 8), (13, 6), (9, 11)], [True, False, False, True], 54, False, [False, False, False, False], 657, 'South', (18, 8))
Element 24: (3, (18, 8), ['%', '', '', '%'], [(9, 7), (13, 7), (8, 11)], [True, False, False, True], 52, False, [False, False, False, False], 666, 'South', (18, 7))
Element 25: (3, (18, 7), ['', '.', '', '%'], [(10, 7), (13, 8), (7, 11)], [False, False, False, True], 50, False, [False, True, False, False], 675, 'South', (18, 6))
Element 26: (3, (18, 6), ['%', '.', '', '%'], [(11, 7), (13, 9), (6, 11)], [True, False, False, True], 48, False, [False, True, False, False], 694, 'South', (18, 5))
Element 27: (3, (18, 5), ['%', '.', '', '%'], [(10, 7), (14, 9), (6, 10)], [True, False, False, True], 46, False, [False, True, False, False], 703, 'South', (18, 4))
Element 28: (3, (18, 4), ['%', '.', '', '%'], [(10, 8), (15, 9), (6, 9)], [True, False, False, True], 44, False, [False, True, False, False], 712, 'South', (18, 3))
Element 29: (3, (18, 3), ['%', '.', '', '%'], [(10, 7), (16, 9), (5, 9)], [True, False, False, True], 42, False, [False, True, False, False], 731, 'South', (18, 2))
Element 30: (3, (18, 2), ['%', '', '', '%'], [(9, 7), (16, 8), (4, 9)], [True, False, False, True], 40, False, [False, False, False, False], 750, 'South', (18, 1))
Element 31: (3, (18, 1), ['.', '%', '', '%'], [(9, 8), (16, 7), (4, 10)], [False, True, False, True], 38, False, [True, False, False, False], 759, 'West', (17, 1))
Element 32: (3, (17, 1), ['.', '%', '%', ''], [(10, 8), (16, 6), (4, 11)], [False, True, True, False], 36, False, [True, False, False, False], 788, 'West', (16, 1))
Element 33: (3, (16, 1), ['.', '%', '%', ''], [(9, 8), (16, 5), (3, 11)], [False, True, True, False], 34, False, [True, False, False, False], 817, 'West', (15, 1))
Element 34: (3, (15, 1), ['%', '%', '.', ''], [(9, 9), (16, 4), (2, 11)], [True, True, False, False], 32, False, [False, False, True, False], 846, 'North', (15, 2))
Element 35: (3, (15, 2), ['%', '', '.', '%'], [(10, 9), (16, 3), (1, 11)], [True, False, False, True], 30, False, [False, False, True, False], 865, 'North', (15, 3))
Element 36: (3, (15, 3), ['%', '', '.', ''], [(10, 8), (16, 4), (1, 10)], [True, False, False, False], 28, False, [False, False, True, False], 884, 'North', (15, 4))
Element 37: (3, (15, 4), ['%', '', '.', ''], [(10, 9), (16, 3), (1, 9)], [True, False, False, False], 26, False, [False, False, True, False], 903, 'North', (15, 5))
Element 38: (3, (15, 5), ['%', '', '.', ''], [(10, 10), (16, 4), (1, 8)], [True, False, False, False], 24, False, [False, False, True, False], 922, 'North', (15, 6))
Element 39: (3, (15, 6), ['%', '', '.', ''], [(9, 10), (16, 5), (1, 7)], [True, False, False, False], 22, False, [False, False, True, False], 931, 'North', (15, 7))
Element 40: (3, (15, 7), ['%', '', '%', ''], [(10, 10), (15, 5), (2, 7)], [True, False, True, False], 20, False, [False, False, False, False], 940, 'South', (15, 6))
Element 41: (3, (15, 6), ['%', '', '', ''], [(10, 11), (15, 4), (3, 7)], [True, False, False, False], 18, False, [False, False, False, False], 939, 'East', (16, 6))
Element 42: (3, (16, 6), ['', '', '', '%'], [(9, 11), (15, 3), (3, 8)], [False, False, False, True], 16, False, [False, False, False, False], 948, 'South', (16, 5))
Element 43: (3, (16, 5), ['', '', '', '%'], [(9, 10), (15, 2), (3, 9)], [False, False, False, True], 14, False, [False, False, False, False], 957, 'South', (16, 4))
Element 44: (3, (16, 4), ['', '', '', '%'], [(9, 11), (15, 1), (3, 8)], [False, False, False, True], 12, False, [False, False, False, False], 956, 'South', (16, 3))
Element 45: (3, (16, 3), ['', '%', '', '%'], [(8, 11), (16, 1), (3, 7)], [False, True, False, True], 10, False, [False, False, False, False], 955, 'North', (16, 4))
Element 46: (3, (16, 4), ['', '', '', '%'], [(7, 11), (17, 1), (3, 6)], [False, False, False, True], 8, False, [False, False, False, False], 964, 'North', (16, 5))
Element 47: (3, (16, 5), ['', '', '', '%'], [(6, 11), (18, 1), (3, 5)], [False, False, False, True], 6, False, [False, False, False, False], 973, 'North', (16, 6))
Element 48: (3, (16, 6), ['', '', '', '%'], [(6, 10), (18, 2), (3, 4)], [False, False, False, True], 4, False, [False, False, False, False], 982, 'West', (15, 6))
Element 49: (3, (15, 6), ['%', '', '', ''], [(6, 9), (18, 3), (3, 3)], [True, False, False, False], 2, False, [False, False, False, False], 991, 'South', (15, 5))
Element 50: (3, (15, 5), ['%', '', '', ''], [(6, 9), (18, 3), (3, 3)], [True, False, False, False], 0, False, [False, False, False, False], 990, 'Stop', (15, 5))
Element 51: #0#
