Element 1: (0, (7, 1), ['.', '%', '%', '.'], [(6, 11), (8, 3), (15, 4)], [False, True, True, False], 98, False, [True, False, False, True], 0, 'East', (8, 1))
Element 2: (0, (8, 1), ['', '%', '%', '.'], [(7, 11), (9, 3), (16, 4)], [False, True, True, False], 96, False, [False, False, False, True], 39, 'East', (9, 1))
Element 3: (0, (9, 1), ['', '%', '%', '.'], [(8, 11), (10, 3), (16, 5)], [False, True, True, False], 94, False, [False, False, False, True], 78, 'East', (10, 1))
Element 4: (0, (10, 1), ['', '%', '%', '.'], [(9, 11), (11, 3), (16, 6)], [False, True, True, False], 92, False, [False, False, False, True], 117, 'East', (11, 1))
Element 5: (0, (11, 1), ['', '%', '%', '.'], [(10, 11), (12, 3), (16, 7)], [False, True, True, False], 90, False, [False, False, False, True], 156, 'East', (12, 1))
Element 6: (0, (12, 1), ['', '%', '%', '.'], [(11, 11), (13, 3), (17, 7)], [False, True, True, False], 88, False, [False, False, False, True], 195, 'East', (13, 1))
Element 7: (0, (13, 1), ['', '%', '.', '%'], [(12, 11), (13, 4), (18, 7)], [False, True, False, True], 86, False, [False, False, True, False], 234, 'North', (13, 2))
Element 8: (0, (13, 2), ['%', '', '', '%'], [(13, 11), (13, 5), (18, 8)], [True, False, False, True], 84, False, [False, False, False, False], 273, 'North', (13, 3))
Element 9: (0, (13, 3), ['', '', '', '%'], [(13, 10), (13, 6), (18, 9)], [False, False, False, True], 82, False, [False, False, False, False], 302, 'North', (13, 4))
Element 10: (0, (13, 4), ['%', '', '', '%'], [(13, 9), (13, 7), (18, 10)], [True, False, False, True], 80, False, [False, False, False, False], 331, 'North', (13, 5))
Element 11: (0, (13, 5), ['%', '', '', '%'], [(14, 9), (13, 8), (18, 11)], [True, False, False, True], 78, False, [False, False, False, False], 350, 'North', (13, 6))
Element 12: (0, (13, 6), ['%', '', '', '%'], [(15, 9), (13, 9), (17, 11)], [True, False, False, True], 76, False, [False, False, False, False], 369, 'North', (13, 7))
Element 13: (0, (13, 7), ['%', '', '', '%'], [(16, 9), (12, 9), (16, 11)], [True, False, False, True], 74, False, [False, False, False, False], 398, 'North', (13, 8))
Element 14: (0, (13, 8), ['%', '', 'G', '%'], [(16, 8), (13, 9), (15, 11)], [True, False, False, True], 72, False, [False, False, False, False], 417, 'South', (13, 7))
Element 15: (0, (13, 7), ['%', '', '', '%'], [(16, 7), (14, 9), (15, 10)], [True, False, False, True], 70, False, [False, False, False, False], 426, 'South', (13, 6))
Element 16: (0, (13, 6), ['%', '', '', '%'], [(15, 7), (15, 9), (15, 11)], [True, False, False, True], 68, False, [False, False, False, False], 435, 'South', (13, 5))
Element 17: (0, (13, 5), ['%', '', '', '%'], [(15, 6), (16, 9), (16, 11)], [True, False, False, True], 66, False, [False, False, False, False], 444, 'South', (13, 4))
Element 18: (0, (13, 4), ['%', '', '', '%'], [(15, 5), (16, 8), (17, 11)], [True, False, False, True], 64, False, [False, False, False, False], 453, 'South', (13, 3))
Element 19: (0, (13, 3), ['', '', '', '%'], [(16, 5), (16, 7), (18, 11)], [False, False, False, True], 62, False, [False, False, False, False], 452, 'West', (12, 3))
Element 20: (0, (12, 3), ['', '%', '%', ''], [(16, 6), (17, 7), (18, 10)], [False, True, True, False], 60, False, [False, False, False, False], 451, 'West', (11, 3))
Element 21: (0, (11, 3), ['', '%', '%', ''], [(16, 5), (18, 7), (18, 9)], [False, True, True, False], 58, False, [False, False, False, False], 450, 'West', (10, 3))
Element 22: (0, (10, 3), ['', '%', '%', ''], [(16, 4), (18, 6), (18, 8)], [False, True, True, False], 56, False, [False, False, False, False], 459, 'West', (9, 3))
Element 23: (0, (9, 3), ['', '%', '%', ''], [(16, 3), (18, 5), (18, 7)], [False, True, True, False], 54, False, [False, False, False, False], 478, 'West', (8, 3))
Element 24: (0, (8, 3), ['.', '%', '', ''], [(15, 3), (18, 4), (18, 6)], [False, True, False, False], 52, False, [True, False, False, False], 497, 'West', (7, 3))
Element 25: (0, (7, 3), ['.', '%', '%', ''], [(15, 2), (18, 3), (18, 5)], [False, True, True, False], 50, False, [True, False, False, False], 526, 'West', (6, 3))
Element 26: (0, (6, 3), ['.', '.', '.', ''], [(15, 1), (18, 2), (18, 4)], [False, False, False, False], 48, False, [True, True, True, False], 555, 'North', (6, 4))
Element 27: (0, (6, 4), ['.', '', '.', '%'], [(16, 1), (18, 1), (18, 3)], [False, False, False, True], 46, False, [True, False, True, False], 574, 'North', (6, 5))
Element 28: (0, (6, 5), ['.', '', '.', '%'], [(17, 1), (18, 2), (18, 4)], [False, False, False, True], 44, False, [True, False, True, False], 593, 'North', (6, 6))
Element 29: (0, (6, 6), ['.', '', '.', '%'], [(18, 1), (18, 3), (18, 5)], [False, False, False, True], 42, False, [True, False, True, False], 602, 'North', (6, 7))
Element 30: (0, (6, 7), ['.', '', '.', ''], [(18, 2), (18, 4), (18, 6)], [False, False, False, False], 40, False, [True, False, True, False], 611, 'North', (6, 8))
Element 31: (0, (6, 8), ['%', '', '.', '%'], [(18, 3), (18, 5), (18, 7)], [True, False, False, True], 38, False, [False, False, True, False], 620, 'North', (6, 9))
Element 32: (0, (6, 9), ['.', '', '.', '.'], [(18, 4), (18, 6), (17, 7)], [False, False, False, False], 36, False, [True, False, True, True], 629, 'East', (7, 9))
Element 33: (0, (7, 9), ['', '%', '%', '%'], [(18, 5), (18, 7), (16, 7)], [False, True, True, True], 34, False, [False, False, False, False], 638, 'West', (6, 9))
Element 34: (0, (6, 9), ['.', '', '.', ''], [(18, 6), (18, 8), (16, 8)], [False, False, False, False], 32, False, [True, False, True, False], 637, 'North', (6, 10))
Element 35: (0, (6, 10), ['%', '', '', '%'], [(18, 7), (18, 9), (16, 9)], [True, False, False, True], 30, False, [False, False, False, False], 646, 'North', (6, 11))
Element 36: (0, (6, 11), ['%', '', '%', ''], [(18, 8), (18, 10), (15, 9)], [True, False, True, False], 28, False, [False, False, False, False], 645, 'East', (7, 11))
Element 37: (0, (7, 11), ['', '%', '%', ''], [(18, 9), (18, 11), (14, 9)], [False, True, True, False], 26, False, [False, False, False, False], 644, 'East', (8, 11))
Element 38: (0, (8, 11), ['', '%', '%', ''], [(18, 10), (17, 11), (13, 9)], [False, True, True, False], 24, False, [False, False, False, False], 643, 'East', (9, 11))
Element 39: (0, (9, 11), ['', '.', '%', ''], [(18, 11), (16, 11), (13, 10)], [False, False, True, False], 22, False, [False, True, False, False], 642, 'South', (9, 10))
Element 40: (0, (9, 10), ['%', '.', '', '.'], [(17, 11), (15, 11), (13, 11)], [True, False, False, False], 20, False, [False, True, False, True], 651, 'East', (10, 10))
Element 41: (0, (10, 10), ['', '.', '', '%'], [(16, 11), (15, 10), (12, 11)], [False, False, False, True], 18, False, [False, True, False, False], 660, 'South', (10, 9))
Element 42: (0, (10, 9), ['.', '', '', '%'], [(15, 11), (15, 9), (11, 11)], [False, False, False, True], 16, False, [True, False, False, False], 669, 'West', (9, 9))
Element 43: (0, (9, 9), ['%', '', '', ''], [(15, 10), (15, 10), (10, 11)], [True, False, False, False], 14, False, [False, False, False, False], 678, 'South', (9, 8))
Element 44: (0, (9, 8), ['%', '.', '', ''], [(15, 11), (15, 11), (10, 10)], [True, False, False, False], 12, False, [False, True, False, False], 677, 'South', (9, 7))
Element 45: (0, (9, 7), ['%', '%', '', '.'], [(16, 11), (16, 11), (10, 9)], [True, True, False, False], 10, False, [False, False, False, True], 686, 'East', (10, 7))
Element 46: (0, (10, 7), ['', '%', 'G', '.'], [(17, 11), (16, 11), (10, 8)], [False, True, False, False], 8, False, [False, False, False, True], 695, 'East', (11, 7))
Element 47: (0, (11, 7), ['G', '%', '%', '%'], [(18, 11), (16, 11), (10, 7)], [False, True, True, True], 6, False, [False, False, False, False], 704, 'Stop', (11, 7))
Element 48: (0, (11, 7), ['', '%', '%', '%'], [(18, 10), (16, 11), (9, 7)], [False, True, True, True], 4, False, [False, False, False, False], 703, 'West', (10, 7))
Element 49: (0, (10, 7), ['', '%', '', ''], [(18, 9), (16, 11), (9, 8)], [False, True, False, False], 2, False, [False, False, False, False], 702, 'West', (9, 7))
Element 50: (0, (9, 7), ['%', '%', '', ''], [(18, 8), (16, 11), (9, 9)], [True, True, False, False], 0, False, [False, False, False, False], 701, 'Stop', (9, 7))
Element 51: #0#
