Element 1: (2, (13, 7), ['%', '.', '.', '%'], [(9, 3), (11, 3), (17, 1)], [True, False, False, True], 98, False, [False, True, True, False], 19, 'North', (13, 8))
Element 2: (2, (13, 8), ['%', '', '.', '%'], [(10, 3), (12, 3), (16, 1)], [True, False, False, True], 96, False, [False, False, True, False], 48, 'North', (13, 9))
Element 3: (2, (13, 9), ['.', '', '.', '.'], [(11, 3), (13, 3), (15, 1)], [False, False, False, False], 94, False, [True, False, True, True], 77, 'East', (14, 9))
Element 4: (2, (14, 9), ['', '%', '%', '.'], [(12, 3), (13, 4), (15, 2)], [False, True, True, False], 92, False, [False, False, False, True], 106, 'East', (15, 9))
Element 5: (2, (15, 9), ['', '%', '.', '.'], [(13, 3), (13, 5), (15, 3)], [False, True, False, False], 90, False, [False, False, True, True], 135, 'East', (16, 9))
Element 6: (2, (16, 9), ['', '.', '%', '%'], [(13, 2), (13, 6), (16, 3)], [False, False, True, True], 88, False, [False, True, False, False], 174, 'South', (16, 8))
Element 7: (2, (16, 8), ['%', '.', '', '%'], [(13, 1), (13, 7), (16, 4)], [True, False, False, True], 86, False, [False, True, False, False], 203, 'South', (16, 7))
Element 8: (2, (16, 7), ['.', '.', '', '.'], [(12, 1), (13, 8), (16, 5)], [False, False, False, False], 84, False, [True, True, False, True], 232, 'East', (17, 7))
Element 9: (2, (17, 7), ['', '%', '%', '.'], [(11, 1), (13, 9), (16, 6)], [False, True, True, False], 82, False, [False, False, False, True], 261, 'East', (18, 7))
Element 10: (2, (18, 7), ['', '.', '.', '%'], [(10, 1), (13, 10), (15, 6)], [False, False, False, True], 80, False, [False, True, True, False], 300, 'North', (18, 8))
Element 11: (2, (18, 8), ['%', '', '.', '%'], [(9, 1), (13, 11), (15, 7)], [True, False, False, True], 78, False, [False, False, True, False], 339, 'North', (18, 9))
Element 12: (2, (18, 9), ['%', '', '.', '%'], [(8, 1), (12, 11), (16, 7)], [True, False, False, True], 76, False, [False, False, True, False], 368, 'North', (18, 10))
Element 13: (2, (18, 10), ['%', '', '', '%'], [(7, 1), (11, 11), (17, 7)], [True, False, False, True], 74, False, [False, False, False, False], 397, 'North', (18, 11))
Element 14: (2, (18, 11), ['.', '', '%', '%'], [(6, 1), (10, 11), (18, 7)], [False, False, True, True], 72, False, [True, False, False, False], 416, 'West', (17, 11))
Element 15: (2, (17, 11), ['.', '%', '%', ''], [(6, 2), (10, 10), (18, 6)], [False, True, True, False], 70, False, [True, False, False, False], 455, 'West', (16, 11))
Element 16: (2, (16, 11), ['.', '%', '%', ''], [(6, 3), (10, 9), (18, 5)], [False, True, True, False], 68, False, [True, False, False, False], 494, 'West', (15, 11))
Element 17: (2, (15, 11), ['%', '.', '%', ''], [(7, 3), (9, 9), (18, 4)], [True, False, True, False], 66, False, [False, True, False, False], 533, 'South', (15, 10))
Element 18: (2, (15, 10), ['%', '', '', '%'], [(6, 3), (9, 10), (18, 3)], [True, False, False, True], 64, False, [False, False, False, False], 562, 'North', (15, 11))
Element 19: (2, (15, 11), ['%', '', '%', ''], [(6, 4), (9, 11), (18, 2)], [True, False, True, False], 62, False, [False, False, False, False], 591, 'East', (16, 11))
Element 20: (2, (16, 11), ['', '%', '%', ''], [(6, 5), (8, 11), (18, 1)], [False, True, True, False], 60, False, [False, False, False, False], 610, 'East', (17, 11))
Element 21: (2, (17, 11), ['', '%', '%', ''], [(6, 6), (7, 11), (18, 2)], [False, True, True, False], 58, False, [False, False, False, False], 629, 'East', (18, 11))
Element 22: (2, (18, 11), ['', '', '%', '%'], [(6, 7), (6, 11), (18, 3)], [False, False, True, True], 56, False, [False, False, False, False], 648, 'South', (18, 10))
