Element 1: (0, (5, 3), ['.', '%', '.', '.'], [(4, 11), (14, 9), (15, 5)], [False, True, False, False], 98, False, [True, False, True, True], 0, 'East', (6, 3))
Element 2: (0, (6, 3), ['', '.', '.', '.'], [(4, 10), (15, 9), (16, 5)], [False, False, False, False], 96, False, [False, True, True, True], 39, 'East', (7, 3))
Element 3: (0, (7, 3), ['', '%', '%', '.'], [(4, 9), (16, 9), (16, 6)], [False, True, True, False], 94, False, [False, False, False, True], 78, 'East', (8, 3))
Element 4: (0, (8, 3), ['', '%', '', '.'], [(5, 9), (16, 8), (16, 7)], [False, True, False, False], 92, False, [False, False, False, True], 117, 'East', (9, 3))
Element 5: (0, (9, 3), ['', '%', '%', '.'], [(6, 9), (16, 9), (17, 7)], [False, True, True, False], 90, False, [False, False, False, True], 146, 'East', (10, 3))
Element 6: (0, (10, 3), ['', '%', '%', '.'], [(7, 9), (15, 9), (18, 7)], [False, True, True, False], 88, False, [False, False, False, True], 175, 'East', (11, 3))
Element 7: (0, (11, 3), ['', '%', '%', '.'], [(6, 9), (15, 10), (18, 8)], [False, True, True, False], 86, False, [False, False, False, True], 204, 'East', (12, 3))
Element 8: (0, (12, 3), ['', '%', '%', '.'], [(6, 10), (15, 11), (18, 9)], [False, True, True, False], 84, False, [False, False, False, True], 243, 'East', (13, 3))
Element 9: (0, (13, 3), ['', '.', '.', '%'], [(6, 11), (16, 11), (18, 10)], [False, False, False, True], 82, False, [False, True, True, False], 282, 'North', (13, 4))
Element 10: (0, (13, 4), ['%', '', '.', '%'], [(7, 11), (17, 11), (18, 11)], [True, False, False, True], 80, False, [False, False, True, False], 311, 'North', (13, 5))
Element 11: (0, (13, 5), ['%', '', '.', '%'], [(8, 11), (16, 11), (17, 11)], [True, False, False, True], 78, False, [False, False, True, False], 330, 'North', (13, 6))
Element 12: (0, (13, 6), ['%', '', '.', '%'], [(9, 11), (15, 11), (16, 11)], [True, False, False, True], 76, False, [False, False, True, False], 349, 'North', (13, 7))
Element 13: (0, (13, 7), ['%', '', '.', '%'], [(10, 11), (15, 10), (15, 11)], [True, False, False, True], 74, False, [False, False, True, False], 368, 'North', (13, 8))
Element 14: (0, (13, 8), ['%', '', '.', '%'], [(11, 11), (15, 9), (15, 10)], [True, False, False, True], 72, False, [False, False, True, False], 387, 'North', (13, 9))
Element 15: (0, (13, 9), ['.', '', '.', 'G'], [(12, 11), (14, 9), (15, 9)], [False, False, False, False], 70, False, [True, False, True, False], 406, 'North', (13, 10))
Element 16: (0, (13, 10), ['%', 'G', 'G', '%'], [(13, 11), (13, 9), (16, 9)], [True, False, False, True], 68, False, [False, False, False, False], 425, 'Stop', (13, 10))
Element 17: (0, (13, 10), ['%', '', '', '%'], [(12, 11), (12, 9), (16, 8)], [True, False, False, True], 66, False, [False, False, False, False], 434, 'South', (13, 9))
Element 18: (0, (13, 9), ['G', '', '', ''], [(11, 11), (12, 9), (16, 9)], [False, False, False, False], 64, False, [False, False, False, False], 433, 'Stop', (13, 9))
Element 19: (0, (13, 9), ['G', '', '', ''], [(10, 11), (12, 9), (15, 9)], [False, False, False, False], 62, False, [False, False, False, False], 432, 'South', (13, 8))
Element 20: (0, (13, 8), ['%', '', 'G', '%'], [(10, 10), (13, 9), (14, 9)], [True, False, False, True], 60, False, [False, False, False, False], 441, 'South', (13, 7))
