Element 1: (2, (6, 11), ['%', '.', '%', '.'], [(7, 3), (6, 1), (18, 10)], [True, False, True, False], 98, False, [False, True, False, True], 19, 'East', (7, 11))
Element 2: (2, (7, 11), ['', '%', '%', '.'], [(8, 3), (7, 1), (18, 9)], [False, True, True, False], 96, False, [False, False, False, True], 58, 'East', (8, 11))
Element 3: (2, (8, 11), ['', '%', '%', '.'], [(9, 3), (8, 1), (18, 8)], [False, True, True, False], 94, False, [False, False, False, True], 97, 'East', (9, 11))
Element 4: (2, (9, 11), ['', '.', '%', '.'], [(10, 3), (9, 1), (18, 7)], [False, False, True, False], 92, False, [False, True, False, True], 136, 'East', (10, 11))
Element 5: (2, (10, 11), ['', '.', '%', '.'], [(11, 3), (10, 1), (18, 6)], [False, False, True, False], 90, False, [False, True, False, True], 175, 'East', (11, 11))
Element 6: (2, (11, 11), ['', '%', '%', '.'], [(12, 3), (11, 1), (18, 5)], [False, True, True, False], 88, False, [False, False, False, True], 214, 'East', (12, 11))
Element 7: (2, (12, 11), ['', '%', '%', '.'], [(13, 3), (12, 1), (18, 4)], [False, True, True, False], 86, False, [False, False, False, True], 253, 'East', (13, 11))
Element 8: (2, (13, 11), ['', '.', '%', '%'], [(13, 4), (13, 1), (18, 3)], [False, False, True, True], 84, False, [False, True, False, False], 292, 'South', (13, 10))
Element 9: (2, (13, 10), ['%', '.', '', '%'], [(13, 5), (13, 2), (18, 2)], [True, False, False, True], 82, False, [False, True, False, False], 331, 'South', (13, 9))
Element 10: (2, (13, 9), ['.', '.', '', '.'], [(13, 6), (13, 3), (18, 1)], [False, False, False, False], 80, False, [True, True, False, True], 350, 'East', (14, 9))
Element 11: (2, (14, 9), ['', '%', '%', '.'], [(13, 7), (13, 4), (17, 1)], [False, True, True, False], 78, False, [False, False, False, True], 379, 'East', (15, 9))
Element 12: (2, (15, 9), ['', '%', '.', '.'], [(13, 8), (13, 5), (16, 1)], [False, True, False, False], 76, False, [False, False, True, True], 408, 'East', (16, 9))
Element 13: (2, (16, 9), ['', '.', '%', '%'], [(13, 9), (13, 6), (15, 1)], [False, False, True, True], 74, False, [False, True, False, False], 427, 'South', (16, 8))
Element 14: (2, (16, 8), ['%', '.', '', '%'], [(12, 9), (13, 7), (15, 2)], [True, False, False, True], 72, False, [False, True, False, False], 456, 'South', (16, 7))
Element 15: (2, (16, 7), ['.', '.', '', '.'], [(13, 9), (13, 8), (15, 3)], [False, False, False, False], 70, False, [True, True, False, True], 475, 'East', (17, 7))
Element 16: (2, (17, 7), ['', '%', '%', ''], [(14, 9), (13, 9), (16, 3)], [False, True, True, False], 68, False, [False, False, False, False], 494, 'East', (18, 7))
Element 17: (2, (18, 7), ['', '', '', '%'], [(15, 9), (14, 9), (16, 4)], [False, False, False, True], 66, False, [False, False, False, False], 503, 'North', (18, 8))
Element 18: (2, (18, 8), ['%', '', '', '%'], [(15, 10), (15, 9), (16, 5)], [True, False, False, True], 64, False, [False, False, False, False], 522, 'North', (18, 9))
Element 19: (2, (18, 9), ['%', '', '', '%'], [(15, 11), (16, 9), (16, 6)], [True, False, False, True], 62, False, [False, False, False, False], 541, 'North', (18, 10))
Element 20: (2, (18, 10), ['%', '', '', '%'], [(16, 11), (16, 8), (15, 6)], [True, False, False, True], 60, False, [False, False, False, False], 560, 'North', (18, 11))
Element 21: (2, (18, 11), ['G', '', '%', '%'], [(17, 11), (16, 7), (15, 7)], [False, False, True, True], 58, False, [False, False, False, False], 579, 'South', (18, 10))
Element 22: (2, (18, 10), ['%', '', 'G', '%'], [(18, 11), (17, 7), (15, 6)], [True, False, False, True], 56, False, [False, False, False, False], 578, 'South', (18, 9))
Element 23: (2, (18, 9), ['%', '', 'G', '%'], [(18, 10), (18, 7), (15, 5)], [True, False, False, True], 54, False, [False, False, False, False], 587, 'South', (18, 8))
Element 24: (2, (18, 8), ['%', '', 'G', '%'], [(18, 9), (18, 6), (15, 4)], [True, False, False, True], 52, False, [False, False, False, False], 596, 'South', (18, 7))
Element 25: (2, (18, 7), ['', '', 'G', '%'], [(18, 8), (18, 5), (15, 5)], [False, False, False, True], 50, False, [False, False, False, False], 595, 'South', (18, 6))
