Element 1: (0, (16, 3), ['.', '%', '.', '%'], [(4, 7), (6, 1), (9, 3)], [False, True, False, True], 98, False, [True, False, True, False], 0, 'North', (16, 4))
Element 2: (0, (16, 4), ['.', '', '.', '%'], [(5, 7), (7, 1), (10, 3)], [False, False, False, True], 96, False, [True, False, True, False], 39, 'North', (16, 5))
Element 3: (0, (16, 5), ['.', '', '.', '%'], [(6, 7), (8, 1), (11, 3)], [False, False, False, True], 94, False, [True, False, True, False], 78, 'North', (16, 6))
Element 4: (0, (16, 6), ['.', '', '.', '%'], [(6, 8), (9, 1), (12, 3)], [False, False, False, True], 92, False, [True, False, True, False], 117, 'North', (16, 7))
Element 5: (0, (16, 7), ['.', '', '.', '.'], [(6, 9), (10, 1), (13, 3)], [False, False, False, False], 90, False, [True, False, True, True], 156, 'East', (17, 7))
Element 6: (0, (17, 7), ['', '%', '%', '.'], [(7, 9), (11, 1), (13, 4)], [False, True, True, False], 88, False, [False, False, False, True], 195, 'East', (18, 7))
Element 7: (0, (18, 7), ['', '.', '.', '%'], [(6, 9), (12, 1), (13, 5)], [False, False, False, True], 86, False, [False, True, True, False], 224, 'North', (18, 8))
Element 8: (0, (18, 8), ['%', '', '.', '%'], [(6, 10), (13, 1), (13, 6)], [True, False, False, True], 84, False, [False, False, True, False], 263, 'North', (18, 9))
Element 9: (0, (18, 9), ['%', '', '.', '%'], [(6, 11), (13, 2), (13, 7)], [True, False, False, True], 82, False, [False, False, True, False], 302, 'North', (18, 10))
Element 10: (0, (18, 10), ['%', '', '', '%'], [(7, 11), (13, 3), (13, 8)], [True, False, False, True], 80, False, [False, False, False, False], 331, 'North', (18, 11))
Element 11: (0, (18, 11), ['.', '', '%', '%'], [(8, 11), (13, 4), (13, 9)], [False, False, True, True], 78, False, [True, False, False, False], 350, 'West', (17, 11))
Element 12: (0, (17, 11), ['.', '%', '%', ''], [(9, 11), (13, 5), (14, 9)], [False, True, True, False], 76, False, [True, False, False, False], 379, 'West', (16, 11))
Element 13: (0, (16, 11), ['.', '%', '%', ''], [(10, 11), (13, 6), (15, 9)], [False, True, True, False], 74, False, [True, False, False, False], 408, 'West', (15, 11))
Element 14: (0, (15, 11), ['%', '.', '%', ''], [(11, 11), (13, 7), (16, 9)], [True, False, True, False], 72, False, [False, True, False, False], 437, 'South', (15, 10))
Element 15: (0, (15, 10), ['%', '', '', '%'], [(12, 11), (13, 8), (16, 8)], [True, False, False, True], 70, False, [False, False, False, False], 466, 'South', (15, 9))
Element 16: (0, (15, 9), ['', '%', '', ''], [(13, 11), (13, 9), (16, 7)], [False, True, False, False], 68, False, [False, False, False, False], 475, 'East', (16, 9))
Element 17: (0, (16, 9), ['', '', '%', '%'], [(13, 10), (12, 9), (15, 7)], [False, False, True, True], 66, False, [False, False, False, False], 504, 'South', (16, 8))
Element 18: (0, (16, 8), ['%', '', '', '%'], [(13, 9), (12, 9), (15, 6)], [True, False, False, True], 64, False, [False, False, False, False], 513, 'North', (16, 9))
Element 19: (0, (16, 9), ['', '', '%', '%'], [(14, 9), (13, 9), (15, 5)], [False, False, True, True], 62, False, [False, False, False, False], 522, 'West', (15, 9))
Element 20: (0, (15, 9), ['G', '%', '', ''], [(14, 9), (13, 9), (15, 4)], [False, True, False, False], 60, False, [False, False, False, False], 531, 'North', (15, 10))
Element 21: (0, (15, 10), ['%', '', '', '%'], [(14, 9), (13, 8), (15, 3)], [True, False, False, True], 58, False, [False, False, False, False], 540, 'South', (15, 9))
Element 22: (0, (15, 9), ['', '%', '', ''], [(13, 9), (13, 7), (15, 2)], [False, True, False, False], 56, False, [False, False, False, False], 549, 'North', (15, 10))
Element 23: (0, (15, 10), ['%', '', '', '%'], [(13, 10), (13, 6), (15, 1)], [True, False, False, True], 54, False, [False, False, False, False], 558, 'North', (15, 11))
Element 24: (0, (15, 11), ['%', '', '%', ''], [(13, 11), (13, 5), (16, 1)], [True, False, True, False], 52, False, [False, False, False, False], 567, 'East', (16, 11))
Element 25: (0, (16, 11), ['', '%', '%', ''], [(12, 11), (13, 4), (17, 1)], [False, True, True, False], 50, False, [False, False, False, False], 576, 'East', (17, 11))
Element 26: (0, (17, 11), ['', '%', '%', ''], [(11, 11), (13, 3), (18, 1)], [False, True, True, False], 48, False, [False, False, False, False], 575, 'East', (18, 11))
Element 27: (0, (18, 11), ['', '', '%', '%'], [(10, 11), (12, 3), (18, 2)], [False, False, True, True], 46, False, [False, False, False, False], 584, 'South', (18, 10))
Element 28: (0, (18, 10), ['%', '', '', '%'], [(10, 10), (11, 3), (18, 3)], [True, False, False, True], 44, False, [False, False, False, False], 603, 'South', (18, 9))
Element 29: (0, (18, 9), ['%', '', '', '%'], [(10, 9), (10, 3), (18, 4)], [True, False, False, True], 42, False, [False, False, False, False], 622, 'South', (18, 8))
Element 30: (0, (18, 8), ['%', '', '', '%'], [(9, 9), (9, 3), (18, 5)], [True, False, False, True], 40, False, [False, False, False, False], 641, 'South', (18, 7))
Element 31: (0, (18, 7), ['', 'G', '', '%'], [(9, 10), (8, 3), (18, 6)], [False, False, False, True], 38, False, [False, False, False, False], 670, 'West', (17, 7))
Element 32: (0, (17, 7), ['', '%', '%', 'G'], [(9, 9), (7, 3), (18, 7)], [False, True, True, False], 36, False, [False, False, False, False], 679, 'West', (16, 7))
Element 33: (0, (16, 7), ['', '', '', ''], [(9, 8), (6, 3), (18, 8)], [False, False, False, False], 34, False, [False, False, False, False], 688, 'East', (17, 7))
Element 34: (0, (17, 7), ['', '%', '%', ''], [(9, 7), (6, 4), (18, 9)], [False, True, True, False], 32, False, [False, False, False, False], 707, 'West', (16, 7))
Element 35: (0, (16, 7), ['', '', '', ''], [(10, 7), (6, 5), (18, 10)], [False, False, False, False], 30, False, [False, False, False, False], 726, 'North', (16, 8))
Element 36: (0, (16, 8), ['%', '', '', '%'], [(11, 7), (6, 6), (18, 11)], [True, False, False, True], 28, False, [False, False, False, False], 745, 'South', (16, 7))
Element 37: (0, (16, 7), ['', '', '', ''], [(10, 7), (5, 6), (17, 11)], [False, False, False, False], 26, False, [False, False, False, False], 754, 'West', (15, 7))
Element 38: (0, (15, 7), ['%', '', '%', ''], [(10, 8), (5, 5), (16, 11)], [True, False, True, False], 24, False, [False, False, False, False], 763, 'South', (15, 6))
Element 39: (0, (15, 6), ['%', '', '', ''], [(10, 7), (5, 4), (15, 11)], [True, False, False, False], 22, False, [False, False, False, False], 772, 'South', (15, 5))
Element 40: (0, (15, 5), ['%', '', '', ''], [(9, 7), (5, 3), (15, 10)], [True, False, False, False], 20, False, [False, False, False, False], 781, 'South', (15, 4))
Element 41: (0, (15, 4), ['%', '', '', ''], [(9, 8), (4, 3), (15, 11)], [True, False, False, False], 18, False, [False, False, False, False], 790, 'South', (15, 3))
Element 42: (0, (15, 3), ['%', '', '', ''], [(10, 8), (4, 4), (16, 11)], [True, False, False, False], 16, False, [False, False, False, False], 799, 'South', (15, 2))
Element 43: (0, (15, 2), ['%', '', '', '%'], [(9, 8), (4, 5), (17, 11)], [True, False, False, True], 14, False, [False, False, False, False], 808, 'South', (15, 1))
Element 44: (0, (15, 1), ['%', '%', '', ''], [(9, 9), (4, 6), (18, 11)], [True, True, False, False], 12, False, [False, False, False, False], 817, 'East', (16, 1))
Element 45: (0, (16, 1), ['', '%', '%', ''], [(10, 9), (3, 6), (18, 10)], [False, True, True, False], 10, False, [False, False, False, False], 826, 'East', (17, 1))
Element 46: (0, (17, 1), ['', '%', '%', ''], [(10, 8), (3, 7), (18, 9)], [False, True, True, False], 8, False, [False, False, False, False], 835, 'East', (18, 1))
Element 47: (0, (18, 1), ['', '%', '', '%'], [(10, 9), (3, 8), (18, 8)], [False, True, False, True], 6, False, [False, False, False, False], 844, 'North', (18, 2))
Element 48: (0, (18, 2), ['%', '', '', '%'], [(10, 10), (3, 9), (18, 7)], [True, False, False, True], 4, False, [False, False, False, False], 853, 'North', (18, 3))
