Element 1: (3, (13, 8), ['%', '.', '.', '%'], [(12, 1), (4, 11), (6, 9)], [True, False, False, True], 98, False, [False, True, True, False], 29, 'North', (13, 9))
Element 2: (3, (13, 9), ['.', '', '.', '.'], [(13, 1), (3, 11), (7, 9)], [False, False, False, False], 96, False, [True, False, True, True], 68, 'East', (14, 9))
Element 3: (3, (14, 9), ['', '%', '%', '.'], [(13, 2), (2, 11), (6, 9)], [False, True, True, False], 94, False, [False, False, False, True], 97, 'East', (15, 9))
Element 4: (3, (15, 9), ['', '%', '.', '.'], [(13, 3), (1, 11), (6, 10)], [False, True, False, False], 92, False, [False, False, True, True], 126, 'East', (16, 9))
Element 5: (3, (16, 9), ['', '.', '%', '%'], [(13, 4), (1, 10), (6, 11)], [False, False, True, True], 90, False, [False, True, False, False], 165, 'South', (16, 8))
Element 6: (3, (16, 8), ['%', '.', '', '%'], [(13, 5), (1, 9), (7, 11)], [True, False, False, True], 88, False, [False, True, False, False], 204, 'South', (16, 7))
Element 7: (3, (16, 7), ['.', '.', '', '.'], [(13, 6), (1, 8), (8, 11)], [False, False, False, False], 86, False, [True, True, False, True], 243, 'East', (17, 7))
Element 8: (3, (17, 7), ['', '%', '%', '.'], [(13, 7), (1, 7), (9, 11)], [False, True, True, False], 84, False, [False, False, False, True], 282, 'East', (18, 7))
Element 9: (3, (18, 7), ['', '.', '.', '%'], [(13, 8), (2, 7), (10, 11)], [False, False, False, True], 82, False, [False, True, True, False], 311, 'North', (18, 8))
Element 10: (3, (18, 8), ['%', '', '.', '%'], [(13, 9), (3, 7), (11, 11)], [True, False, False, True], 80, False, [False, False, True, False], 340, 'North', (18, 9))
Element 11: (3, (18, 9), ['%', '', '.', '%'], [(13, 10), (4, 7), (12, 11)], [True, False, False, True], 78, False, [False, False, True, False], 379, 'North', (18, 10))
Element 12: (3, (18, 10), ['%', '', '', '%'], [(13, 11), (5, 7), (11, 11)], [True, False, False, True], 76, False, [False, False, False, False], 408, 'North', (18, 11))
Element 13: (3, (18, 11), ['.', '', '%', '%'], [(12, 11), (6, 7), (10, 11)], [False, False, True, True], 74, False, [True, False, False, False], 417, 'West', (17, 11))
Element 14: (3, (17, 11), ['.', '%', '%', ''], [(11, 11), (6, 8), (10, 10)], [False, True, True, False], 72, False, [True, False, False, False], 446, 'West', (16, 11))
Element 15: (3, (16, 11), ['.', '%', '%', ''], [(10, 11), (6, 9), (10, 9)], [False, True, True, False], 70, False, [True, False, False, False], 465, 'West', (15, 11))
Element 16: (3, (15, 11), ['%', '.', '%', ''], [(10, 10), (7, 9), (9, 9)], [True, False, True, False], 68, False, [False, True, False, False], 484, 'South', (15, 10))
Element 17: (3, (15, 10), ['%', '', '', '%'], [(9, 10), (6, 9), (9, 8)], [True, False, False, True], 66, False, [False, False, False, False], 503, 'North', (15, 11))
Element 18: (3, (15, 11), ['%', '', '%', ''], [(9, 11), (6, 10), (9, 7)], [True, False, True, False], 64, False, [False, False, False, False], 512, 'East', (16, 11))
Element 19: (3, (16, 11), ['', '%', '%', ''], [(8, 11), (6, 11), (10, 7)], [False, True, True, False], 62, False, [False, False, False, False], 521, 'East', (17, 11))
Element 20: (3, (17, 11), ['', '%', '%', ''], [(7, 11), (6, 10), (11, 7)], [False, True, True, False], 60, False, [False, False, False, False], 530, 'East', (18, 11))
Element 21: (3, (18, 11), ['', '', '%', '%'], [(6, 11), (6, 9), (10, 7)], [False, False, True, True], 58, False, [False, False, False, False], 529, 'South', (18, 10))
Element 22: (3, (18, 10), ['%', '', '', '%'], [(6, 10), (5, 9), (10, 8)], [True, False, False, True], 56, False, [False, False, False, False], 528, 'South', (18, 9))
