Element 1: (1, (4, 9), ['.', '%', '.', '.'], [(6, 7), (4, 11), (7, 1)], [False, True, False, False], 98, False, [True, False, True, True], 9, 'East', (5, 9))
Element 2: (1, (5, 9), ['', '%', '%', '.'], [(6, 8), (4, 10), (8, 1)], [False, True, True, False], 96, False, [False, False, False, True], 48, 'East', (6, 9))
Element 3: (1, (6, 9), ['', '', '.', '.'], [(6, 7), (4, 9), (9, 1)], [False, False, False, False], 94, False, [False, False, True, True], 67, 'East', (7, 9))
Element 4: (1, (7, 9), ['', '%', '%', '%'], [(6, 6), (3, 9), (10, 1)], [False, True, True, True], 92, False, [False, False, False, False], 106, 'West', (6, 9))
Element 5: (1, (6, 9), ['', '', '.', ''], [(6, 5), (3, 8), (11, 1)], [False, False, False, False], 90, False, [False, False, True, False], 135, 'North', (6, 10))
Element 6: (1, (6, 10), ['%', '', '.', '%'], [(6, 4), (3, 7), (12, 1)], [True, False, False, True], 88, False, [False, False, True, False], 174, 'North', (6, 11))
Element 7: (1, (6, 11), ['%', '', '%', '.'], [(6, 3), (4, 7), (13, 1)], [True, False, True, False], 86, False, [False, False, False, True], 213, 'East', (7, 11))
Element 8: (1, (7, 11), ['', '%', '%', '.'], [(7, 3), (4, 6), (13, 2)], [False, True, True, False], 84, False, [False, False, False, True], 252, 'East', (8, 11))
Element 9: (1, (8, 11), ['', '%', '%', '.'], [(8, 3), (5, 6), (13, 3)], [False, True, True, False], 82, False, [False, False, False, True], 291, 'East', (9, 11))
Element 10: (1, (9, 11), ['', '.', '%', '.'], [(9, 3), (5, 5), (13, 4)], [False, False, True, False], 80, False, [False, True, False, True], 330, 'East', (10, 11))
Element 11: (1, (10, 11), ['', '.', '%', '.'], [(10, 3), (5, 4), (13, 5)], [False, False, True, False], 78, False, [False, True, False, True], 369, 'East', (11, 11))
Element 12: (1, (11, 11), ['', '%', '%', '.'], [(11, 3), (5, 3), (13, 6)], [False, True, True, False], 76, False, [False, False, False, True], 408, 'East', (12, 11))
Element 13: (1, (12, 11), ['', '%', '%', '.'], [(12, 3), (4, 3), (13, 7)], [False, True, True, False], 74, False, [False, False, False, True], 447, 'East', (13, 11))
Element 14: (1, (13, 11), ['', '.', '%', '%'], [(13, 3), (4, 4), (13, 8)], [False, False, True, True], 72, False, [False, True, False, False], 476, 'South', (13, 10))
Element 15: (1, (13, 10), ['%', 'G', '', '%'], [(13, 4), (4, 5), (13, 9)], [True, False, False, True], 70, False, [False, False, False, False], 505, 'North', (13, 11))
Element 16: (1, (13, 11), ['', '', '%', '%'], [(13, 5), (3, 5), (14, 9)], [False, False, True, True], 68, False, [False, False, False, False], 524, 'West', (12, 11))
Element 17: (1, (12, 11), ['', '%', '%', ''], [(13, 6), (3, 6), (15, 9)], [False, True, True, False], 66, False, [False, False, False, False], 543, 'West', (11, 11))
Element 18: (1, (11, 11), ['', '%', '%', ''], [(13, 7), (3, 5), (16, 9)], [False, True, True, False], 64, False, [False, False, False, False], 552, 'West', (10, 11))
Element 19: (1, (10, 11), ['', '.', '%', ''], [(13, 8), (3, 4), (16, 8)], [False, False, True, False], 62, False, [False, True, False, False], 571, 'South', (10, 10))
Element 20: (1, (10, 10), ['.', '.', '', '%'], [(13, 9), (3, 3), (16, 7)], [False, False, False, True], 60, False, [True, True, False, False], 600, 'South', (10, 9))
Element 21: (1, (10, 9), ['.', '', '', '%'], [(12, 9), (3, 2), (17, 7)], [False, False, False, True], 58, False, [True, False, False, False], 1629, 'West', (9, 9))
Element 22: #1#
