Element 1: (2, (5, 6), ['.', '.', '.', '.'], [(18, 9), (1, 4), (9, 3)], [False, False, False, False], 98, False, [True, True, True, True], 19, 'East', (6, 6))
Element 2: (2, (6, 6), ['', '.', '.', '%'], [(18, 8), (1, 5), (10, 3)], [False, False, False, True], 96, False, [False, True, True, False], 58, 'North', (6, 7))
Element 3: (2, (6, 7), ['.', '', '.', ''], [(18, 7), (1, 6), (11, 3)], [False, False, False, False], 94, False, [True, False, True, False], 97, 'North', (6, 8))
Element 4: (2, (6, 8), ['%', '', '.', '%'], [(18, 6), (1, 7), (12, 3)], [True, False, False, True], 92, False, [False, False, True, False], 136, 'North', (6, 9))
Element 5: (2, (6, 9), ['.', '', '.', '.'], [(18, 5), (2, 7), (13, 3)], [False, False, False, False], 90, False, [True, False, True, True], 175, 'East', (7, 9))
Element 6: (2, (7, 9), ['', '%', '%', '%'], [(18, 4), (3, 7), (13, 4)], [False, True, True, True], 88, False, [False, False, False, False], 214, 'West', (6, 9))
Element 7: (2, (6, 9), ['.', '', '.', ''], [(18, 3), (4, 7), (13, 5)], [False, False, False, False], 86, False, [True, False, True, False], 243, 'North', (6, 10))
Element 8: (2, (6, 10), ['%', '', '.', '%'], [(18, 2), (5, 7), (13, 6)], [True, False, False, True], 84, False, [False, False, True, False], 282, 'North', (6, 11))
Element 9: (2, (6, 11), ['%', '', '%', '.'], [(18, 1), (6, 7), (13, 7)], [True, False, True, False], 82, False, [False, False, False, True], 301, 'East', (7, 11))
Element 10: (2, (7, 11), ['', '%', '%', '.'], [(17, 1), (7, 7), (13, 8)], [False, True, True, False], 80, False, [False, False, False, True], 330, 'East', (8, 11))
Element 11: (2, (8, 11), ['', '%', '%', '.'], [(16, 1), (6, 7), (13, 9)], [False, True, True, False], 78, False, [False, False, False, True], 359, 'East', (9, 11))
Element 12: (2, (9, 11), ['', '.', '%', '.'], [(15, 1), (6, 8), (14, 9)], [False, False, True, False], 76, False, [False, True, False, True], 388, 'East', (10, 11))
Element 13: (2, (10, 11), ['', '.', '%', '.'], [(15, 2), (6, 9), (15, 9)], [False, False, True, False], 74, False, [False, True, False, True], 417, 'East', (11, 11))
Element 14: (2, (11, 11), ['', '%', '%', '.'], [(15, 3), (5, 9), (16, 9)], [False, True, True, False], 72, False, [False, False, False, True], 456, 'East', (12, 11))
Element 15: (2, (12, 11), ['', '%', '%', '.'], [(16, 3), (4, 9), (16, 8)], [False, True, True, False], 70, False, [False, False, False, True], 495, 'East', (13, 11))
Element 16: (2, (13, 11), ['', '.', '%', '%'], [(16, 4), (4, 10), (16, 7)], [False, False, True, True], 68, False, [False, True, False, False], 534, 'South', (13, 10))
Element 17: (2, (13, 10), ['%', '', '', '%'], [(16, 5), (4, 11), (17, 7)], [True, False, False, True], 66, False, [False, False, False, False], 573, 'South', (13, 9))
Element 18: (2, (13, 9), ['.', '', '', ''], [(16, 6), (3, 11), (18, 7)], [False, False, False, False], 64, False, [True, False, False, False], 592, 'West', (12, 9))
Element 19: (2, (12, 9), ['%', '%', '%', ''], [(15, 6), (2, 11), (18, 8)], [True, True, True, False], 62, False, [False, False, False, False], 621, 'East', (13, 9))
Element 20: (2, (13, 9), ['', '', '', ''], [(15, 7), (1, 11), (18, 9)], [False, False, False, False], 60, False, [False, False, False, False], 630, 'East', (14, 9))
Element 21: (2, (14, 9), ['', '%', '%', ''], [(16, 7), (1, 10), (18, 10)], [False, True, True, False], 58, False, [False, False, False, False], 639, 'East', (15, 9))
