Element 1: (1, (4, 4), ['.', '.', '.', '.'], [(3, 9), (12, 3), (13, 3)], [False, False, False, False], 98, False, [True, True, True, True], 9, 'East', (5, 4))
Element 2: (1, (5, 4), ['', '.', '.', '.'], [(4, 9), (11, 3), (13, 2)], [False, False, False, False], 96, False, [False, True, True, True], 48, 'East', (6, 4))
Element 3: (1, (6, 4), ['', '.', '.', '%'], [(4, 10), (10, 3), (13, 1)], [False, False, False, True], 94, False, [False, True, True, False], 87, 'North', (6, 5))
Element 4: (1, (6, 5), ['.', '', '.', '%'], [(4, 11), (9, 3), (12, 1)], [False, False, False, True], 92, False, [True, False, True, False], 126, 'North', (6, 6))
Element 5: (1, (6, 6), ['.', '', '.', '%'], [(3, 11), (8, 3), (11, 1)], [False, False, False, True], 90, False, [True, False, True, False], 165, 'North', (6, 7))
Element 6: (1, (6, 7), ['.', '', '.', ''], [(2, 11), (7, 3), (10, 1)], [False, False, False, False], 88, False, [True, False, True, False], 204, 'North', (6, 8))
Element 7: (1, (6, 8), ['%', '', '.', '%'], [(1, 11), (6, 3), (9, 1)], [True, False, False, True], 86, False, [False, False, True, False], 233, 'North', (6, 9))
Element 8: (1, (6, 9), ['.', '', '.', '.'], [(1, 10), (6, 2), (8, 1)], [False, False, False, False], 84, False, [True, False, True, True], 272, 'East', (7, 9))
Element 9: (1, (7, 9), ['', '%', '%', '%'], [(1, 9), (6, 1), (7, 1)], [False, True, True, True], 82, False, [False, False, False, False], 311, 'West', (6, 9))
Element 10: (1, (6, 9), ['.', '', '.', ''], [(1, 8), (6, 2), (6, 1)], [False, False, False, False], 80, False, [True, False, True, False], 320, 'North', (6, 10))
Element 11: (1, (6, 10), ['%', '', '.', '%'], [(1, 7), (6, 3), (6, 2)], [True, False, False, True], 78, False, [False, False, True, False], 339, 'North', (6, 11))
Element 12: (1, (6, 11), ['%', '', '%', '.'], [(2, 7), (5, 3), (6, 3)], [True, False, True, False], 76, False, [False, False, False, True], 368, 'East', (7, 11))
Element 13: (1, (7, 11), ['', '%', '%', '.'], [(3, 7), (4, 3), (7, 3)], [False, True, True, False], 74, False, [False, False, False, True], 397, 'East', (8, 11))
Element 14: (1, (8, 11), ['', '%', '%', '.'], [(4, 7), (4, 2), (8, 3)], [False, True, True, False], 72, False, [False, False, False, True], 426, 'East', (9, 11))
Element 15: (1, (9, 11), ['', '.', '%', '.'], [(5, 7), (3, 2), (9, 3)], [False, False, True, False], 70, False, [False, True, False, True], 1445, 'East', (10, 11))
Element 16: #1#
