Element 1: (2, (9, 6), ['%', '.', 'F', '.'], [(3, 10), (6, 10), (12, 7)], [True, False, False, False], 98, False, [False, True, False, True], 19, 'North', (9, 7))
Element 2: (2, (9, 7), ['%', '', '.', 'F'], [(4, 10), (6, 9), (13, 7)], [True, False, False, False], 96, False, [False, False, True, False], 2038, 'East', (10, 7))
Element 3: (2, (10, 7), ['', '.', '.', '%'], [(4, 9), (7, 9), (14, 7)], [False, False, False, True], 94, False, [False, True, True, False], 4057, 'North', (10, 8))
Element 4: (2, (10, 8), ['.', '', '%', '.'], [(5, 9), (8, 9), (15, 7)], [False, False, True, False], 92, False, [True, False, False, True], 4096, 'East', (11, 8))
Element 5: (2, (11, 8), ['', '%', '.', '%'], [(6, 9), (9, 9), (16, 7)], [False, True, False, True], 90, False, [False, False, True, False], 4125, 'North', (11, 9))
Element 6: (2, (11, 9), ['%', '', '.', '.'], [(7, 9), (9, 10), (16, 8)], [True, False, False, False], 88, False, [False, False, True, True], 4154, 'East', (12, 9))
Element 7: (2, (12, 9), ['', '%', '.', '.'], [(7, 10), (10, 10), (17, 8)], [False, True, False, False], 86, False, [False, False, True, True], 4193, 'East', (13, 9))
Element 8: (2, (13, 9), ['', '.', '.', '%'], [(7, 11), (11, 10), (18, 8)], [False, False, False, True], 84, False, [False, True, True, False], 5222, 'North', (13, 10))
Element 9: (2, (13, 10), ['G', '', '.', '.'], [(8, 11), (12, 10), (18, 9)], [False, False, False, False], 82, False, [False, False, True, True], 5261, 'East', (14, 10))
Element 10: (2, (14, 10), ['', '%', '.', '.'], [(9, 11), (12, 11), (18, 10)], [False, True, False, False], 80, False, [False, False, True, True], 5300, 'East', (15, 10))
Element 11: (2, (15, 10), ['', '.', '.', '.'], [(10, 11), (13, 11), (18, 11)], [False, False, False, False], 78, False, [False, True, True, True], 5339, 'East', (16, 10))
Element 12: (2, (16, 10), ['', '.', '.', '.'], [(11, 11), (14, 11), (17, 11)], [False, False, False, False], 76, False, [False, True, True, True], 5378, 'East', (17, 10))
Element 13: (2, (17, 10), ['', '.', '', ''], [(12, 11), (15, 11), (16, 11)], [False, False, False, False], 74, False, [False, True, False, False], 5407, 'South', (17, 9))
Element 14: (2, (17, 9), ['.', '', '', ''], [(12, 12), (15, 12), (16, 12)], [False, False, False, False], 72, False, [True, False, False, False], 5446, 'West', (16, 9))
Element 15: (2, (16, 9), ['.', '', '', ''], [(12, 13), (14, 12), (16, 13)], [False, False, False, False], 70, False, [True, False, False, False], 6475, 'West', (15, 9))
Element 16: (2, (15, 9), ['%', '.', '', ''], [(11, 13), (13, 12), (17, 13)], [True, False, False, False], 68, False, [False, True, False, False], 6514, 'South', (15, 8))
Element 17: (2, (15, 8), ['.', '', '', ''], [(10, 13), (12, 12), (18, 13)], [False, False, False, False], 66, False, [True, False, False, False], 6543, 'West', (14, 8))
Element 18: (2, (14, 8), ['.', '', '%', ''], [(10, 12), (12, 13), (17, 13)], [False, False, True, False], 64, False, [True, False, False, False], 6562, 'West', (13, 8))
Element 19: (2, (13, 8), ['%', '', '', ''], [(9, 12), (11, 13), (16, 13)], [True, False, False, False], 62, False, [False, False, False, False], 6581, 'South', (13, 7))
Element 20: (2, (13, 7), ['', '.', '', ''], [(10, 12), (10, 13), (16, 12)], [False, False, False, False], 60, False, [False, True, False, False], 6580, 'South', (13, 6))
Element 21: (2, (13, 6), ['.', '.', '', '.'], [(9, 12), (10, 12), (16, 11)], [False, False, False, False], 58, False, [True, True, False, True], 6589, 'East', (14, 6))
Element 22: (2, (14, 6), ['', '.', '', '.'], [(9, 12), (10, 11), (16, 10)], [False, False, False, False], 56, False, [False, True, False, True], 6598, 'East', (15, 6))
Element 23: (2, (15, 6), ['', '.', '', '.'], [(9, 12), (11, 11), (17, 10)], [False, False, False, False], 54, False, [False, True, False, True], 6607, 'East', (16, 6))
Element 24: (2, (16, 6), ['', '%', '', '.'], [(10, 12), (10, 11), (17, 9)], [False, True, False, False], 52, False, [False, False, False, True], 6616, 'East', (17, 6))
Element 25: (2, (17, 6), ['', '.', '%', '.'], [(10, 12), (9, 11), (16, 9)], [False, False, True, False], 50, False, [False, True, False, True], 6625, 'East', (18, 6))
Element 26: (2, (18, 6), ['', '.', '%', '%'], [(10, 12), (9, 12), (15, 9)], [False, False, True, True], 48, False, [False, True, False, False], 6634, 'South', (18, 5))
Element 27: (2, (18, 5), ['.', '.', '', '%'], [(10, 11), (9, 11), (15, 10)], [False, False, False, True], 46, False, [True, True, False, False], 6643, 'South', (18, 4))
Element 28: (2, (18, 4), ['.', '%', '', '%'], [(11, 11), (8, 11), (15, 11)], [False, True, False, True], 44, False, [True, False, False, False], 6652, 'West', (17, 4))
Element 29: (2, (17, 4), ['.', '.', '.', ''], [(12, 11), (8, 10), (15, 12)], [False, False, False, False], 42, False, [True, True, True, False], 6671, 'North', (17, 5))
Element 30: (2, (17, 5), ['%', '', '', ''], [(12, 10), (7, 10), (14, 12)], [True, False, False, False], 40, False, [False, False, False, False], 6680, 'South', (17, 4))
Element 31: (2, (17, 4), ['.', '.', '', ''], [(13, 10), (7, 11), (14, 11)], [False, False, False, False], 38, False, [True, True, False, False], 6679, 'South', (17, 3))
Element 32: (2, (17, 3), ['.', '%', '', '%'], [(13, 11), (6, 11), (14, 10)], [False, True, False, True], 36, False, [True, False, False, False], 6698, 'West', (16, 3))
Element 33: (2, (16, 3), ['%', '.', '.', ''], [(14, 11), (5, 11), (13, 10)], [True, False, False, False], 34, False, [False, True, True, False], 6717, 'North', (16, 4))
Element 34: (2, (16, 4), ['.', '', '%', ''], [(15, 11), (6, 11), (13, 11)], [False, False, True, False], 32, False, [True, False, False, False], 6726, 'West', (15, 4))
Element 35: (2, (15, 4), ['%', '%', '.', ''], [(16, 11), (7, 11), (13, 12)], [True, True, False, False], 30, False, [False, False, True, False], 6735, 'North', (15, 5))
Element 36: (2, (15, 5), ['.', '', '', '%'], [(17, 11), (7, 10), (12, 12)], [False, False, False, True], 28, False, [True, False, False, False], 6744, 'West', (14, 5))
Element 37: (2, (14, 5), ['.', '%', '', ''], [(18, 11), (8, 10), (12, 13)], [False, True, False, False], 26, False, [True, False, False, False], 6753, 'West', (13, 5))
Element 38: (2, (13, 5), ['.', '%', '', ''], [(18, 10), (8, 11), (11, 13)], [False, True, False, False], 24, False, [True, False, False, False], 6762, 'West', (12, 5))
