Element 1: (2, (10, 8), ['.', 'F', '%', '.'], [(14, 2), (7, 5), (15, 12)], [False, False, True, False], 98, False, [True, False, False, True], 19, 'South', (10, 7))
Element 2: (2, (10, 7), ['F', '.', '', '%'], [(15, 2), (7, 4), (16, 12)], [False, False, False, True], 96, False, [False, True, False, False], 1048, 'West', (9, 7))
Element 3: (2, (9, 7), ['%', '.', '.', ''], [(16, 2), (8, 4), (16, 13)], [True, False, False, False], 94, False, [False, True, True, False], 2077, 'North', (9, 8))
Element 4: (2, (9, 8), ['.', '', '.', ''], [(16, 3), (9, 4), (17, 13)], [False, False, False, False], 92, False, [True, False, True, False], 2116, 'North', (9, 9))
Element 5: (2, (9, 9), ['.', '', '.', '%'], [(17, 3), (10, 4), (18, 13)], [False, False, False, True], 90, False, [True, False, True, False], 2155, 'North', (9, 10))
Element 6: (2, (9, 10), ['.', '', '.', '.'], [(17, 4), (10, 5), (17, 13)], [False, False, False, False], 88, False, [True, False, True, True], 2184, 'East', (10, 10))
Element 7: (2, (10, 10), ['', '%', '.', '.'], [(18, 4), (10, 6), (16, 13)], [False, True, False, False], 86, False, [False, False, True, True], 2213, 'East', (11, 10))
Element 8: (2, (11, 10), ['', '.', '.', '.'], [(18, 5), (9, 6), (16, 12)], [False, False, False, False], 84, False, [False, True, True, True], 2242, 'East', (12, 10))
Element 9: (2, (12, 10), ['', '.', '.', '.'], [(18, 6), (9, 5), (16, 11)], [False, False, False, False], 82, False, [False, True, True, True], 2281, 'East', (13, 10))
Element 10: (2, (13, 10), ['', '.', '.', '.'], [(17, 6), (9, 6), (17, 11)], [False, False, False, False], 80, False, [False, True, True, True], 2310, 'East', (14, 10))
Element 11: (2, (14, 10), ['', '%', '.', '.'], [(17, 5), (9, 7), (18, 11)], [False, True, False, False], 78, False, [False, False, True, True], 2339, 'East', (15, 10))
Element 12: (2, (15, 10), ['', '.', '.', '.'], [(17, 6), (10, 7), (18, 10)], [False, False, False, False], 76, False, [False, True, True, True], 2358, 'East', (16, 10))
Element 13: (2, (16, 10), ['', '.', '', '.'], [(16, 6), (10, 8), (18, 9)], [False, False, False, False], 74, False, [False, True, False, True], 2387, 'East', (17, 10))
Element 14: (2, (17, 10), ['', '.', '', ''], [(16, 7), (11, 8), (18, 8)], [False, False, False, False], 72, False, [False, True, False, False], 2426, 'South', (17, 9))
Element 15: (2, (17, 9), ['.', 'G', '', ''], [(16, 8), (11, 9), (17, 8)], [False, False, False, False], 70, False, [True, False, False, False], 2465, 'West', (16, 9))
Element 16: (2, (16, 9), ['.', '', '', 'G'], [(15, 8), (12, 9), (17, 9)], [False, False, False, False], 68, False, [True, False, False, False], 2494, 'West', (15, 9))
Element 17: (2, (15, 9), ['%', '', '', ''], [(15, 7), (13, 9), (17, 10)], [True, False, False, False], 66, False, [False, False, False, False], 2523, 'South', (15, 8))
Element 18: (2, (15, 8), ['.', '', '', ''], [(15, 6), (13, 8), (16, 10)], [False, False, False, False], 64, False, [True, False, False, False], 2542, 'West', (14, 8))
Element 19: (2, (14, 8), ['', '.', '%', ''], [(15, 5), (13, 7), (16, 9)], [False, False, True, False], 62, False, [False, True, False, False], 2571, 'South', (14, 7))
Element 20: (2, (14, 7), ['', '.', '', ''], [(15, 4), (13, 6), (16, 8)], [False, False, False, False], 60, False, [False, True, False, False], 2600, 'South', (14, 6))
Element 21: (2, (14, 6), ['', '.', '', ''], [(16, 4), (13, 5), (16, 7)], [False, False, False, False], 58, False, [False, True, False, False], 2629, 'South', (14, 5))
Element 22: (2, (14, 5), ['', '%', '', ''], [(15, 4), (12, 5), (16, 6)], [False, True, False, False], 56, False, [False, False, False, False], 2648, 'East', (15, 5))
