Element 1: (0, (9, 2), ['.', 'F', '%', '.'], [(1, 12), (5, 6), (14, 11)], [False, False, True, False], 98, False, [True, False, False, True], 0, 'South', (9, 1))
Element 2: (0, (9, 1), ['%', '%', '', '.'], [(2, 12), (6, 6), (15, 11)], [True, True, False, False], 96, False, [False, False, False, True], 1029, 'East', (10, 1))
Element 3: (0, (10, 1), ['', '%', '.', '.'], [(3, 12), (6, 7), (16, 11)], [False, True, False, False], 94, False, [False, False, True, True], 1068, 'East', (11, 1))
Element 4: (0, (11, 1), ['', '%', '.', '.'], [(3, 13), (5, 7), (17, 11)], [False, True, False, False], 92, False, [False, False, True, True], 1107, 'East', (12, 1))
Element 5: (0, (12, 1), ['', '%', '.', '.'], [(4, 13), (6, 7), (18, 11)], [False, True, False, False], 90, False, [False, False, True, True], 2126, 'East', (13, 1))
Element 6: (0, (13, 1), ['', '%', '%', '.'], [(5, 13), (6, 6), (18, 10)], [False, True, True, False], 88, False, [False, False, False, True], 3145, 'East', (14, 1))
Element 7: (0, (14, 1), ['', '%', '.', '%'], [(6, 13), (6, 5), (18, 9)], [False, True, False, True], 86, False, [False, False, True, False], 3184, 'North', (14, 2))
Element 8: (0, (14, 2), ['%', '', '.', '.'], [(7, 13), (7, 5), (18, 8)], [True, False, False, False], 84, False, [False, False, True, True], 3223, 'East', (15, 2))
Element 9: (0, (15, 2), ['', '%', '%', '.'], [(6, 13), (7, 4), (17, 8)], [False, True, True, False], 82, False, [False, False, False, True], 3252, 'East', (16, 2))
Element 10: (0, (16, 2), ['', '%', '.', '%'], [(5, 13), (8, 4), (17, 9)], [False, True, False, True], 80, False, [False, False, True, False], 3281, 'North', (16, 3))
Element 11: (0, (16, 3), ['%', '', '.', '.'], [(4, 13), (9, 4), (17, 10)], [True, False, False, False], 78, False, [False, False, True, True], 3310, 'East', (17, 3))
Element 12: (0, (17, 3), ['', '%', '.', '%'], [(3, 13), (10, 4), (16, 10)], [False, True, False, True], 76, False, [False, False, True, False], 3339, 'North', (17, 4))
Element 13: (0, (17, 4), ['.', '', '.', '.'], [(2, 13), (10, 5), (16, 9)], [False, False, False, False], 74, False, [True, False, True, True], 3378, 'East', (18, 4))
Element 14: (0, (18, 4), ['', '%', '.', '%'], [(3, 13), (10, 6), (16, 8)], [False, True, False, True], 72, False, [False, False, True, False], 3407, 'North', (18, 5))
Element 15: (0, (18, 5), ['.', '', '.', '%'], [(3, 12), (10, 7), (16, 7)], [False, False, False, True], 70, False, [True, False, True, False], 4426, 'North', (18, 6))
Element 16: (0, (18, 6), ['.', '', '%', '%'], [(3, 11), (9, 7), (16, 6)], [False, False, True, True], 68, False, [True, False, False, False], 5455, 'West', (17, 6))
Element 17: (0, (17, 6), ['', '.', '%', ''], [(3, 10), (9, 8), (15, 6)], [False, False, True, False], 66, False, [False, True, False, False], 5494, 'South', (17, 5))
Element 18: (0, (17, 5), ['%', '', '', ''], [(4, 10), (10, 8), (15, 7)], [True, False, False, False], 64, False, [False, False, False, False], 5533, 'North', (17, 6))
Element 19: (0, (17, 6), ['', '', '%', ''], [(5, 10), (11, 8), (15, 8)], [False, False, True, False], 62, False, [False, False, False, False], 5562, 'West', (16, 6))
Element 20: (0, (16, 6), ['', '%', '', ''], [(6, 10), (11, 9), (15, 9)], [False, True, False, False], 60, False, [False, False, False, False], 5591, 'North', (16, 7))
Element 21: (0, (16, 7), ['', '', '', '%'], [(6, 9), (12, 9), (15, 10)], [False, False, False, True], 58, False, [False, False, False, False], 6610, 'North', (16, 8))
