Element 1: (1, (5, 6), ['.', '.', '.', '.'], [(2, 1), (8, 11), (9, 10)], [False, False, False, False], 98, False, [True, True, True, True], 999, 'East', (6, 6))
Element 2: (1, (6, 6), ['', '.', '.', '%'], [(3, 1), (7, 11), (10, 10)], [False, False, False, True], 96, False, [False, True, True, False], 2028, 'North', (6, 7))
Element 3: (1, (6, 7), ['.', '', '%', '%'], [(4, 1), (7, 10), (11, 10)], [False, False, True, True], 94, False, [True, False, False, False], 2067, 'West', (5, 7))
Element 4: (1, (5, 7), ['%', '', '%', ''], [(4, 2), (7, 9), (12, 10)], [True, False, True, False], 92, False, [False, False, False, False], 3096, 'East', (6, 7))
Element 5: (1, (6, 7), ['', '', '%', '%'], [(5, 2), (6, 9), (13, 10)], [False, False, True, True], 90, False, [False, False, False, False], 4115, 'South', (6, 6))
Element 6: (1, (6, 6), ['', '.', '', '%'], [(6, 2), (6, 10), (14, 10)], [False, False, False, True], 88, False, [False, True, False, False], 4144, 'South', (6, 5))
Element 7: (1, (6, 5), ['.', '.', '', '.'], [(7, 2), (6, 11), (15, 10)], [False, False, False, False], 86, False, [True, True, False, True], 4183, 'East', (7, 5))
Element 8: (1, (7, 5), ['', '.', '%', '%'], [(8, 2), (5, 11), (16, 10)], [False, False, True, True], 84, False, [False, True, False, False], 4222, 'South', (7, 4))
Element 9: (1, (7, 4), ['.', '.', '', '.'], [(9, 2), (5, 10), (17, 10)], [False, False, False, False], 82, False, [True, True, False, True], 4261, 'East', (8, 4))
Element 10: (1, (8, 4), ['', '%', '%', '.'], [(9, 1), (5, 9), (18, 10)], [False, True, True, False], 80, False, [False, False, False, True], 5290, 'East', (9, 4))
Element 11: (1, (9, 4), ['', '%', '.', '.'], [(10, 1), (4, 9), (18, 11)], [False, True, False, False], 78, False, [False, False, True, True], 5329, 'East', (10, 4))
Element 12: (1, (10, 4), ['', '.', '.', '%'], [(11, 1), (4, 10), (17, 11)], [False, False, False, True], 76, False, [False, True, True, False], 5368, 'North', (10, 5))
Element 13: (1, (10, 5), ['.', '', '.', '%'], [(12, 1), (3, 10), (16, 11)], [False, False, False, True], 74, False, [True, False, True, False], 5407, 'North', (10, 6))
Element 14: (1, (10, 6), ['.', '', 'F', '%'], [(13, 1), (3, 11), (16, 12)], [False, False, False, True], 72, False, [True, False, False, False], 5446, 'North', (10, 7))
Element 15: (1, (10, 7), ['F', '', '.', '%'], [(14, 1), (3, 12), (16, 13)], [False, False, False, True], 70, False, [False, False, True, False], 6475, 'West', (9, 7))
Element 16: (1, (9, 7), ['%', '.', '.', ''], [(14, 2), (3, 13), (17, 13)], [True, False, False, False], 68, False, [False, True, True, False], 7504, 'North', (9, 8))
Element 17: (1, (9, 8), ['.', '', '.', '.'], [(15, 2), (4, 13), (18, 13)], [False, False, False, False], 66, False, [True, False, True, True], 8533, 'East', (10, 8))
Element 18: (1, (10, 8), ['', '', '%', '.'], [(16, 2), (5, 13), (17, 13)], [False, False, True, False], 64, False, [False, False, False, True], 9552, 'East', (11, 8))
Element 19: (1, (11, 8), ['', '%', '.', '%'], [(16, 3), (6, 13), (16, 13)], [False, True, False, True], 62, False, [False, False, True, False], 9581, 'North', (11, 9))
Element 20: (1, (11, 9), ['%', '', '', '.'], [(17, 3), (7, 13), (16, 12)], [True, False, False, False], 60, False, [False, False, False, True], 9610, 'East', (12, 9))
Element 21: (1, (12, 9), ['', '%', '', '.'], [(17, 4), (6, 13), (15, 12)], [False, True, False, False], 58, False, [False, False, False, True], 9639, 'East', (13, 9))
Element 22: (1, (13, 9), ['', '.', '', '%'], [(18, 4), (5, 13), (15, 11)], [False, False, False, True], 56, False, [False, True, False, False], 9668, 'South', (13, 8))
Element 23: (1, (13, 8), ['%', '.', '', '.'], [(18, 5), (4, 13), (14, 11)], [True, False, False, False], 54, False, [False, True, False, True], 9697, 'East', (14, 8))
Element 24: (1, (14, 8), ['', '.', '%', '.'], [(18, 6), (3, 13), (14, 12)], [False, False, True, False], 52, False, [False, True, False, True], 9726, 'East', (15, 8))
Element 25: (1, (15, 8), ['', '.', '.', '.'], [(17, 6), (2, 13), (13, 12)], [False, False, False, False], 50, False, [False, True, True, True], 9765, 'East', (16, 8))
Element 26: (1, (16, 8), ['', '.', '.', '.'], [(17, 5), (2, 12), (13, 11)], [False, False, False, False], 48, False, [False, True, True, True], 9804, 'East', (17, 8))
Element 27: (1, (17, 8), ['', '%', '.', '.'], [(17, 6), (2, 11), (12, 11)], [False, True, False, False], 46, False, [False, False, True, True], 9833, 'East', (18, 8))
Element 28: (1, (18, 8), ['', '%', '.', '%'], [(16, 6), (2, 10), (12, 12)], [False, True, False, True], 44, False, [False, False, True, False], 9872, 'North', (18, 9))
Element 29: (1, (18, 9), ['.', '', '', '%'], [(16, 7), (1, 10), (12, 13)], [False, False, False, True], 42, False, [True, False, False, False], 10901, 'West', (17, 9))
Element 30: (1, (17, 9), ['.', '', '', ''], [(15, 7), (1, 11), (11, 13)], [False, False, False, False], 40, False, [True, False, False, False], 10940, 'West', (16, 9))
Element 31: (1, (16, 9), ['.', '', '', ''], [(15, 6), (1, 12), (10, 13)], [False, False, False, False], 38, False, [True, False, False, False], 10979, 'West', (15, 9))
Element 32: (1, (15, 9), ['%', '', '', ''], [(15, 5), (1, 11), (10, 12)], [True, False, False, False], 36, False, [False, False, False, False], 11008, 'North', (15, 10))
Element 33: (1, (15, 10), ['', '', '', ''], [(15, 4), (1, 10), (10, 11)], [False, False, False, False], 34, False, [False, False, False, False], 11027, 'East', (16, 10))
Element 34: (1, (16, 10), ['', '', '', ''], [(16, 4), (2, 10), (11, 11)], [False, False, False, False], 32, False, [False, False, False, False], 11046, 'East', (17, 10))
