Element 1: (0, (9, 2), ['.', 'F', '%', '.'], [(9, 11), (14, 7), (16, 6)], [False, False, True, False], 98, False, [True, False, False, True], 0, 'South', (9, 1))
Element 2: (0, (9, 1), ['%', '%', '', '.'], [(10, 11), (15, 7), (17, 6)], [True, True, False, False], 96, False, [False, False, False, True], 1029, 'East', (10, 1))
Element 3: (0, (10, 1), ['', '%', '.', '.'], [(11, 11), (16, 7), (18, 6)], [False, True, False, False], 94, False, [False, False, True, True], 1068, 'East', (11, 1))
Element 4: (0, (11, 1), ['', '%', '.', '.'], [(12, 11), (16, 8), (18, 5)], [False, True, False, False], 92, False, [False, False, True, True], 1107, 'East', (12, 1))
Element 5: (0, (12, 1), ['', '%', '.', '.'], [(13, 11), (17, 8), (18, 4)], [False, True, False, False], 90, False, [False, False, True, True], 1146, 'East', (13, 1))
Element 6: (0, (13, 1), ['', '%', '%', '.'], [(14, 11), (18, 8), (17, 4)], [False, True, True, False], 88, False, [False, False, False, True], 1185, 'East', (14, 1))
Element 7: (0, (14, 1), ['', '%', '.', '%'], [(15, 11), (18, 9), (17, 5)], [False, True, False, True], 86, False, [False, False, True, False], 1224, 'North', (14, 2))
Element 8: (0, (14, 2), ['%', '', '.', '.'], [(16, 11), (18, 10), (17, 4)], [True, False, False, False], 84, False, [False, False, True, True], 1253, 'East', (15, 2))
Element 9: (0, (15, 2), ['', '%', '%', '.'], [(17, 11), (18, 11), (17, 3)], [False, True, True, False], 82, False, [False, False, False, True], 1292, 'East', (16, 2))
Element 10: (0, (16, 2), ['', '%', 'G', '%'], [(17, 10), (17, 11), (16, 3)], [False, True, False, True], 80, False, [False, False, False, False], 1321, 'West', (15, 2))
Element 11: (0, (15, 2), ['', '%', '%', ''], [(17, 9), (17, 10), (16, 4)], [False, True, True, False], 78, False, [False, False, False, False], 1340, 'West', (14, 2))
Element 12: (0, (14, 2), ['%', '', '.', ''], [(16, 9), (16, 10), (15, 4)], [True, False, False, False], 76, False, [False, False, True, False], 1369, 'North', (14, 3))
Element 13: (0, (14, 3), ['.', '', '%', '%'], [(15, 9), (15, 10), (15, 5)], [False, False, True, True], 74, False, [True, False, False, False], 1408, 'West', (13, 3))
Element 14: (0, (13, 3), ['.', '%', '%', ''], [(15, 8), (14, 10), (15, 6)], [False, True, True, False], 72, False, [True, False, False, False], 1447, 'West', (12, 3))
Element 15: (0, (12, 3), ['.', '.', '%', ''], [(14, 8), (13, 10), (14, 6)], [False, False, True, False], 70, False, [True, True, False, False], 1486, 'South', (12, 2))
Element 16: (0, (12, 2), ['.', '', '', '%'], [(13, 8), (13, 9), (14, 5)], [False, False, False, True], 68, False, [True, False, False, False], 1525, 'West', (11, 2))
Element 17: (0, (11, 2), ['.', '', '.', ''], [(13, 7), (12, 9), (13, 5)], [False, False, False, False], 66, False, [True, False, True, False], 1564, 'North', (11, 3))
Element 18: (0, (11, 3), ['.', '', '%', ''], [(13, 6), (12, 10), (12, 5)], [False, False, True, False], 64, False, [True, False, False, False], 1603, 'West', (10, 3))
Element 19: (0, (10, 3), ['%', '.', '.', ''], [(12, 6), (11, 10), (13, 5)], [True, False, False, False], 62, False, [False, True, True, False], 1632, 'North', (10, 4))
Element 20: (0, (10, 4), ['.', '', '.', '%'], [(12, 7), (11, 9), (14, 5)], [False, False, False, True], 60, False, [True, False, True, False], 1661, 'North', (10, 5))
Element 21: (0, (10, 5), ['.', '', '.', '%'], [(12, 6), (11, 8), (14, 6)], [False, False, False, True], 58, False, [True, False, True, False], 1680, 'North', (10, 6))
Element 22: (0, (10, 6), ['.', '', 'F', '%'], [(12, 5), (10, 8), (13, 6)], [False, False, False, True], 56, False, [True, False, False, False], 1699, 'North', (10, 7))
Element 23: (0, (10, 7), ['F', '', '', '%'], [(13, 5), (9, 8), (13, 7)], [False, False, False, True], 54, False, [False, False, False, False], 2708, 'West', (9, 7))
Element 24: (0, (9, 7), ['%', '.', '', ''], [(14, 5), (9, 9), (14, 7)], [True, False, False, False], 52, False, [False, True, False, False], 3717, 'South', (9, 6))
Element 25: (0, (9, 6), ['%', '.', '', ''], [(15, 5), (9, 10), (15, 7)], [True, False, False, False], 50, False, [False, True, False, False], 3736, 'South', (9, 5))
Element 26: (0, (9, 5), ['%', '.', '', ''], [(15, 6), (10, 10), (16, 7)], [True, False, False, False], 48, False, [False, True, False, False], 3755, 'South', (9, 4))
Element 27: (0, (9, 4), ['.', '%', '', ''], [(16, 6), (10, 11), (16, 8)], [False, True, False, False], 46, False, [True, False, False, False], 3764, 'West', (8, 4))
Element 28: (0, (8, 4), ['.', '%', '%', ''], [(17, 6), (10, 12), (17, 8)], [False, True, True, False], 44, False, [True, False, False, False], 3783, 'West', (7, 4))
Element 29: (0, (7, 4), ['.', '.', '.', ''], [(18, 6), (10, 13), (18, 8)], [False, False, False, False], 42, False, [True, True, True, False], 3802, 'North', (7, 5))
