Element 1: (1, (2, 2), ['.', 'F', '%', '.'], [(6, 6), (10, 11), (13, 11)], [False, False, True, False], 98, False, [True, False, False, True], 9, 'South', (2, 1))
Element 2: (1, (2, 1), ['.', '%', '', '.'], [(6, 5), (11, 11), (14, 11)], [False, True, False, False], 96, False, [True, False, False, True], 1038, 'East', (3, 1))
Element 3: (1, (3, 1), ['', '%', '.', '.'], [(7, 5), (12, 11), (15, 11)], [False, True, False, False], 94, False, [False, False, True, True], 1077, 'East', (4, 1))
Element 4: (1, (4, 1), ['', '%', '.', '%'], [(7, 4), (12, 12), (16, 11)], [False, True, False, True], 92, False, [False, False, True, False], 1116, 'North', (4, 2))
Element 5: (1, (4, 2), ['.', '', '%', '.'], [(8, 4), (12, 13), (17, 11)], [False, False, True, False], 90, False, [True, False, False, True], 2145, 'East', (5, 2))
Element 6: (1, (5, 2), ['', '%', '.', '.'], [(9, 4), (11, 13), (18, 11)], [False, True, False, False], 88, False, [False, False, True, True], 2184, 'East', (6, 2))
Element 7: (1, (6, 2), ['', '%', '.', '.'], [(10, 4), (10, 13), (18, 10)], [False, True, False, False], 86, False, [False, False, True, True], 2223, 'East', (7, 2))
Element 8: (1, (7, 2), ['', '%', '.', '.'], [(10, 5), (10, 12), (18, 9)], [False, True, False, False], 84, False, [False, False, True, True], 2262, 'East', (8, 2))
Element 9: (1, (8, 2), ['', '%', '%', '.'], [(10, 6), (9, 12), (18, 8)], [False, True, True, False], 82, False, [False, False, False, True], 2301, 'East', (9, 2))
Element 10: (1, (9, 2), ['', 'F', '%', '.'], [(10, 7), (9, 11), (17, 8)], [False, False, True, False], 80, False, [False, False, False, True], 3330, 'South', (9, 1))
Element 11: (1, (9, 1), ['%', '%', '', '.'], [(9, 7), (9, 10), (17, 9)], [True, True, False, False], 78, False, [False, False, False, True], 5349, 'East', (10, 1))
Element 12: (1, (10, 1), ['', '%', '.', '.'], [(9, 8), (10, 10), (17, 10)], [False, True, False, False], 76, False, [False, False, True, True], 5388, 'East', (11, 1))
Element 13: (1, (11, 1), ['', '%', '.', '.'], [(10, 8), (11, 10), (16, 10)], [False, True, False, False], 74, False, [False, False, True, True], 5427, 'East', (12, 1))
Element 14: (1, (12, 1), ['', '%', '.', '.'], [(11, 8), (12, 10), (16, 9)], [False, True, False, False], 72, False, [False, False, True, True], 5466, 'East', (13, 1))
Element 15: (1, (13, 1), ['', '%', '%', '.'], [(11, 9), (13, 10), (16, 8)], [False, True, True, False], 70, False, [False, False, False, True], 5505, 'East', (14, 1))
Element 16: (1, (14, 1), ['', '%', '.', '%'], [(12, 9), (14, 10), (16, 7)], [False, True, False, True], 68, False, [False, False, True, False], 5544, 'North', (14, 2))
Element 17: (1, (14, 2), ['%', '', '.', '.'], [(13, 9), (15, 10), (16, 6)], [True, False, False, False], 66, False, [False, False, True, True], 5583, 'East', (15, 2))
Element 18: (1, (15, 2), ['', '%', '%', '.'], [(13, 8), (15, 9), (17, 6)], [False, True, True, False], 64, False, [False, False, False, True], 5622, 'East', (16, 2))
Element 19: (1, (16, 2), ['', '%', '.', '%'], [(14, 8), (15, 8), (18, 6)], [False, True, False, True], 62, False, [False, False, True, False], 5661, 'North', (16, 3))
Element 20: (1, (16, 3), ['%', '', '.', '.'], [(14, 7), (15, 7), (18, 5)], [True, False, False, False], 60, False, [False, False, True, True], 5700, 'East', (17, 3))
Element 21: (1, (17, 3), ['', '%', '.', '%'], [(14, 6), (15, 6), (18, 4)], [False, True, False, True], 58, False, [False, False, True, False], 5739, 'North', (17, 4))
Element 22: (1, (17, 4), ['.', '', '.', ''], [(14, 5), (15, 5), (18, 5)], [False, False, False, False], 56, False, [True, False, True, False], 5768, 'North', (17, 5))
Element 23: (1, (17, 5), ['%', '', '', ''], [(13, 5), (15, 4), (18, 4)], [True, False, False, False], 54, False, [False, False, False, False], 5797, 'East', (18, 5))
