Element 1: (0, (17, 4), ['.', '.', '.', 'G'], [(5, 3), (17, 6), (18, 4)], [False, False, False, False], 98, False, [True, True, True, False], 0, 'North', (17, 5))
Element 2: (0, (17, 5), ['%', '', '', 'G'], [(6, 3), (18, 6), (18, 5)], [True, False, False, False], 96, False, [False, False, False, False], 39, 'North', (17, 6))
Element 3: (0, (17, 6), ['.', 'G', '%', 'G'], [(7, 3), (18, 6), (17, 5)], [False, False, True, False], 94, False, [True, False, False, False], 48, 'West', (16, 6))
Element 4: (0, (16, 6), ['.', '%', '.', 'G'], [(7, 4), (17, 6), (17, 4)], [False, True, False, False], 92, False, [True, False, True, False], 67, 'North', (16, 7))
Element 5: (0, (16, 7), ['.', '', '.', '%'], [(8, 4), (17, 6), (17, 3)], [False, False, False, True], 90, False, [True, False, True, False], 96, 'North', (16, 8))
Element 6: (0, (16, 8), ['.', '', '.', '.'], [(9, 4), (17, 6), (16, 3)], [False, False, False, False], 88, False, [True, False, True, True], 125, 'East', (17, 8))
Element 7: (0, (17, 8), ['', '%', '.', '.'], [(10, 4), (18, 6), (16, 4)], [False, True, False, False], 86, False, [False, False, True, True], 154, 'East', (18, 8))
Element 8: (0, (18, 8), ['', '%', '.', '%'], [(10, 5), (18, 5), (15, 4)], [False, True, False, True], 84, False, [False, False, True, False], 183, 'North', (18, 9))
Element 9: (0, (18, 9), ['.', '', '.', '%'], [(10, 6), (18, 4), (15, 5)], [False, False, False, True], 82, False, [True, False, True, False], 212, 'North', (18, 10))
Element 10: (0, (18, 10), ['.', '', '.', '%'], [(10, 7), (17, 4), (15, 6)], [False, False, False, True], 80, False, [True, False, True, False], 1231, 'North', (18, 11))
Element 11: (0, (18, 11), ['.', '', '%', '%'], [(9, 7), (17, 5), (15, 7)], [False, False, True, True], 78, False, [True, False, False, False], 2250, 'West', (17, 11))
Element 12: (0, (17, 11), ['.', '.', '%', ''], [(9, 8), (17, 4), (15, 8)], [False, False, True, False], 76, False, [True, True, False, False], 2279, 'South', (17, 10))
Element 13: (0, (17, 10), ['.', '.', '', ''], [(10, 8), (17, 3), (15, 9)], [False, False, False, False], 74, False, [True, True, False, False], 2308, 'South', (17, 9))
Element 14: (0, (17, 9), ['G', '', '', ''], [(11, 8), (16, 3), (16, 9)], [False, False, False, False], 72, False, [False, False, False, False], 2337, 'North', (17, 10))
Element 15: (0, (17, 10), ['G', '', '', ''], [(11, 9), (16, 2), (16, 10)], [False, False, False, False], 70, False, [False, False, False, False], 2366, 'South', (17, 9))
Element 16: (0, (17, 9), ['', '', '', ''], [(12, 9), (15, 2), (16, 11)], [False, False, False, False], 68, False, [False, False, False, False], 2395, 'North', (17, 10))
Element 17: (0, (17, 10), ['', '', '', ''], [(13, 9), (14, 2), (16, 12)], [False, False, False, False], 66, False, [False, False, False, False], 2424, 'North', (17, 11))
Element 18: (0, (17, 11), ['', '', '%', ''], [(13, 10), (14, 3), (16, 13)], [False, False, True, False], 64, False, [False, False, False, False], 2453, 'West', (16, 11))
Element 19: (0, (16, 11), ['.', '', '', ''], [(14, 10), (13, 3), (17, 13)], [False, False, False, False], 62, False, [True, False, False, False], 2482, 'West', (15, 11))
Element 20: (0, (15, 11), ['.', 'G', '.', ''], [(15, 10), (12, 3), (18, 13)], [False, False, False, False], 60, False, [True, False, True, False], 2521, 'North', (15, 12))
Element 21: (0, (15, 12), ['.', '', '%', ''], [(16, 10), (12, 2), (17, 13)], [False, False, True, False], 58, False, [True, False, False, False], 2540, 'West', (14, 12))
Element 22: (0, (14, 12), ['.', '.', '%', ''], [(17, 10), (12, 1), (16, 13)], [False, False, True, False], 56, False, [True, True, False, False], 2559, 'South', (14, 11))
Element 23: (0, (14, 11), ['.', '', '', ''], [(18, 10), (13, 1), (16, 12)], [False, False, False, False], 54, False, [True, False, False, False], 2578, 'West', (13, 11))
