Element 1: (0, (2, 2), ['.', 'F', '%', '.'], [(9, 4), (9, 9), (10, 10)], [False, False, True, False], 98, False, [True, False, False, True], 0, 'South', (2, 1))
Element 2: (0, (2, 1), ['.', '%', '', '.'], [(10, 4), (9, 10), (11, 10)], [False, True, False, False], 96, False, [True, False, False, True], 1029, 'East', (3, 1))
Element 3: (0, (3, 1), ['', '%', '.', '.'], [(10, 5), (9, 11), (12, 10)], [False, True, False, False], 94, False, [False, False, True, True], 1068, 'East', (4, 1))
Element 4: (0, (4, 1), ['', '%', '.', '%'], [(10, 6), (10, 11), (13, 10)], [False, True, False, True], 92, False, [False, False, True, False], 1107, 'North', (4, 2))
Element 5: (0, (4, 2), ['.', '', '%', '.'], [(10, 7), (11, 11), (14, 10)], [False, False, True, False], 90, False, [True, False, False, True], 2136, 'East', (5, 2))
Element 6: (0, (5, 2), ['', '%', '.', '.'], [(9, 7), (12, 11), (15, 10)], [False, True, False, False], 88, False, [False, False, True, True], 3165, 'East', (6, 2))
Element 7: (0, (6, 2), ['', '%', '.', '.'], [(9, 8), (13, 11), (16, 10)], [False, True, False, False], 86, False, [False, False, True, True], 3204, 'East', (7, 2))
Element 8: (0, (7, 2), ['', '%', '.', '.'], [(10, 8), (14, 11), (17, 10)], [False, True, False, False], 84, False, [False, False, True, True], 3243, 'East', (8, 2))
Element 9: (0, (8, 2), ['', '%', '%', '.'], [(11, 8), (15, 11), (18, 10)], [False, True, True, False], 82, False, [False, False, False, True], 3282, 'East', (9, 2))
Element 10: (0, (9, 2), ['', 'F', '%', '.'], [(11, 9), (16, 11), (18, 11)], [False, False, True, False], 80, False, [False, False, False, True], 3321, 'South', (9, 1))
Element 11: (0, (9, 1), ['%', '%', '', '.'], [(12, 9), (17, 11), (18, 10)], [True, True, False, False], 78, False, [False, False, False, True], 4340, 'East', (10, 1))
Element 12: (0, (10, 1), ['', '%', '.', '.'], [(13, 9), (18, 11), (18, 9)], [False, True, False, False], 76, False, [False, False, True, True], 4369, 'East', (11, 1))
Element 13: (0, (11, 1), ['', '%', '.', '.'], [(13, 8), (18, 10), (18, 8)], [False, True, False, False], 74, False, [False, False, True, True], 4398, 'East', (12, 1))
Element 14: (0, (12, 1), ['', '%', '.', '.'], [(14, 8), (18, 9), (17, 8)], [False, True, False, False], 72, False, [False, False, True, True], 4427, 'East', (13, 1))
Element 15: (0, (13, 1), ['', '%', '%', '.'], [(15, 8), (17, 9), (16, 8)], [False, True, True, False], 70, False, [False, False, False, True], 4466, 'East', (14, 1))
Element 16: (0, (14, 1), ['', '%', '.', '%'], [(15, 9), (16, 9), (16, 7)], [False, True, False, True], 68, False, [False, False, True, False], 4505, 'North', (14, 2))
Element 17: (0, (14, 2), ['%', '', '.', '.'], [(15, 10), (16, 10), (16, 6)], [True, False, False, False], 66, False, [False, False, True, True], 4524, 'East', (15, 2))
Element 18: (0, (15, 2), ['', '%', '%', '.'], [(15, 11), (17, 10), (17, 6)], [False, True, True, False], 64, False, [False, False, False, True], 4543, 'East', (16, 2))
Element 19: (0, (16, 2), ['', '%', '.', '%'], [(15, 12), (16, 10), (18, 6)], [False, True, False, True], 62, False, [False, False, True, False], 4572, 'North', (16, 3))
Element 20: (0, (16, 3), ['%', '', '.', '.'], [(16, 12), (15, 10), (18, 5)], [True, False, False, False], 60, False, [False, False, True, True], 4601, 'East', (17, 3))
Element 21: (0, (17, 3), ['', '%', '.', '%'], [(16, 13), (15, 9), (18, 4)], [False, True, False, True], 58, False, [False, False, True, False], 4630, 'North', (17, 4))
Element 22: (0, (17, 4), ['.', '', '.', ''], [(17, 13), (15, 8), (18, 5)], [False, False, False, False], 56, False, [True, False, True, False], 4649, 'North', (17, 5))
Element 23: (0, (17, 5), ['%', '', '', ''], [(18, 13), (15, 7), (18, 4)], [True, False, False, False], 54, False, [False, False, False, False], 4678, 'East', (18, 5))
Element 24: (0, (18, 5), ['', '', '', '%'], [(17, 13), (15, 6), (17, 4)], [False, False, False, True], 52, False, [False, False, False, False], 4687, 'North', (18, 6))
Element 25: (0, (18, 6), ['', '', '%', '%'], [(16, 13), (15, 5), (16, 4)], [False, False, True, True], 50, False, [False, False, False, False], 4706, 'West', (17, 6))
Element 26: (0, (17, 6), ['', '', '%', ''], [(16, 12), (15, 4), (16, 3)], [False, False, True, False], 48, False, [False, False, False, False], 4715, 'West', (16, 6))
Element 27: (0, (16, 6), ['', '%', '', ''], [(16, 11), (16, 4), (17, 3)], [False, True, False, False], 46, False, [False, False, False, False], 4714, 'North', (16, 7))
Element 28: (0, (16, 7), ['', '', '', '%'], [(17, 11), (17, 4), (16, 3)], [False, False, False, True], 44, False, [False, False, False, False], 4713, 'North', (16, 8))
Element 29: (0, (16, 8), ['', '', '', ''], [(18, 11), (18, 4), (16, 2)], [False, False, False, False], 42, False, [False, False, False, False], 4712, 'East', (17, 8))
Element 30: (0, (17, 8), ['', '%', '', ''], [(18, 10), (18, 5), (15, 2)], [False, True, False, False], 40, False, [False, False, False, False], 4711, 'East', (18, 8))
Element 31: (0, (18, 8), ['', '%', 'G', '%'], [(18, 9), (18, 6), (14, 2)], [False, True, False, True], 38, False, [False, False, False, False], 4710, 'West', (17, 8))
Element 32: (0, (17, 8), ['', '%', '', 'G'], [(18, 8), (17, 6), (14, 3)], [False, True, False, False], 36, False, [False, False, False, False], 4719, 'North', (17, 9))
Element 33: (0, (17, 9), ['', 'G', '', ''], [(17, 8), (17, 5), (13, 3)], [False, False, False, False], 34, False, [False, False, False, False], 4728, 'East', (18, 9))
Element 34: (0, (18, 9), ['G', '', '', '%'], [(17, 9), (17, 6), (12, 3)], [False, False, False, True], 32, False, [False, False, False, False], 4737, 'North', (18, 10))
Element 35: (0, (18, 10), ['G', '', '', '%'], [(17, 10), (16, 6), (12, 2)], [False, False, False, True], 30, False, [False, False, False, False], 4746, 'North', (18, 11))
Element 36: (0, (18, 11), ['', '', '%', '%'], [(16, 10), (16, 7), (11, 2)], [False, False, True, True], 28, False, [False, False, False, False], 4755, 'West', (17, 11))
Element 37: (0, (17, 11), ['', '', '%', ''], [(16, 9), (16, 8), (11, 3)], [False, False, True, False], 26, False, [False, False, False, False], 4764, 'South', (17, 10))
Element 38: (0, (17, 10), ['G', '', '', ''], [(16, 10), (17, 8), (10, 3)], [False, False, False, False], 24, False, [False, False, False, False], 4773, 'North', (17, 11))
Element 39: (0, (17, 11), ['', 'G', '%', ''], [(17, 10), (18, 8), (10, 2)], [False, False, True, False], 22, False, [False, False, False, False], 4782, 'West', (16, 11))
Element 40: (0, (16, 11), ['', '', '', ''], [(17, 9), (17, 8), (10, 1)], [False, False, False, False], 20, False, [False, False, False, False], 4781, 'North', (16, 12))
Element 41: (0, (16, 12), ['', '', '', '%'], [(16, 9), (16, 8), (11, 1)], [False, False, False, True], 18, False, [False, False, False, False], 4780, 'North', (16, 13))
Element 42: (0, (16, 13), ['%', '', '%', ''], [(17, 9), (16, 7), (12, 1)], [True, False, True, False], 16, False, [False, False, False, False], 4779, 'East', (17, 13))
Element 43: (0, (17, 13), ['', '%', '%', ''], [(17, 8), (16, 6), (13, 1)], [False, True, True, False], 14, False, [False, False, False, False], 4778, 'East', (18, 13))
Element 44: (0, (18, 13), ['', '%', '%', '%'], [(16, 8), (17, 6), (14, 1)], [False, True, True, True], 12, False, [False, False, False, False], 4777, 'West', (17, 13))
Element 45: (0, (17, 13), ['', '%', '%', ''], [(16, 7), (18, 6), (13, 1)], [False, True, True, False], 10, False, [False, False, False, False], 4776, 'West', (16, 13))
Element 46: (0, (16, 13), ['%', '', '%', ''], [(16, 6), (18, 5), (12, 1)], [True, False, True, False], 8, False, [False, False, False, False], 4775, 'South', (16, 12))
Element 47: (0, (16, 12), ['', '', '', '%'], [(17, 6), (17, 5), (11, 1)], [False, False, False, True], 6, False, [False, False, False, False], 4774, 'West', (15, 12))
Element 48: (0, (15, 12), ['.', '', '%', ''], [(18, 6), (18, 5), (10, 1)], [False, False, True, False], 4, False, [True, False, False, False], 4773, 'West', (14, 12))
Element 49: (0, (14, 12), ['.', '', '%', ''], [(17, 6), (18, 4), (9, 1)], [False, False, True, False], 2, False, [True, False, False, False], 4782, 'West', (13, 12))
Element 50: (0, (13, 12), ['.', '', '%', ''], [(16, 6), (17, 4), (9, 2)], [False, False, True, False], 0, False, [True, False, False, False], 4791, 'Stop', (13, 12))
Element 51: #0#
