Element 1: (3, (9, 6), ['%', '.', 'F', '.'], [(6, 6), (4, 5), (7, 4)], [True, False, False, False], 98, False, [False, True, False, True], 29, 'North', (9, 7))
Element 2: (3, (9, 7), ['%', '', '.', 'F'], [(6, 7), (5, 5), (8, 4)], [True, False, False, False], 96, False, [False, False, True, False], 1058, 'East', (10, 7))
Element 3: (3, (10, 7), ['', '.', '.', '%'], [(5, 7), (6, 5), (9, 4)], [False, False, False, True], 94, False, [False, True, True, False], 2087, 'North', (10, 8))
Element 4: (3, (10, 8), ['.', '', '%', '.'], [(6, 7), (7, 5), (10, 4)], [False, False, True, False], 92, False, [True, False, False, True], 2116, 'East', (11, 8))
Element 5: (3, (11, 8), ['', '%', '.', '%'], [(6, 6), (7, 4), (10, 5)], [False, True, False, True], 90, False, [False, False, True, False], 2135, 'North', (11, 9))
Element 6: (3, (11, 9), ['%', '', '.', '.'], [(6, 5), (6, 4), (10, 6)], [True, False, False, False], 88, False, [False, False, True, True], 2164, 'East', (12, 9))
Element 7: (3, (12, 9), ['', '%', '.', '.'], [(7, 5), (6, 3), (10, 7)], [False, True, False, False], 86, False, [False, False, True, True], 2183, 'East', (13, 9))
Element 8: (3, (13, 9), ['', '.', '.', '%'], [(7, 4), (6, 2), (10, 8)], [False, False, False, True], 84, False, [False, True, True, False], 2202, 'North', (13, 10))
Element 9: (3, (13, 10), ['.', '', '.', '.'], [(8, 4), (7, 2), (9, 8)], [False, False, False, False], 82, False, [True, False, True, True], 2231, 'East', (14, 10))
Element 10: (3, (14, 10), ['', '%', '.', '.'], [(9, 4), (8, 2), (9, 9)], [False, True, False, False], 80, False, [False, False, True, True], 2260, 'East', (15, 10))
Element 11: (3, (15, 10), ['', '.', '.', '.'], [(9, 5), (9, 2), (9, 10)], [False, False, False, False], 78, False, [False, True, True, True], 2299, 'East', (16, 10))
Element 12: (3, (16, 10), ['', '.', '.', '.'], [(10, 5), (9, 1), (10, 10)], [False, False, False, False], 76, False, [False, True, True, True], 3318, 'East', (17, 10))
Element 13: (3, (17, 10), ['', '.', '.', '.'], [(10, 6), (10, 1), (11, 10)], [False, False, False, False], 74, False, [False, True, True, True], 3347, 'East', (18, 10))
Element 14: (3, (18, 10), ['', '.', '.', '%'], [(10, 7), (11, 1), (12, 10)], [False, False, False, True], 72, False, [False, True, True, False], 3376, 'North', (18, 11))
Element 15: (3, (18, 11), ['.', '', '%', '%'], [(10, 8), (12, 1), (12, 11)], [False, False, True, True], 70, False, [True, False, False, False], 3405, 'West', (17, 11))
Element 16: (3, (17, 11), ['.', '', '%', ''], [(11, 8), (13, 1), (13, 11)], [False, False, True, False], 68, False, [True, False, False, False], 3434, 'West', (16, 11))
Element 17: (3, (16, 11), ['.', '', '.', ''], [(11, 9), (14, 1), (14, 11)], [False, False, False, False], 66, False, [True, False, True, False], 3463, 'North', (16, 12))
Element 18: (3, (16, 12), ['.', '', '.', '%'], [(12, 9), (14, 2), (15, 11)], [False, False, False, True], 64, False, [True, False, True, False], 3492, 'North', (16, 13))
Element 19: (3, (16, 13), ['%', '', '%', '.'], [(13, 9), (15, 2), (15, 12)], [True, False, True, False], 62, False, [False, False, False, True], 3521, 'East', (17, 13))
Element 20: (3, (17, 13), ['', '%', '%', '.'], [(13, 8), (16, 2), (14, 12)], [False, True, True, False], 60, False, [False, False, False, True], 3560, 'East', (18, 13))
Element 21: (3, (18, 13), ['', '%', '%', '%'], [(14, 8), (16, 3), (13, 12)], [False, True, True, True], 58, False, [False, False, False, False], 3599, 'West', (17, 13))
Element 22: (3, (17, 13), ['', '%', '%', ''], [(15, 8), (17, 3), (12, 12)], [False, True, True, False], 56, False, [False, False, False, False], 3628, 'West', (16, 13))
Element 23: (3, (16, 13), ['%', '', '%', ''], [(16, 8), (17, 4), (12, 13)], [True, False, True, False], 54, False, [False, False, False, False], 4647, 'South', (16, 12))
Element 24: (3, (16, 12), ['', '', '', '%'], [(17, 8), (18, 4), (11, 13)], [False, False, False, True], 52, False, [False, False, False, False], 4676, 'West', (15, 12))
Element 25: (3, (15, 12), ['', '', '%', ''], [(18, 8), (18, 5), (10, 13)], [False, False, True, False], 50, False, [False, False, False, False], 4705, 'South', (15, 11))
Element 26: (3, (15, 11), ['', '', '', ''], [(18, 9), (18, 6), (10, 12)], [False, False, False, False], 48, False, [False, False, False, False], 4734, 'West', (14, 11))
Element 27: (3, (14, 11), ['', '', '', ''], [(17, 9), (17, 6), (10, 11)], [False, False, False, False], 46, False, [False, False, False, False], 4763, 'North', (14, 12))
Element 28: (3, (14, 12), ['', '', '%', ''], [(16, 9), (17, 5), (11, 11)], [False, False, True, False], 44, False, [False, False, False, False], 4792, 'West', (13, 12))
Element 29: (3, (13, 12), ['', '', '%', ''], [(15, 9), (17, 6), (10, 11)], [False, False, True, False], 42, False, [False, False, False, False], 4801, 'South', (13, 11))
Element 30: (3, (13, 11), ['', '', '', ''], [(15, 10), (16, 6), (9, 11)], [False, False, False, False], 40, False, [False, False, False, False], 4820, 'West', (12, 11))
Element 31: (3, (12, 11), ['', '', '', ''], [(16, 10), (16, 7), (9, 12)], [False, False, False, False], 38, False, [False, False, False, False], 4839, 'North', (12, 12))
Element 32: (3, (12, 12), ['%', '', '', ''], [(17, 10), (15, 7), (9, 11)], [True, False, False, False], 36, False, [False, False, False, False], 4848, 'North', (12, 13))
Element 33: (3, (12, 13), ['', '', '%', '%'], [(18, 10), (15, 6), (8, 11)], [False, False, True, True], 34, False, [False, False, False, False], 4867, 'West', (11, 13))
Element 34: (3, (11, 13), ['', '%', '%', ''], [(18, 11), (15, 5), (7, 11)], [False, True, True, False], 32, False, [False, False, False, False], 5876, 'West', (10, 13))
Element 35: (3, (10, 13), ['%', '', '%', ''], [(17, 11), (15, 4), (7, 10)], [True, False, True, False], 30, False, [False, False, False, False], 5895, 'South', (10, 12))
Element 36: (3, (10, 12), ['', '', '', '%'], [(16, 11), (16, 4), (7, 9)], [False, False, False, True], 28, False, [False, False, False, False], 6904, 'South', (10, 11))
Element 37: (3, (10, 11), ['', '', '', ''], [(16, 12), (15, 4), (6, 9)], [False, False, False, False], 26, False, [False, False, False, False], 7903, 'East', (11, 11))
Element 38: (3, (11, 11), ['', '', '%', ''], [(16, 13), (15, 5), (6, 10)], [False, False, True, False], 24, False, [False, False, False, False], 7912, 'South', (11, 10))
Element 39: (3, (11, 10), ['', '', '', ''], [(17, 13), (14, 5), (6, 11)], [False, False, False, False], 22, False, [False, False, False, False], 7931, 'East', (12, 10))
Element 40: (3, (12, 10), ['', '', '', ''], [(18, 13), (14, 6), (5, 11)], [False, False, False, False], 20, False, [False, False, False, False], 7950, 'West', (11, 10))
Element 41: (3, (11, 10), ['', '', '', ''], [(17, 13), (14, 7), (5, 10)], [False, False, False, False], 18, False, [False, False, False, False], 7969, 'West', (10, 10))
Element 42: (3, (10, 10), ['', '%', '', ''], [(16, 13), (13, 7), (5, 9)], [False, True, False, False], 16, False, [False, False, False, False], 7988, 'West', (9, 10))
Element 43: (3, (9, 10), ['.', '', '', ''], [(16, 12), (13, 6), (4, 9)], [False, False, False, False], 14, False, [True, False, False, False], 8007, 'West', (8, 10))
Element 44: (3, (8, 10), ['', '.', '', ''], [(15, 12), (13, 5), (4, 10)], [False, False, False, False], 12, False, [False, True, False, False], 8036, 'South', (8, 9))
Element 45: (3, (8, 9), ['', '.', '', ''], [(15, 11), (12, 5), (3, 10)], [False, False, False, False], 10, False, [False, True, False, False], 8065, 'South', (8, 8))
Element 46: (3, (8, 8), ['%', '%', '', ''], [(14, 11), (12, 6), (3, 11)], [True, True, False, False], 8, False, [False, False, False, False], 8094, 'East', (9, 8))
Element 47: (3, (9, 8), ['', '', '', ''], [(14, 12), (12, 7), (3, 12)], [False, False, False, False], 6, False, [False, False, False, False], 8113, 'North', (9, 9))
Element 48: (3, (9, 9), ['', '', '', '%'], [(13, 12), (12, 6), (3, 13)], [False, False, False, True], 4, False, [False, False, False, False], 8122, 'South', (9, 8))
Element 49: (3, (9, 8), ['', '', '', ''], [(13, 11), (12, 5), (4, 13)], [False, False, False, False], 2, False, [False, False, False, False], 9121, 'West', (8, 8))
Element 50: (3, (8, 8), ['%', '%', '', ''], [(13, 11), (12, 5), (4, 13)], [True, True, False, False], 0, False, [False, False, False, False], 9120, 'Stop', (8, 8))
Element 51: #0#
