Element 1: (2, (11, 1), ['.', '%', '.', '.'], [(16, 8), (5, 13), (13, 9)], [False, True, False, False], 98, False, [True, False, True, True], 1009, 'East', (12, 1))
Element 2: (2, (12, 1), ['', '%', '.', '.'], [(17, 8), (4, 13), (13, 10)], [False, True, False, False], 96, False, [False, False, True, True], 2038, 'East', (13, 1))
Element 3: (2, (13, 1), ['', '%', '%', '.'], [(18, 8), (3, 13), (14, 10)], [False, True, True, False], 94, False, [False, False, False, True], 2077, 'East', (14, 1))
Element 4: (2, (14, 1), ['', '%', '.', '%'], [(18, 9), (3, 12), (15, 10)], [False, True, False, True], 92, False, [False, False, True, False], 2116, 'North', (14, 2))
Element 5: (2, (14, 2), ['%', '', '.', '.'], [(18, 10), (3, 11), (16, 10)], [True, False, False, False], 90, False, [False, False, True, True], 2155, 'East', (15, 2))
Element 6: (2, (15, 2), ['', '%', '%', '.'], [(18, 11), (3, 10), (17, 10)], [False, True, True, False], 88, False, [False, False, False, True], 2194, 'East', (16, 2))
Element 7: (2, (16, 2), ['', '%', '.', '%'], [(18, 10), (4, 10), (17, 11)], [False, True, False, True], 86, False, [False, False, True, False], 2223, 'North', (16, 3))
Element 8: (2, (16, 3), ['%', '', '.', '.'], [(18, 9), (5, 10), (16, 11)], [True, False, False, False], 84, False, [False, False, True, True], 2252, 'East', (17, 3))
Element 9: (2, (17, 3), ['', '%', '.', '%'], [(17, 9), (6, 10), (16, 12)], [False, True, False, True], 82, False, [False, False, True, False], 2291, 'North', (17, 4))
Element 10: (2, (17, 4), ['.', '', '.', '.'], [(16, 9), (6, 9), (16, 13)], [False, False, False, False], 80, False, [True, False, True, True], 3320, 'East', (18, 4))
Element 11: (2, (18, 4), ['', '%', '.', '%'], [(15, 9), (7, 9), (17, 13)], [False, True, False, True], 78, False, [False, False, True, False], 4349, 'North', (18, 5))
Element 12: (2, (18, 5), ['.', '', '.', '%'], [(15, 8), (8, 9), (18, 13)], [False, False, False, True], 76, False, [True, False, True, False], 4388, 'North', (18, 6))
Element 13: (2, (18, 6), ['.', '', '%', '%'], [(15, 7), (9, 9), (17, 13)], [False, False, True, True], 74, False, [True, False, False, False], 4417, 'West', (17, 6))
Element 14: (2, (17, 6), ['.', '.', '%', ''], [(15, 6), (9, 10), (16, 13)], [False, False, True, False], 72, False, [True, True, False, False], 4446, 'South', (17, 5))
Element 15: (2, (17, 5), ['%', '', '', ''], [(16, 6), (10, 10), (16, 12)], [True, False, False, False], 70, False, [False, False, False, False], 4475, 'North', (17, 6))
Element 16: (2, (17, 6), ['', '', '%', ''], [(15, 6), (11, 10), (15, 12)], [False, False, True, False], 68, False, [False, False, False, False], 4494, 'West', (16, 6))
Element 17: (2, (16, 6), ['', '%', '', ''], [(15, 5), (12, 10), (15, 11)], [False, True, False, False], 66, False, [False, False, False, False], 4523, 'North', (16, 7))
Element 18: (2, (16, 7), ['', '', '', '%'], [(15, 4), (12, 11), (14, 11)], [False, False, False, True], 64, False, [False, False, False, False], 4552, 'North', (16, 8))
Element 19: (2, (16, 8), ['', '', '', ''], [(16, 4), (13, 11), (14, 12)], [False, False, False, False], 62, False, [False, False, False, False], 4581, 'East', (17, 8))
Element 20: (2, (17, 8), ['', '%', '', ''], [(17, 4), (14, 11), (13, 12)], [False, True, False, False], 60, False, [False, False, False, False], 4590, 'East', (18, 8))
Element 21: (2, (18, 8), ['', '%', '', '%'], [(18, 4), (15, 11), (12, 12)], [False, True, False, True], 58, False, [False, False, False, False], 4599, 'North', (18, 9))
Element 22: (2, (18, 9), ['', '', '', '%'], [(18, 5), (16, 11), (12, 13)], [False, False, False, True], 56, False, [False, False, False, False], 5598, 'North', (18, 10))
Element 23: (2, (18, 10), ['', '', '', '%'], [(18, 6), (17, 11), (11, 13)], [False, False, False, True], 54, False, [False, False, False, False], 5607, 'North', (18, 11))
Element 24: (2, (18, 11), ['', '', '%', '%'], [(17, 6), (17, 10), (10, 13)], [False, False, True, True], 52, False, [False, False, False, False], 5616, 'West', (17, 11))
Element 25: (2, (17, 11), ['', '', '%', ''], [(17, 5), (18, 10), (10, 12)], [False, False, True, False], 50, False, [False, False, False, False], 5625, 'South', (17, 10))
Element 26: (2, (17, 10), ['', '', '', ''], [(17, 6), (18, 11), (10, 11)], [False, False, False, False], 48, False, [False, False, False, False], 5634, 'South', (17, 9))
Element 27: (2, (17, 9), ['', '', '', ''], [(18, 6), (18, 10), (11, 11)], [False, False, False, False], 46, False, [False, False, False, False], 5643, 'West', (16, 9))
Element 28: (2, (16, 9), ['', '', '', ''], [(18, 5), (18, 9), (12, 11)], [False, False, False, False], 44, False, [False, False, False, False], 5642, 'North', (16, 10))
Element 29: (2, (16, 10), ['', '', '', ''], [(17, 5), (18, 8), (13, 11)], [False, False, False, False], 42, False, [False, False, False, False], 5641, 'North', (16, 11))
Element 30: (2, (16, 11), ['', '', '', ''], [(18, 5), (17, 8), (12, 11)], [False, False, False, False], 40, False, [False, False, False, False], 5640, 'North', (16, 12))
Element 31: (2, (16, 12), ['', '', '', '%'], [(18, 4), (17, 9), (12, 10)], [False, False, False, True], 38, False, [False, False, False, False], 5639, 'North', (16, 13))
Element 32: (2, (16, 13), ['%', '', '%', ''], [(17, 4), (16, 9), (12, 9)], [True, False, True, False], 36, False, [False, False, False, False], 5648, 'East', (17, 13))
Element 33: (2, (17, 13), ['', '%', '%', ''], [(17, 5), (16, 10), (11, 9)], [False, True, True, False], 34, False, [False, False, False, False], 5657, 'East', (18, 13))
Element 34: (2, (18, 13), ['', '%', '%', '%'], [(17, 4), (15, 10), (11, 8)], [False, True, True, True], 32, False, [False, False, False, False], 5666, 'West', (17, 13))
Element 35: (2, (17, 13), ['', '%', '%', ''], [(17, 3), (15, 9), (10, 8)], [False, True, True, False], 30, False, [False, False, False, False], 5675, 'West', (16, 13))
Element 36: (2, (16, 13), ['%', '', '%', ''], [(16, 3), (15, 8), (10, 7)], [True, False, True, False], 28, False, [False, False, False, False], 6674, 'South', (16, 12))
Element 37: (2, (16, 12), ['', '', '', '%'], [(16, 2), (14, 8), (9, 7)], [False, False, False, True], 26, False, [False, False, False, False], 7683, 'West', (15, 12))
Element 38: (2, (15, 12), ['', '', '%', ''], [(15, 2), (14, 7), (9, 8)], [False, False, True, False], 24, False, [False, False, False, False], 7702, 'South', (15, 11))
Element 39: (2, (15, 11), ['', '', '', ''], [(14, 2), (14, 6), (8, 8)], [False, False, False, False], 22, False, [False, False, False, False], 7721, 'South', (15, 10))
Element 40: (2, (15, 10), ['', '', '', ''], [(14, 3), (14, 5), (8, 9)], [False, False, False, False], 20, False, [False, False, False, False], 7740, 'South', (15, 9))
Element 41: (2, (15, 9), ['%', '', '', ''], [(13, 3), (13, 5), (8, 10)], [True, False, False, False], 18, False, [False, False, False, False], 7769, 'South', (15, 8))
Element 42: (2, (15, 8), ['', '', '', ''], [(12, 3), (13, 6), (8, 11)], [False, False, False, False], 16, False, [False, False, False, False], 7798, 'South', (15, 7))
Element 43: (2, (15, 7), ['', '', '', ''], [(12, 2), (13, 7), (7, 11)], [False, False, False, False], 14, False, [False, False, False, False], 8817, 'South', (15, 6))
Element 44: (2, (15, 6), ['', '', '', ''], [(11, 2), (13, 8), (7, 10)], [False, False, False, False], 12, False, [False, False, False, False], 8846, 'South', (15, 5))
Element 45: (2, (15, 5), ['', '', '', '%'], [(11, 3), (13, 9), (7, 9)], [False, False, False, True], 10, False, [False, False, False, False], 8855, 'South', (15, 4))
Element 46: (2, (15, 4), ['%', '%', '', ''], [(10, 3), (13, 10), (6, 9)], [True, True, False, False], 8, False, [False, False, False, False], 8864, 'East', (16, 4))
Element 47: (2, (16, 4), ['', '', '%', ''], [(10, 4), (14, 10), (5, 9)], [False, False, True, False], 6, False, [False, False, False, False], 8883, 'West', (15, 4))
Element 48: (2, (15, 4), ['%', '%', '', ''], [(10, 5), (13, 10), (4, 9)], [True, True, False, False], 4, False, [False, False, False, False], 8902, 'North', (15, 5))
Element 49: (2, (15, 5), ['', '', '', '%'], [(10, 6), (13, 9), (4, 10)], [False, False, False, True], 2, False, [False, False, False, False], 8911, 'West', (14, 5))
Element 50: (2, (14, 5), ['', '%', '', ''], [(10, 6), (13, 9), (5, 10)], [False, True, False, False], 0, False, [False, False, False, False], 8910, 'Stop', (14, 5))
Element 51: #0#
