Element 1: (0, (4, 1), ['.', '%', '.', '%'], [(5, 2), (6, 3), (16, 7)], [False, True, False, True], 98, False, [True, False, True, False], 0, 'North', (4, 2))
Element 2: (0, (4, 2), ['.', '', '%', ''], [(6, 2), (7, 3), (16, 8)], [False, False, True, False], 96, False, [True, False, False, False], 39, 'West', (3, 2))
Element 3: (0, (3, 2), ['.', '.', '%', ''], [(7, 2), (7, 4), (17, 8)], [False, False, True, False], 94, False, [True, True, False, False], 78, 'South', (3, 1))
Element 4: (0, (3, 1), ['F', '%', '', ''], [(8, 2), (8, 4), (18, 8)], [False, True, False, False], 92, False, [False, False, False, False], 117, 'West', (2, 1))
Element 5: (0, (2, 1), ['.', '%', '.', ''], [(9, 2), (9, 4), (18, 9)], [False, True, False, False], 90, False, [True, False, True, False], 1146, 'North', (2, 2))
Element 6: (0, (2, 2), ['.', '', '%', ''], [(9, 1), (10, 4), (18, 10)], [False, False, True, False], 88, False, [True, False, False, False], 2175, 'West', (1, 2))
Element 7: (0, (1, 2), ['%', '.', '%', ''], [(10, 1), (10, 5), (18, 11)], [True, False, True, False], 86, False, [False, True, False, False], 2214, 'South', (1, 1))
Element 8: (0, (1, 1), ['%', '%', '', ''], [(11, 1), (10, 6), (17, 11)], [True, True, False, False], 84, False, [False, False, False, False], 2253, 'North', (1, 2))
Element 9: (0, (1, 2), ['%', '', '%', ''], [(12, 1), (10, 7), (17, 10)], [True, False, True, False], 82, False, [False, False, False, False], 3272, 'East', (2, 2))
Element 10: (0, (2, 2), ['', '', '%', ''], [(13, 1), (9, 7), (17, 9)], [False, False, True, False], 80, False, [False, False, False, False], 4291, 'South', (2, 1))
Element 11: (0, (2, 1), ['', '%', '', ''], [(14, 1), (9, 8), (16, 9)], [False, True, False, False], 78, False, [False, False, False, False], 4320, 'West', (1, 1))
Element 12: (0, (1, 1), ['%', '%', '', ''], [(14, 2), (10, 8), (16, 10)], [True, True, False, False], 76, False, [False, False, False, False], 4349, 'East', (2, 1))
Element 13: (0, (2, 1), ['', '%', '', ''], [(15, 2), (11, 8), (16, 11)], [False, True, False, False], 74, False, [False, False, False, False], 4378, 'East', (3, 1))
Element 14: (0, (3, 1), ['', '%', '', ''], [(16, 2), (11, 9), (16, 12)], [False, True, False, False], 72, False, [False, False, False, False], 4407, 'North', (3, 2))
Element 15: (0, (3, 2), ['', '', '%', ''], [(16, 3), (12, 9), (16, 13)], [False, False, True, False], 70, False, [False, False, False, False], 4436, 'West', (2, 2))
Element 16: (0, (2, 2), ['', '', '%', ''], [(17, 3), (13, 9), (17, 13)], [False, False, True, False], 68, False, [False, False, False, False], 4465, 'East', (3, 2))
Element 17: (0, (3, 2), ['', '', '%', ''], [(17, 4), (13, 10), (18, 13)], [False, False, True, False], 66, False, [False, False, False, False], 4494, 'East', (4, 2))
Element 18: (0, (4, 2), ['', '', '%', ''], [(18, 4), (14, 10), (17, 13)], [False, False, True, False], 64, False, [False, False, False, False], 4513, 'East', (5, 2))
Element 19: (0, (5, 2), ['', '%', '.', ''], [(18, 5), (15, 10), (16, 13)], [False, True, False, False], 62, False, [False, False, True, False], 4532, 'North', (5, 3))
Element 20: (0, (5, 3), ['%', '', '.', ''], [(18, 6), (15, 11), (16, 12)], [True, False, False, False], 60, False, [False, False, True, False], 4561, 'North', (5, 4))
Element 21: (0, (5, 4), ['.', '', '.', '.'], [(17, 6), (15, 12), (16, 11)], [False, False, False, False], 58, False, [True, False, True, True], 4590, 'East', (6, 4))
Element 22: (0, (6, 4), ['', '', '.', ''], [(17, 5), (14, 12), (16, 12)], [False, False, False, False], 56, False, [False, False, True, False], 4619, 'North', (6, 5))
Element 23: (0, (6, 5), ['.', '', '.', '.'], [(17, 6), (14, 11), (16, 11)], [False, False, False, False], 54, False, [True, False, True, True], 4638, 'East', (7, 5))
