Element 1: (1, (10, 10), ['G', '%', '.', '.'], [(9, 10), (14, 12), (17, 3)], [False, True, False, False], 98, False, [False, False, True, True], 9, 'East', (11, 10))
Element 16: (1, (16, 9), ['', '', '', 'G'], [(17, 9), (18, 11), (15, 8)], [False, False, False, False], 68, False, [False, False, False, False], 384, 'South', (16, 8))
Element 17: (1, (16, 8), ['', '', '', ''], [(17, 10), (18, 10), (15, 7)], [False, False, False, False], 66, False, [False, False, False, False], 393, 'South', (16, 7))
Element 18: (1, (16, 7), ['', '', '', '%'], [(16, 10), (18, 9), (15, 6)], [False, False, False, True], 64, False, [False, False, False, False], 402, 'South', (16, 6))
Element 19: (1, (16, 6), ['', '%', '', ''], [(16, 9), (18, 8), (15, 5)], [False, True, False, False], 62, False, [False, False, False, False], 411, 'East', (17, 6))
Element 20: (1, (17, 6), ['', '', '%', ''], [(16, 8), (17, 8), (15, 4)], [False, False, True, False], 60, False, [False, False, False, False], 420, 'East', (18, 6))
Element 21: (1, (18, 6), ['', '', '%', '%'], [(16, 7), (17, 9), (16, 4)], [False, False, True, True], 58, False, [False, False, False, False], 429, 'South', (18, 5))
Element 22: (1, (18, 5), ['', '', '', '%'], [(16, 6), (17, 10), (16, 3)], [False, False, False, True], 56, False, [False, False, False, False], 438, 'South', (18, 4))
Element 23: (1, (18, 4), ['', '%', '', '%'], [(17, 6), (16, 10), (16, 2)], [False, True, False, True], 54, False, [False, False, False, False], 447, 'West', (17, 4))
Element 24: (1, (17, 4), ['', '', '', ''], [(18, 6), (16, 9), (15, 2)], [False, False, False, False], 52, False, [False, False, False, False], 456, 'North', (17, 5))
Element 25: (1, (17, 5), ['%', '', '', 'G'], [(18, 5), (16, 8), (14, 2)], [True, False, False, False], 50, False, [False, False, False, False], 465, 'South', (17, 4))
Element 26: (1, (17, 4), ['', '', '', 'G'], [(18, 4), (16, 7), (14, 3)], [False, False, False, False], 48, False, [False, False, False, False], 474, 'South', (17, 3))
Element 27: (1, (17, 3), ['', '%', 'G', '%'], [(17, 4), (16, 6), (13, 3)], [False, True, False, True], 46, False, [False, False, False, False], 483, 'West', (16, 3))
Element 28: (1, (16, 3), ['%', '', '', ''], [(17, 5), (17, 6), (12, 3)], [True, False, False, False], 44, False, [False, False, False, False], 492, 'North', (16, 4))
Element 29: (1, (16, 4), ['', '', '%', 'G'], [(17, 4), (18, 6), (12, 2)], [False, False, True, False], 42, False, [False, False, False, False], 501, 'West', (15, 4))
Element 30: (1, (15, 4), ['%', '%', '', ''], [(17, 3), (18, 5), (12, 1)], [True, True, False, False], 40, False, [False, False, False, False], 510, 'North', (15, 5))
Element 31: (1, (15, 5), ['.', '', '', '%'], [(16, 3), (18, 4), (13, 1)], [False, False, False, True], 38, False, [True, False, False, False], 519, 'West', (14, 5))
Element 32: (1, (14, 5), ['.', '%', '.', ''], [(16, 4), (17, 4), (14, 1)], [False, True, False, False], 36, False, [True, False, True, False], 538, 'North', (14, 6))
Element 33: (1, (14, 6), ['.', '', '.', ''], [(15, 4), (17, 5), (13, 1)], [False, False, False, False], 34, False, [True, False, True, False], 547, 'North', (14, 7))
Element 34: (1, (14, 7), ['.', '', '.', ''], [(15, 5), (17, 4), (12, 1)], [False, False, False, False], 32, False, [True, False, True, False], 556, 'North', (14, 8))
Element 35: (1, (14, 8), ['.', '', '%', ''], [(15, 6), (17, 3), (11, 1)], [False, False, True, False], 30, False, [True, False, False, False], 575, 'West', (13, 8))
Element 36: (1, (13, 8), ['%', '.', '.', ''], [(15, 7), (16, 3), (11, 2)], [True, False, False, False], 28, False, [False, True, True, False], 594, 'North', (13, 9))
Element 37: (1, (13, 9), ['.', '', '', '%'], [(15, 8), (16, 4), (11, 3)], [False, False, False, True], 26, False, [True, False, False, False], 613, 'West', (12, 9))
Element 38: (1, (12, 9), ['.', '%', '', ''], [(15, 9), (15, 4), (10, 3)], [False, True, False, False], 24, False, [True, False, False, False], 632, 'West', (11, 9))
Element 39: (1, (11, 9), ['%', '.', '', ''], [(15, 10), (15, 5), (10, 4)], [True, False, False, False], 22, False, [False, True, False, False], 651, 'South', (11, 8))
Element 40: (1, (11, 8), ['.', '%', '', '%'], [(14, 10), (15, 6), (10, 5)], [False, True, False, True], 20, False, [True, False, False, False], 670, 'West', (10, 8))
Element 41: (1, (10, 8), ['.', 'F', '%', ''], [(13, 10), (15, 7), (10, 6)], [False, False, True, False], 18, False, [True, False, False, False], 689, 'South', (10, 7))
Element 42: (1, (10, 7), ['F', '', '', '%'], [(13, 9), (15, 8), (9, 6)], [False, False, False, True], 16, False, [False, False, False, False], 1698, 'West', (9, 7))
Element 43: (1, (9, 7), ['%', '', '.', ''], [(13, 8), (15, 9), (9, 5)], [True, False, False, False], 14, False, [False, False, True, False], 2707, 'North', (9, 8))
Element 44: (1, (9, 8), ['.', '', '.', ''], [(13, 7), (15, 10), (9, 4)], [False, False, False, False], 12, False, [True, False, True, False], 2736, 'North', (9, 9))
Element 45: (1, (9, 9), ['.', '', '', '%'], [(13, 6), (14, 10), (8, 4)], [False, False, False, True], 10, False, [True, False, False, False], 2765, 'West', (8, 9))
Element 46: (1, (8, 9), ['F', '.', '', ''], [(13, 5), (14, 11), (7, 4)], [False, False, False, False], 8, False, [False, True, False, False], 2794, 'West', (7, 9))
Element 47: (1, (7, 9), ['F', '%', '.', ''], [(12, 5), (13, 11), (7, 5)], [False, True, False, False], 6, False, [False, False, True, False], 3813, 'West', (6, 9))
Element 48: (1, (6, 9), ['.', '%', '.', ''], [(12, 6), (13, 12), (6, 5)], [False, True, False, False], 4, False, [True, False, True, False], 4842, 'North', (6, 10))
Element 49: (1, (6, 10), ['.', '', '.', '.'], [(12, 7), (12, 12), (6, 6)], [False, False, False, False], 2, False, [True, False, True, True], 4881, 'East', (7, 10))
Element 50: (1, (7, 10), ['', '', 'F', ''], [(12, 7), (12, 13), (6, 7)], [False, False, False, False], 0, False, [False, False, False, False], 5900, 'Stop', (7, 10))
Element 51: #0#
