Element 1: (1, (3, 13), ['.', '.', '%', 'F'], [(7, 11), (14, 8), (17, 5)], [False, False, True, False], 98, False, [True, True, False, False], 999, 'East', (4, 13))
Element 2: (1, (4, 13), ['', '%', '%', 'F'], [(8, 11), (15, 8), (18, 5)], [False, True, True, False], 96, False, [False, False, False, False], 2028, 'East', (5, 13))
Element 3: (1, (5, 13), ['', '%', '%', '.'], [(9, 11), (16, 8), (18, 6)], [False, True, True, False], 94, False, [False, False, False, True], 3057, 'East', (6, 13))
Element 4: (1, (6, 13), ['', '%', '%', '.'], [(10, 11), (17, 8), (17, 6)], [False, True, True, False], 92, False, [False, False, False, True], 3096, 'East', (7, 13))
Element 5: (1, (7, 13), ['', '%', '%', '%'], [(11, 11), (18, 8), (16, 6)], [False, True, True, True], 90, False, [False, False, False, False], 3135, 'West', (6, 13))
Element 6: (1, (6, 13), ['', '%', '%', ''], [(12, 11), (18, 9), (16, 7)], [False, True, True, False], 88, False, [False, False, False, False], 3164, 'West', (5, 13))
Element 7: (1, (5, 13), ['', '%', '%', ''], [(13, 11), (18, 10), (15, 7)], [False, True, True, False], 86, False, [False, False, False, False], 3193, 'West', (4, 13))
Element 8: (1, (4, 13), ['', '%', '%', ''], [(14, 11), (18, 11), (15, 6)], [False, True, True, False], 84, False, [False, False, False, False], 3222, 'West', (3, 13))
Element 9: (1, (3, 13), ['.', '.', '%', ''], [(15, 11), (17, 11), (15, 5)], [False, False, True, False], 82, False, [True, True, False, False], 3251, 'South', (3, 12))
Element 10: (1, (3, 12), ['.', '.', '', '%'], [(16, 11), (17, 10), (15, 4)], [False, False, False, True], 80, False, [True, True, False, False], 3290, 'South', (3, 11))
Element 11: (1, (3, 11), ['.', '.', '', '%'], [(16, 12), (17, 9), (16, 4)], [False, False, False, True], 78, False, [True, True, False, False], 3329, 'South', (3, 10))
Element 12: (1, (3, 10), ['.', '%', '', '.'], [(16, 13), (16, 9), (17, 4)], [False, True, False, False], 76, False, [True, False, False, True], 3368, 'East', (4, 10))
Element 13: (1, (4, 10), ['', '.', '%', '.'], [(17, 13), (16, 10), (18, 4)], [False, False, True, False], 74, False, [False, True, False, True], 3407, 'East', (5, 10))
Element 14: (1, (5, 10), ['', '.', '.', '.'], [(18, 13), (15, 10), (17, 4)], [False, False, False, False], 72, False, [False, True, True, True], 3436, 'East', (6, 10))
Element 15: (1, (6, 10), ['', 'F', '', '.'], [(17, 13), (15, 9), (17, 3)], [False, False, False, False], 70, False, [False, False, False, True], 3465, 'South', (6, 9))
Element 16: (1, (6, 9), ['.', '%', '', 'F'], [(16, 13), (15, 10), (16, 3)], [False, True, False, False], 68, False, [True, False, False, False], 4474, 'East', (7, 9))
Element 17: (1, (7, 9), ['', '%', '.', '.'], [(16, 12), (14, 10), (16, 2)], [False, True, False, False], 66, False, [False, False, True, True], 5493, 'East', (8, 9))
Element 18: (1, (8, 9), ['', '.', '.', '.'], [(15, 12), (13, 10), (15, 2)], [False, False, False, False], 64, False, [False, True, True, True], 5532, 'East', (9, 9))
Element 19: (1, (9, 9), ['', '.', '.', '%'], [(14, 12), (13, 9), (14, 2)], [False, False, False, True], 62, False, [False, True, True, False], 5571, 'North', (9, 10))
Element 20: (1, (9, 10), ['.', '', '', '.'], [(13, 12), (13, 8), (14, 3)], [False, False, False, False], 60, False, [True, False, False, True], 5610, 'East', (10, 10))
Element 21: (1, (10, 10), ['', '%', '', '.'], [(12, 12), (13, 7), (13, 3)], [False, True, False, False], 58, False, [False, False, False, True], 5649, 'East', (11, 10))
Element 22: (1, (11, 10), ['', '.', '', '.'], [(12, 13), (14, 7), (12, 3)], [False, False, False, False], 56, False, [False, True, False, True], 6678, 'East', (12, 10))
Element 23: (1, (12, 10), ['', '.', '', ''], [(11, 13), (14, 6), (12, 2)], [False, False, False, False], 54, False, [False, True, False, False], 6717, 'South', (12, 9))
Element 24: (1, (12, 9), ['.', '%', '', ''], [(10, 13), (14, 5), (12, 1)], [False, True, False, False], 52, False, [True, False, False, False], 6756, 'West', (11, 9))
Element 25: (1, (11, 9), ['%', '.', '', ''], [(10, 12), (13, 5), (13, 1)], [True, False, False, False], 50, False, [False, True, False, False], 6795, 'South', (11, 8))
Element 26: (1, (11, 8), ['.', '%', '', '%'], [(9, 12), (13, 6), (14, 1)], [False, True, False, True], 48, False, [True, False, False, False], 6834, 'West', (10, 8))
Element 27: (1, (10, 8), ['.', 'F', '%', ''], [(10, 12), (12, 6), (13, 1)], [False, False, True, False], 46, False, [True, False, False, False], 6853, 'South', (10, 7))
Element 28: (1, (10, 7), ['F', '.', '', '%'], [(10, 13), (12, 7), (12, 1)], [False, False, False, True], 44, False, [False, True, False, False], 7862, 'West', (9, 7))
Element 29: (1, (9, 7), ['%', '.', '.', ''], [(11, 13), (12, 6), (11, 1)], [True, False, False, False], 42, False, [False, True, True, False], 8871, 'North', (9, 8))
Element 30: (1, (9, 8), ['.', '', '', ''], [(12, 13), (12, 5), (11, 2)], [False, False, False, False], 40, False, [True, False, False, False], 8900, 'West', (8, 8))
Element 31: (1, (8, 8), ['%', '%', '', ''], [(12, 12), (12, 6), (11, 3)], [True, True, False, False], 38, False, [False, False, False, False], 8919, 'East', (9, 8))
Element 32: (1, (9, 8), ['', '', '', ''], [(13, 12), (13, 6), (10, 3)], [False, False, False, False], 36, False, [False, False, False, False], 8928, 'South', (9, 7))
Element 33: (1, (9, 7), ['%', '.', '', ''], [(14, 12), (13, 5), (10, 4)], [True, False, False, False], 34, False, [False, True, False, False], 8937, 'South', (9, 6))
Element 34: (1, (9, 6), ['%', '.', '', '.'], [(15, 12), (12, 5), (10, 5)], [True, False, False, False], 32, False, [False, True, False, True], 8956, 'East', (10, 6))
Element 35: (1, (10, 6), ['', '', '', '%'], [(16, 12), (13, 5), (9, 5)], [False, False, False, True], 30, False, [False, False, False, False], 8975, 'South', (10, 5))
Element 36: (1, (10, 5), ['', '', '', '%'], [(16, 11), (14, 5), (9, 4)], [False, False, False, True], 28, False, [False, False, False, False], 8984, 'South', (10, 4))
Element 37: (1, (10, 4), ['', '', '', '%'], [(16, 10), (15, 5), (8, 4)], [False, False, False, True], 26, False, [False, False, False, False], 8993, 'South', (10, 3))
Element 38: (1, (10, 3), ['%', '.', '', ''], [(17, 10), (15, 6), (7, 4)], [True, False, False, False], 24, False, [False, True, False, False], 9002, 'South', (10, 2))
Element 39: (1, (10, 2), ['.', '.', '', ''], [(18, 10), (16, 6), (7, 5)], [False, False, False, False], 22, False, [True, True, False, False], 9021, 'South', (10, 1))
Element 40: (1, (10, 1), ['F', '%', '', ''], [(18, 11), (17, 6), (6, 5)], [False, True, False, False], 20, False, [False, False, False, False], 9040, 'West', (9, 1))
Element 41: (1, (9, 1), ['%', '%', '.', ''], [(17, 11), (18, 6), (6, 6)], [True, True, False, False], 18, False, [False, False, True, False], 10049, 'North', (9, 2))
Element 42: (1, (9, 2), ['.', '', '%', ''], [(18, 11), (18, 5), (6, 7)], [False, False, True, False], 16, False, [True, False, False, False], 10068, 'West', (8, 2))
Element 43: (1, (8, 2), ['.', '%', '%', ''], [(18, 10), (18, 4), (5, 7)], [False, True, True, False], 14, False, [True, False, False, False], 10087, 'West', (7, 2))
Element 44: (1, (7, 2), ['.', '%', '.', ''], [(18, 9), (17, 4), (5, 6)], [False, True, False, False], 12, False, [True, False, True, False], 10106, 'North', (7, 3))
Element 45: (1, (7, 3), ['.', '', '', '%'], [(18, 8), (17, 5), (5, 5)], [False, False, False, True], 10, False, [True, False, False, False], 10125, 'West', (6, 3))
