Element 1: (2, (6, 10), ['.', 'F', '.', '.'], [(11, 13), (3, 10), (16, 7)], [False, False, False, False], 98, False, [True, False, True, True], 19, 'South', (6, 9))
Element 2: (2, (6, 9), ['.', '%', '', 'F'], [(12, 13), (4, 10), (16, 8)], [False, True, False, False], 96, False, [True, False, False, False], 2038, 'East', (7, 9))
Element 3: (2, (7, 9), ['', '%', '.', '.'], [(12, 12), (5, 10), (17, 8)], [False, True, False, False], 94, False, [False, False, True, True], 3067, 'East', (8, 9))
Element 4: (2, (8, 9), ['', '.', '.', '.'], [(13, 12), (5, 11), (18, 8)], [False, False, False, False], 92, False, [False, True, True, True], 3106, 'East', (9, 9))
Element 5: (2, (9, 9), ['', '.', '.', '%'], [(14, 12), (6, 11), (18, 9)], [False, False, False, True], 90, False, [False, True, True, False], 3145, 'North', (9, 10))
Element 6: (2, (9, 10), ['.', '', '.', '.'], [(15, 12), (7, 11), (18, 10)], [False, False, False, False], 88, False, [True, False, True, True], 4174, 'East', (10, 10))
Element 7: (2, (10, 10), ['', '%', '.', '.'], [(16, 12), (8, 11), (18, 11)], [False, True, False, False], 86, False, [False, False, True, True], 4213, 'East', (11, 10))
Element 8: (2, (11, 10), ['', '.', '.', '.'], [(16, 13), (9, 11), (17, 11)], [False, False, False, False], 84, False, [False, True, True, True], 4252, 'East', (12, 10))
Element 9: (2, (12, 10), ['', '.', '.', '.'], [(17, 13), (10, 11), (17, 10)], [False, False, False, False], 82, False, [False, True, True, True], 4291, 'East', (13, 10))
Element 10: (2, (13, 10), ['', '.', '.', '.'], [(18, 13), (11, 11), (17, 9)], [False, False, False, False], 80, False, [False, True, True, True], 4330, 'East', (14, 10))
Element 11: (2, (14, 10), ['', '%', '.', '.'], [(17, 13), (12, 11), (16, 9)], [False, True, False, False], 78, False, [False, False, True, True], 4359, 'East', (15, 10))
Element 12: (2, (15, 10), ['', '.', '.', 'G'], [(16, 13), (13, 11), (16, 10)], [False, False, False, False], 76, False, [False, True, True, False], 4388, 'North', (15, 11))
Element 13: (2, (15, 11), ['G', '', '', 'G'], [(16, 12), (14, 11), (16, 11)], [False, False, False, False], 74, False, [False, False, False, False], 4417, 'North', (15, 12))
Element 14: (2, (15, 12), ['G', 'G', '%', ''], [(16, 11), (14, 12), (15, 11)], [False, False, True, False], 72, False, [False, False, False, False], 4416, 'East', (16, 12))
Element 15: (2, (16, 12), ['G', '', '', '%'], [(17, 11), (13, 12), (15, 12)], [False, False, False, True], 70, False, [False, False, False, False], 4415, 'North', (16, 13))
Element 16: (2, (16, 13), ['%', 'G', '%', ''], [(18, 11), (12, 12), (16, 12)], [True, False, True, False], 68, False, [False, False, False, False], 4414, 'East', (17, 13))
Element 17: (2, (17, 13), ['G', '%', '%', ''], [(18, 10), (12, 13), (16, 13)], [False, True, True, False], 66, False, [False, False, False, False], 4413, 'East', (18, 13))
Element 18: (2, (18, 13), ['G', '%', '%', '%'], [(18, 9), (11, 13), (17, 13)], [False, True, True, True], 64, False, [False, False, False, False], 4412, 'Stop', (18, 13))
Element 19: (2, (18, 13), ['', '%', '%', '%'], [(18, 8), (10, 13), (16, 13)], [False, True, True, True], 62, False, [False, False, False, False], 4411, 'West', (17, 13))
Element 20: (2, (17, 13), ['', '%', '%', ''], [(17, 8), (10, 12), (16, 12)], [False, True, True, False], 60, False, [False, False, False, False], 4420, 'West', (16, 13))
Element 21: (2, (16, 13), ['%', '', '%', ''], [(17, 9), (9, 12), (15, 12)], [True, False, True, False], 58, False, [False, False, False, False], 4429, 'South', (16, 12))
Element 22: (2, (16, 12), ['', '', '', '%'], [(17, 10), (10, 12), (14, 12)], [False, False, False, True], 56, False, [False, False, False, False], 4428, 'Stop', (16, 12))
Element 23: (2, (16, 12), ['', '', '', '%'], [(16, 10), (10, 13), (14, 11)], [False, False, False, True], 54, False, [False, False, False, False], 4427, 'West', (15, 12))
Element 24: (2, (15, 12), ['', '', '%', ''], [(16, 9), (11, 13), (14, 10)], [False, False, True, False], 52, False, [False, False, False, False], 4426, 'South', (15, 11))
Element 25: (2, (15, 11), ['', 'G', '', ''], [(15, 9), (12, 13), (15, 10)], [False, False, False, False], 50, False, [False, False, False, False], 4435, 'West', (14, 11))
Element 26: (2, (14, 11), ['', 'G', '', ''], [(15, 8), (12, 12), (14, 10)], [False, False, False, False], 48, False, [False, False, False, False], 4444, 'North', (14, 12))
Element 27: (2, (14, 12), ['G', '', '%', ''], [(15, 7), (13, 12), (13, 10)], [False, False, True, False], 46, False, [False, False, False, False], 4453, 'South', (14, 11))
Element 28: (2, (14, 11), ['', '', 'G', ''], [(15, 6), (14, 12), (13, 9)], [False, False, False, False], 44, False, [False, False, False, False], 4472, 'West', (13, 11))
Element 29: (2, (13, 11), ['', '', '', 'G'], [(16, 6), (14, 11), (13, 8)], [False, False, False, False], 42, False, [False, False, False, False], 4491, 'North', (13, 12))
Element 30: (2, (13, 12), ['', '', '%', ''], [(17, 6), (14, 10), (14, 8)], [False, False, True, False], 40, False, [False, False, False, False], 4510, 'West', (12, 12))
Element 31: (2, (12, 12), ['%', '', '', ''], [(18, 6), (15, 10), (14, 7)], [True, False, False, False], 38, False, [False, False, False, False], 4529, 'North', (12, 13))
Element 32: (2, (12, 13), ['', '', '%', '%'], [(18, 5), (16, 10), (14, 6)], [False, False, True, True], 36, False, [False, False, False, False], 4548, 'West', (11, 13))
Element 33: (2, (11, 13), ['', '%', '%', ''], [(18, 4), (17, 10), (14, 5)], [False, True, True, False], 34, False, [False, False, False, False], 4567, 'West', (10, 13))
