Element 1: (1, (2, 2), ['.', 'F', '%', '.'], [(6, 7), (3, 6), (12, 9)], [False, False, True, False], 98, False, [True, False, False, True], 9, 'South', (2, 1))
Element 2: (1, (2, 1), ['.', '%', '', '.'], [(5, 7), (4, 6), (13, 9)], [False, True, False, False], 96, False, [True, False, False, True], 1038, 'East', (3, 1))
Element 3: (1, (3, 1), ['', '%', '.', '.'], [(6, 7), (5, 6), (13, 10)], [False, True, False, False], 94, False, [False, False, True, True], 1067, 'East', (4, 1))
Element 4: (1, (4, 1), ['', '%', '.', '%'], [(6, 6), (5, 5), (14, 10)], [False, True, False, True], 92, False, [False, False, True, False], 1096, 'North', (4, 2))
Element 5: (1, (4, 2), ['.', '', '%', '.'], [(5, 6), (6, 5), (15, 10)], [False, False, True, False], 90, False, [True, False, False, True], 1125, 'East', (5, 2))
Element 6: (1, (5, 2), ['', '%', '.', '.'], [(5, 5), (7, 5), (16, 10)], [False, True, False, False], 88, False, [False, False, True, True], 1154, 'East', (6, 2))
Element 7: (1, (6, 2), ['', '%', '.', '.'], [(5, 4), (7, 4), (17, 10)], [False, True, False, False], 86, False, [False, False, True, True], 1193, 'East', (7, 2))
Element 8: (1, (7, 2), ['', '%', '.', '.'], [(6, 4), (8, 4), (18, 10)], [False, True, False, False], 84, False, [False, False, True, True], 1232, 'East', (8, 2))
Element 9: (1, (8, 2), ['', '%', '%', '.'], [(6, 3), (9, 4), (18, 11)], [False, True, True, False], 82, False, [False, False, False, True], 1271, 'East', (9, 2))
Element 10: (1, (9, 2), ['', 'F', '%', '.'], [(7, 3), (10, 4), (17, 11)], [False, False, True, False], 80, False, [False, False, False, True], 1310, 'South', (9, 1))
Element 11: (1, (9, 1), ['%', '%', '', '.'], [(7, 4), (10, 5), (16, 11)], [True, True, False, False], 78, False, [False, False, False, True], 2329, 'East', (10, 1))
Element 12: (1, (10, 1), ['', '%', '.', '.'], [(8, 4), (10, 6), (16, 12)], [False, True, False, False], 76, False, [False, False, True, True], 2358, 'East', (11, 1))
Element 13: (1, (11, 1), ['', '%', '.', '.'], [(9, 4), (10, 7), (16, 13)], [False, True, False, False], 74, False, [False, False, True, True], 3377, 'East', (12, 1))
Element 14: (1, (12, 1), ['', '%', '.', '.'], [(9, 5), (9, 7), (17, 13)], [False, True, False, False], 72, False, [False, False, True, True], 4406, 'East', (13, 1))
Element 15: (1, (13, 1), ['', '%', '%', '.'], [(9, 6), (9, 8), (18, 13)], [False, True, True, False], 70, False, [False, False, False, True], 4445, 'East', (14, 1))
Element 16: (1, (14, 1), ['', '%', '.', '%'], [(10, 6), (10, 8), (17, 13)], [False, True, False, True], 68, False, [False, False, True, False], 4464, 'North', (14, 2))
Element 17: (1, (14, 2), ['%', '', '.', '.'], [(10, 7), (11, 8), (16, 13)], [True, False, False, False], 66, False, [False, False, True, True], 4483, 'East', (15, 2))
Element 18: (1, (15, 2), ['', '%', '%', '.'], [(10, 8), (11, 9), (16, 12)], [False, True, True, False], 64, False, [False, False, False, True], 4502, 'East', (16, 2))
Element 19: (1, (16, 2), ['', '%', '.', '%'], [(11, 8), (11, 10), (15, 12)], [False, True, False, True], 62, False, [False, False, True, False], 4531, 'North', (16, 3))
Element 20: (1, (16, 3), ['%', '', '.', '.'], [(11, 9), (12, 10), (15, 11)], [True, False, False, False], 60, False, [False, False, True, True], 4560, 'East', (17, 3))
Element 21: (1, (17, 3), ['', '%', '.', '%'], [(12, 9), (12, 11), (14, 11)], [False, True, False, True], 58, False, [False, False, True, False], 4589, 'North', (17, 4))
Element 22: (1, (17, 4), ['.', '', '.', '.'], [(13, 9), (13, 11), (14, 12)], [False, False, False, False], 56, False, [True, False, True, True], 4618, 'East', (18, 4))
Element 23: (1, (18, 4), ['', '%', '.', '%'], [(13, 8), (13, 12), (14, 11)], [False, True, False, True], 54, False, [False, False, True, False], 4647, 'North', (18, 5))
Element 24: (1, (18, 5), ['.', '', '.', '%'], [(14, 8), (12, 12), (15, 11)], [False, False, False, True], 52, False, [True, False, True, False], 4676, 'North', (18, 6))
Element 25: (1, (18, 6), ['.', '', '%', '%'], [(15, 8), (12, 13), (15, 12)], [False, False, True, True], 50, False, [True, False, False, False], 5695, 'West', (17, 6))
Element 26: (1, (17, 6), ['.', '.', '%', ''], [(16, 8), (11, 13), (14, 12)], [False, False, True, False], 48, False, [True, True, False, False], 5724, 'South', (17, 5))
Element 27: (1, (17, 5), ['%', '', '', ''], [(17, 8), (10, 13), (15, 12)], [True, False, False, False], 46, False, [False, False, False, False], 5753, 'North', (17, 6))
Element 28: (1, (17, 6), ['.', '', '%', ''], [(18, 8), (10, 12), (16, 12)], [False, False, True, False], 44, False, [True, False, False, False], 5772, 'West', (16, 6))
Element 29: (1, (16, 6), ['.', '%', '.', ''], [(18, 9), (10, 11), (16, 11)], [False, True, False, False], 42, False, [True, False, True, False], 5801, 'North', (16, 7))
Element 30: (1, (16, 7), ['.', '', '', '%'], [(17, 9), (11, 11), (15, 11)], [False, False, False, True], 40, False, [True, False, False, False], 5830, 'West', (15, 7))
Element 31: (1, (15, 7), ['.', '.', '', ''], [(16, 9), (10, 11), (16, 11)], [False, False, False, False], 38, False, [True, True, False, False], 5849, 'South', (15, 6))
Element 32: (1, (15, 6), ['.', '.', '', ''], [(15, 9), (10, 10), (17, 11)], [False, False, False, False], 36, False, [True, True, False, False], 5878, 'South', (15, 5))
Element 33: (1, (15, 5), ['.', '.', '', '%'], [(15, 10), (9, 10), (18, 11)], [False, False, False, True], 34, False, [True, True, False, False], 5897, 'South', (15, 4))
Element 34: (1, (15, 4), ['%', '%', '', '.'], [(16, 10), (9, 11), (18, 10)], [True, True, False, False], 32, False, [False, False, False, True], 5916, 'East', (16, 4))
Element 35: (1, (16, 4), ['', '', '%', ''], [(17, 10), (9, 12), (18, 9)], [False, False, True, False], 30, False, [False, False, False, False], 5935, 'West', (15, 4))
Element 36: (1, (15, 4), ['%', '%', '', ''], [(18, 10), (9, 11), (18, 8)], [True, True, False, False], 28, False, [False, False, False, False], 5934, 'North', (15, 5))
Element 37: (1, (15, 5), ['.', '', '', '%'], [(18, 11), (8, 11), (17, 8)], [False, False, False, True], 26, False, [True, False, False, False], 5943, 'West', (14, 5))
Element 38: (1, (14, 5), ['.', '%', '.', ''], [(17, 11), (7, 11), (17, 9)], [False, True, False, False], 24, False, [True, False, True, False], 6952, 'North', (14, 6))
Element 39: (1, (14, 6), ['.', '', '.', ''], [(16, 11), (7, 10), (16, 9)], [False, False, False, False], 22, False, [True, False, True, False], 6971, 'North', (14, 7))
Element 40: (1, (14, 7), ['.', '', '', ''], [(16, 12), (7, 9), (16, 8)], [False, False, False, False], 20, False, [True, False, False, False], 7980, 'West', (13, 7))
Element 41: (1, (13, 7), ['.', '.', '', ''], [(16, 13), (6, 9), (16, 7)], [False, False, False, False], 18, False, [True, True, False, False], 8989, 'South', (13, 6))
Element 42: (1, (13, 6), ['.', '.', '', ''], [(17, 13), (6, 10), (16, 6)], [False, False, False, False], 16, False, [True, True, False, False], 9008, 'South', (13, 5))
Element 43: (1, (13, 5), ['.', '%', '', ''], [(18, 13), (6, 11), (17, 6)], [False, True, False, False], 14, False, [True, False, False, False], 9027, 'West', (12, 5))
Element 44: (1, (12, 5), ['%', '%', '.', ''], [(17, 13), (5, 11), (18, 6)], [True, True, False, False], 12, False, [False, False, True, False], 9046, 'North', (12, 6))
Element 45: (1, (12, 6), ['%', '', '.', ''], [(16, 13), (5, 10), (18, 5)], [True, False, False, False], 10, False, [False, False, True, False], 9065, 'North', (12, 7))
Element 46: (1, (12, 7), ['%', '', '%', ''], [(16, 12), (5, 9), (18, 4)], [True, False, True, False], 8, False, [False, False, False, False], 9084, 'South', (12, 6))
Element 47: (1, (12, 6), ['%', '', '', ''], [(15, 12), (4, 9), (17, 4)], [True, False, False, False], 6, False, [False, False, False, False], 9093, 'South', (12, 5))
Element 48: (1, (12, 5), ['%', '%', '', ''], [(15, 11), (4, 10), (17, 5)], [True, True, False, False], 4, False, [False, False, False, False], 9102, 'East', (13, 5))
Element 49: (1, (13, 5), ['', '%', '', ''], [(14, 11), (3, 10), (17, 4)], [False, True, False, False], 2, False, [False, False, False, False], 9111, 'North', (13, 6))
Element 50: (1, (13, 6), ['', '', '', ''], [(14, 11), (3, 11), (17, 3)], [False, False, False, False], 0, False, [False, False, False, False], 9120, 'Stop', (13, 6))
Element 51: #0#
