Element 1: (3, (14, 2), ['%', '.', '.', '.'], [(17, 13), (2, 10), (5, 9)], [True, False, False, False], 98, False, [False, True, True, True], 29, 'East', (15, 2))
Element 2: (3, (15, 2), ['', '%', '%', '.'], [(16, 13), (3, 10), (6, 9)], [False, True, True, False], 96, False, [False, False, False, True], 1058, 'East', (16, 2))
Element 3: (3, (16, 2), ['', '%', '.', '%'], [(16, 12), (4, 10), (7, 9)], [False, True, False, True], 94, False, [False, False, True, False], 2087, 'North', (16, 3))
Element 4: (3, (16, 3), ['%', '', '.', '.'], [(16, 11), (5, 10), (8, 9)], [True, False, False, False], 92, False, [False, False, True, True], 2126, 'East', (17, 3))
Element 5: (3, (17, 3), ['', '%', '.', '%'], [(17, 11), (6, 10), (9, 9)], [False, True, False, True], 90, False, [False, False, True, False], 2165, 'North', (17, 4))
Element 6: (3, (17, 4), ['.', '', '.', '.'], [(18, 11), (7, 10), (9, 10)], [False, False, False, False], 88, False, [True, False, True, True], 2204, 'East', (18, 4))
Element 7: (3, (18, 4), ['', '%', '.', '%'], [(18, 10), (7, 11), (10, 10)], [False, True, False, True], 86, False, [False, False, True, False], 3233, 'North', (18, 5))
Element 8: (3, (18, 5), ['.', '', '.', '%'], [(18, 9), (8, 11), (11, 10)], [False, False, False, True], 84, False, [True, False, True, False], 3272, 'North', (18, 6))
Element 9: (3, (18, 6), ['.', '', '%', '%'], [(18, 8), (9, 11), (12, 10)], [False, False, True, True], 82, False, [True, False, False, False], 3311, 'West', (17, 6))
Element 10: (3, (17, 6), ['.', '.', '%', ''], [(17, 8), (10, 11), (13, 10)], [False, False, True, False], 80, False, [True, True, False, False], 3350, 'South', (17, 5))
Element 11: (3, (17, 5), ['%', '', '', ''], [(17, 9), (11, 11), (14, 10)], [True, False, False, False], 78, False, [False, False, False, False], 3389, 'North', (17, 6))
Element 12: (3, (17, 6), ['.', '', '%', ''], [(17, 10), (12, 11), (15, 10)], [False, False, True, False], 76, False, [True, False, False, False], 3418, 'West', (16, 6))
Element 13: (3, (16, 6), ['.', '%', '.', ''], [(16, 10), (13, 11), (15, 11)], [False, True, False, False], 74, False, [True, False, True, False], 3457, 'North', (16, 7))
Element 14: (3, (16, 7), ['.', '', '.', '%'], [(16, 9), (14, 11), (15, 12)], [False, False, False, True], 72, False, [True, False, True, False], 3496, 'North', (16, 8))
Element 15: (3, (16, 8), ['.', '', '', ''], [(15, 9), (14, 12), (16, 12)], [False, False, False, False], 70, False, [True, False, False, False], 3525, 'West', (15, 8))
Element 16: (3, (15, 8), ['.', '.', '', ''], [(15, 10), (13, 12), (16, 13)], [False, False, False, False], 68, False, [True, True, False, False], 3544, 'South', (15, 7))
Element 17: (3, (15, 7), ['.', '.', '', ''], [(15, 11), (12, 12), (17, 13)], [False, False, False, False], 66, False, [True, True, False, False], 3563, 'South', (15, 6))
Element 18: (3, (15, 6), ['.', '.', '', ''], [(15, 12), (12, 13), (18, 13)], [False, False, False, False], 64, False, [True, True, False, False], 4572, 'South', (15, 5))
Element 19: (3, (15, 5), ['.', '.', '', '%'], [(14, 12), (11, 13), (17, 13)], [False, False, False, True], 62, False, [True, True, False, False], 4591, 'South', (15, 4))
Element 20: (3, (15, 4), ['%', '%', '', '.'], [(14, 11), (10, 13), (16, 13)], [True, True, False, False], 60, False, [False, False, False, True], 4610, 'East', (16, 4))
Element 21: (3, (16, 4), ['', '', '%', ''], [(14, 10), (10, 12), (16, 12)], [False, False, True, False], 58, False, [False, False, False, False], 4629, 'West', (15, 4))
Element 22: (3, (15, 4), ['%', '%', '', ''], [(13, 10), (9, 12), (16, 11)], [True, True, False, False], 56, False, [False, False, False, False], 4638, 'North', (15, 5))
Element 23: (3, (15, 5), ['.', '', '', '%'], [(13, 9), (10, 12), (17, 11)], [False, False, False, True], 54, False, [True, False, False, False], 4647, 'West', (14, 5))
Element 24: (3, (14, 5), ['.', '%', '.', ''], [(13, 8), (10, 13), (18, 11)], [False, True, False, False], 52, False, [True, False, True, False], 4666, 'North', (14, 6))
Element 25: (3, (14, 6), ['.', '', '.', ''], [(14, 8), (11, 13), (18, 10)], [False, False, False, False], 50, False, [True, False, True, False], 4685, 'North', (14, 7))
Element 26: (3, (14, 7), ['.', '', '', ''], [(15, 8), (12, 13), (18, 9)], [False, False, False, False], 48, False, [True, False, False, False], 4694, 'West', (13, 7))
Element 27: (3, (13, 7), ['.', '.', '', ''], [(16, 8), (12, 12), (18, 8)], [False, False, False, False], 46, False, [True, True, False, False], 4703, 'South', (13, 6))
Element 28: (3, (13, 6), ['.', '.', '', ''], [(16, 7), (13, 12), (17, 8)], [False, False, False, False], 44, False, [True, True, False, False], 4712, 'South', (13, 5))
Element 29: (3, (13, 5), ['.', '%', '', ''], [(16, 6), (14, 12), (17, 9)], [False, True, False, False], 42, False, [True, False, False, False], 4721, 'West', (12, 5))
Element 30: (3, (12, 5), ['%', '%', '.', ''], [(17, 6), (15, 12), (17, 10)], [True, True, False, False], 40, False, [False, False, True, False], 4730, 'North', (12, 6))
Element 31: (3, (12, 6), ['%', '', '.', ''], [(18, 6), (16, 12), (16, 10)], [True, False, False, False], 38, False, [False, False, True, False], 4739, 'North', (12, 7))
Element 32: (3, (12, 7), ['%', '', '%', ''], [(18, 5), (16, 13), (16, 9)], [True, False, True, False], 36, False, [False, False, False, False], 4748, 'South', (12, 6))
Element 33: (3, (12, 6), ['%', '', '', ''], [(18, 4), (17, 13), (16, 8)], [True, False, False, False], 34, False, [False, False, False, False], 4747, 'South', (12, 5))
Element 34: (3, (12, 5), ['%', '%', '', ''], [(17, 4), (18, 13), (16, 7)], [True, True, False, False], 32, False, [False, False, False, False], 4746, 'East', (13, 5))
Element 35: (3, (13, 5), ['', '%', '', ''], [(17, 5), (17, 13), (16, 6)], [False, True, False, False], 30, False, [False, False, False, False], 4745, 'North', (13, 6))
Element 36: (3, (13, 6), ['', '', '', ''], [(17, 4), (16, 13), (17, 6)], [False, False, False, False], 28, False, [False, False, False, False], 4744, 'West', (12, 6))
Element 37: (3, (12, 6), ['%', '', '', ''], [(17, 3), (16, 12), (18, 6)], [True, False, False, False], 26, False, [False, False, False, False], 4743, 'East', (13, 6))
Element 38: (3, (13, 6), ['', '', '', ''], [(16, 3), (16, 11), (18, 5)], [False, False, False, False], 24, False, [False, False, False, False], 4742, 'North', (13, 7))
Element 39: (3, (13, 7), ['', '', '', ''], [(16, 4), (17, 11), (18, 4)], [False, False, False, False], 22, False, [False, False, False, False], 4741, 'West', (12, 7))
Element 40: (3, (12, 7), ['%', '', '%', ''], [(15, 4), (18, 11), (17, 4)], [True, False, True, False], 20, False, [False, False, False, False], 4740, 'East', (13, 7))
Element 41: (3, (13, 7), ['', '', '', ''], [(15, 5), (18, 10), (17, 5)], [False, False, False, False], 18, False, [False, False, False, False], 4739, 'North', (13, 8))
Element 42: (3, (13, 8), ['%', '', '', ''], [(15, 6), (18, 9), (17, 4)], [True, False, False, False], 16, False, [False, False, False, False], 4738, 'East', (14, 8))
Element 43: (3, (14, 8), ['', '', '%', ''], [(15, 7), (18, 8), (17, 3)], [False, False, True, False], 14, False, [False, False, False, False], 4737, 'West', (13, 8))
Element 44: (3, (13, 8), ['%', '', '', ''], [(14, 7), (17, 8), (16, 3)], [True, False, False, False], 12, False, [False, False, False, False], 4736, 'North', (13, 9))
Element 45: (3, (13, 9), ['.', '', '', '%'], [(14, 6), (17, 9), (16, 4)], [False, False, False, True], 10, False, [True, False, False, False], 4735, 'West', (12, 9))
Element 46: (3, (12, 9), ['.', '%', '', ''], [(14, 5), (17, 10), (15, 4)], [False, True, False, False], 8, False, [True, False, False, False], 4744, 'West', (11, 9))
Element 47: (3, (11, 9), ['%', '.', '', ''], [(13, 5), (16, 10), (15, 5)], [True, False, False, False], 6, False, [False, True, False, False], 4753, 'South', (11, 8))
Element 48: (3, (11, 8), ['.', '%', '', '%'], [(13, 6), (16, 9), (15, 6)], [False, True, False, True], 4, False, [True, False, False, False], 4762, 'West', (10, 8))
Element 49: (3, (10, 8), ['.', 'F', '%', ''], [(13, 7), (16, 8), (15, 7)], [False, False, True, False], 2, False, [True, False, False, False], 4771, 'South', (10, 7))
Element 50: (3, (10, 7), ['F', '.', '', '%'], [(13, 7), (16, 8), (15, 7)], [False, False, False, True], 0, False, [False, True, False, False], 5770, 'Stop', (10, 7))
Element 51: #0#
