Element 1: (1, (9, 2), ['.', 'F', '%', '.'], [(9, 7), (12, 5), (18, 10)], [False, False, True, False], 98, False, [True, False, False, True], 999, 'South', (9, 1))
Element 2: (1, (9, 1), ['%', '%', '', '.'], [(10, 7), (13, 5), (18, 11)], [True, True, False, False], 96, False, [False, False, False, True], 3018, 'East', (10, 1))
Element 3: (1, (10, 1), ['', '%', '.', '.'], [(10, 8), (14, 5), (17, 11)], [False, True, False, False], 94, False, [False, False, True, True], 3057, 'East', (11, 1))
Element 4: (1, (11, 1), ['', '%', '.', '.'], [(11, 8), (15, 5), (17, 10)], [False, True, False, False], 92, False, [False, False, True, True], 3096, 'East', (12, 1))
Element 5: (1, (12, 1), ['', '%', '.', '.'], [(11, 9), (15, 6), (17, 9)], [False, True, False, False], 90, False, [False, False, True, True], 3135, 'East', (13, 1))
Element 6: (1, (13, 1), ['', '%', '%', '.'], [(12, 9), (16, 6), (18, 9)], [False, True, True, False], 88, False, [False, False, False, True], 3174, 'East', (14, 1))
Element 7: (1, (14, 1), ['', '%', '.', '%'], [(13, 9), (17, 6), (18, 8)], [False, True, False, True], 86, False, [False, False, True, False], 3213, 'North', (14, 2))
Element 8: (1, (14, 2), ['%', '', '.', '.'], [(13, 10), (18, 6), (17, 8)], [True, False, False, False], 84, False, [False, False, True, True], 3252, 'East', (15, 2))
Element 9: (1, (15, 2), ['', '%', '%', '.'], [(14, 10), (18, 5), (16, 8)], [False, True, True, False], 82, False, [False, False, False, True], 3291, 'East', (16, 2))
Element 10: (1, (16, 2), ['', '%', '.', '%'], [(15, 10), (18, 4), (16, 9)], [False, True, False, True], 80, False, [False, False, True, False], 3330, 'North', (16, 3))
Element 11: (1, (16, 3), ['%', '', '.', '.'], [(15, 11), (17, 4), (16, 10)], [True, False, False, False], 78, False, [False, False, True, True], 3369, 'East', (17, 3))
Element 12: (1, (17, 3), ['', '%', '', '%'], [(15, 12), (17, 5), (16, 11)], [False, True, False, True], 76, False, [False, False, False, False], 3408, 'North', (17, 4))
Element 13: (1, (17, 4), ['.', '', '', ''], [(14, 12), (17, 6), (16, 12)], [False, False, False, False], 74, False, [True, False, False, False], 3427, 'West', (16, 4))
Element 14: (1, (16, 4), ['.', '', '%', ''], [(14, 11), (16, 6), (16, 13)], [False, False, True, False], 72, False, [True, False, False, False], 3456, 'West', (15, 4))
Element 15: (1, (15, 4), ['%', '%', '', ''], [(13, 11), (16, 6), (17, 13)], [True, True, False, False], 70, False, [False, False, False, False], 3485, 'North', (15, 5))
Element 16: (1, (15, 5), ['', '', '', '%'], [(13, 12), (16, 6), (18, 13)], [False, False, False, True], 68, False, [False, False, False, False], 3504, 'North', (15, 6))
Element 17: (1, (15, 6), ['.', '', '.', 'G'], [(12, 12), (16, 6), (17, 13)], [False, False, False, False], 66, False, [True, False, True, False], 3513, 'North', (15, 7))
Element 18: (1, (15, 7), ['.', '', '.', '.'], [(12, 13), (16, 6), (16, 13)], [False, False, False, False], 64, False, [True, False, True, True], 4522, 'East', (16, 7))
Element 19: (1, (16, 7), ['', 'G', '', '%'], [(11, 13), (16, 6), (16, 12)], [False, False, False, True], 62, False, [False, False, False, False], 4541, 'North', (16, 8))
Element 20: (1, (16, 8), ['.', '', '', ''], [(10, 13), (17, 6), (15, 12)], [False, False, False, False], 60, False, [True, False, False, False], 4550, 'West', (15, 8))
Element 21: (1, (15, 8), ['.', '', '.', ''], [(10, 12), (17, 6), (15, 11)], [False, False, False, False], 58, False, [True, False, True, False], 4569, 'North', (15, 9))
Element 22: (1, (15, 9), ['%', '', 'G', ''], [(10, 11), (17, 5), (15, 10)], [True, False, False, False], 56, False, [False, False, False, False], 4588, 'East', (16, 9))
Element 23: (1, (16, 9), ['G', '', '', ''], [(11, 11), (17, 6), (15, 9)], [False, False, False, False], 54, False, [False, False, False, False], 4597, 'East', (17, 9))
Element 24: (1, (17, 9), ['', '', '', ''], [(12, 11), (16, 6), (15, 8)], [False, False, False, False], 52, False, [False, False, False, False], 4606, 'East', (18, 9))
Element 25: (1, (18, 9), ['', '', '', '%'], [(12, 10), (16, 7), (14, 8)], [False, False, False, True], 50, False, [False, False, False, False], 4625, 'North', (18, 10))
Element 26: (1, (18, 10), ['', '', '', '%'], [(11, 10), (16, 8), (14, 7)], [False, False, False, True], 48, False, [False, False, False, False], 4644, 'North', (18, 11))
Element 27: (1, (18, 11), ['', '', '%', '%'], [(10, 10), (17, 8), (14, 6)], [False, False, True, True], 46, False, [False, False, False, False], 4663, 'West', (17, 11))
Element 28: (1, (17, 11), ['', '', '%', ''], [(9, 10), (18, 8), (13, 6)], [False, False, True, False], 44, False, [False, False, False, False], 4682, 'South', (17, 10))
