Element 1: (0, (10, 8), ['.', 'F', '%', '.'], [(3, 7), (11, 2), (12, 9)], [False, False, True, False], 98, False, [True, False, False, True], 0, 'South', (10, 7))
Element 2: (0, (10, 7), ['F', '.', '', '%'], [(3, 8), (12, 2), (13, 9)], [False, False, False, True], 96, False, [False, True, False, False], 2019, 'West', (9, 7))
Element 3: (0, (9, 7), ['%', '.', '.', ''], [(3, 7), (12, 3), (13, 10)], [True, False, False, False], 94, False, [False, True, True, False], 3038, 'North', (9, 8))
Element 4: (0, (9, 8), ['.', '', '.', ''], [(3, 6), (13, 3), (14, 10)], [False, False, False, False], 92, False, [True, False, True, False], 3077, 'North', (9, 9))
Element 5: (0, (9, 9), ['.', '', '.', '%'], [(4, 6), (14, 3), (15, 10)], [False, False, False, True], 90, False, [True, False, True, False], 3116, 'North', (9, 10))
Element 6: (0, (9, 10), ['.', '', '.', '.'], [(5, 6), (14, 2), (16, 10)], [False, False, False, False], 88, False, [True, False, True, True], 3155, 'East', (10, 10))
Element 7: (0, (10, 10), ['', '%', '.', '.'], [(6, 6), (15, 2), (17, 10)], [False, True, False, False], 86, False, [False, False, True, True], 3194, 'East', (11, 10))
Element 8: (0, (11, 10), ['', '.', '.', '.'], [(6, 7), (16, 2), (18, 10)], [False, False, False, False], 84, False, [False, True, True, True], 3233, 'East', (12, 10))
Element 9: (0, (12, 10), ['', '', '.', ''], [(5, 7), (16, 3), (18, 11)], [False, False, False, False], 82, False, [False, False, True, False], 3272, 'North', (12, 11))
Element 10: (0, (12, 11), ['.', '', '.', '.'], [(6, 7), (17, 3), (17, 11)], [False, False, False, False], 80, False, [True, False, True, True], 3301, 'East', (13, 11))
Element 11: (0, (13, 11), ['', '', '.', '.'], [(6, 6), (17, 4), (16, 11)], [False, False, False, False], 78, False, [False, False, True, True], 3330, 'East', (14, 11))
Element 12: (0, (14, 11), ['', '', '.', '.'], [(6, 5), (18, 4), (16, 12)], [False, False, False, False], 76, False, [False, False, True, True], 3369, 'East', (15, 11))
Element 13: (0, (15, 11), ['', '', '.', ''], [(7, 5), (18, 5), (16, 13)], [False, False, False, False], 74, False, [False, False, True, False], 3408, 'North', (15, 12))
Element 14: (0, (15, 12), ['.', '', '%', ''], [(7, 4), (18, 6), (17, 13)], [False, False, True, False], 72, False, [True, False, False, False], 3447, 'West', (14, 12))
Element 15: (0, (14, 12), ['.', '', '%', ''], [(8, 4), (17, 6), (18, 13)], [False, False, True, False], 70, False, [True, False, False, False], 3486, 'West', (13, 12))
Element 16: (0, (13, 12), ['.', '', '%', ''], [(9, 4), (17, 5), (17, 13)], [False, False, True, False], 68, False, [True, False, False, False], 3515, 'West', (12, 12))
