Element 1: (0, (3, 13), ['.', '.', '%', 'F'], [(1, 10), (16, 3), (16, 7)], [False, False, True, False], 98, False, [True, True, False, False], 0, 'East', (4, 13))
Element 2: (0, (4, 13), ['', '%', '%', 'F'], [(2, 10), (17, 3), (16, 8)], [False, True, True, False], 96, False, [False, False, False, False], 1029, 'East', (5, 13))
Element 3: (0, (5, 13), ['', '%', '%', '.'], [(3, 10), (17, 4), (17, 8)], [False, True, True, False], 94, False, [False, False, False, True], 2058, 'East', (6, 13))
Element 4: (0, (6, 13), ['', '%', '%', '.'], [(4, 10), (18, 4), (18, 8)], [False, True, True, False], 92, False, [False, False, False, True], 2097, 'East', (7, 13))
Element 5: (0, (7, 13), ['', '%', '%', '%'], [(5, 10), (18, 5), (18, 9)], [False, True, True, True], 90, False, [False, False, False, False], 2136, 'West', (6, 13))
Element 6: (0, (6, 13), ['', '%', '%', ''], [(6, 10), (18, 6), (18, 10)], [False, True, True, False], 88, False, [False, False, False, False], 2165, 'West', (5, 13))
Element 7: (0, (5, 13), ['', '%', '%', ''], [(6, 9), (17, 6), (18, 11)], [False, True, True, False], 86, False, [False, False, False, False], 3184, 'West', (4, 13))
Element 8: (0, (4, 13), ['', '%', '%', ''], [(7, 9), (17, 5), (17, 11)], [False, True, True, False], 84, False, [False, False, False, False], 4203, 'West', (3, 13))
Element 9: (0, (3, 13), ['.', '.', '%', ''], [(8, 9), (17, 6), (17, 10)], [False, False, True, False], 82, False, [True, True, False, False], 4222, 'South', (3, 12))
Element 10: (0, (3, 12), ['.', '.', '', '%'], [(9, 9), (16, 6), (17, 9)], [False, False, False, True], 80, False, [True, True, False, False], 4261, 'South', (3, 11))
Element 11: (0, (3, 11), ['.', '', '', '%'], [(9, 10), (15, 6), (16, 9)], [False, False, False, True], 78, False, [True, False, False, False], 4300, 'West', (2, 11))
Element 12: (0, (2, 11), ['.', '', '.', ''], [(10, 10), (15, 7), (16, 10)], [False, False, False, False], 76, False, [True, False, True, False], 4339, 'North', (2, 12))
Element 13: (0, (2, 12), ['.', '', '.', ''], [(11, 10), (15, 8), (16, 11)], [False, False, False, False], 74, False, [True, False, True, False], 4378, 'North', (2, 13))
Element 14: (0, (2, 13), ['%', '', '%', ''], [(12, 10), (15, 9), (16, 12)], [True, False, True, False], 72, False, [False, False, False, False], 4417, 'South', (2, 12))
Element 15: (0, (2, 12), ['.', '', '', ''], [(13, 10), (15, 10), (16, 13)], [False, False, False, False], 70, False, [True, False, False, False], 4446, 'West', (1, 12))
Element 16: (0, (1, 12), ['%', '.', '%', ''], [(14, 10), (15, 11), (17, 13)], [True, False, True, False], 68, False, [False, True, False, False], 4485, 'South', (1, 11))
Element 17: (0, (1, 11), ['%', '', '', ''], [(14, 11), (15, 12), (18, 13)], [True, False, False, False], 66, False, [False, False, False, False], 4524, 'South', (1, 10))
Element 18: (0, (1, 10), ['%', '%', '', ''], [(14, 12), (16, 12), (17, 13)], [True, True, False, False], 64, False, [False, False, False, False], 4533, 'East', (2, 10))
Element 19: (0, (2, 10), ['', '%', '', ''], [(13, 12), (16, 13), (18, 13)], [False, True, False, False], 62, False, [False, False, False, False], 4542, 'East', (3, 10))
Element 20: (0, (3, 10), ['', '%', '', ''], [(13, 11), (17, 13), (18, 13)], [False, True, False, False], 60, False, [False, False, False, False], 4551, 'East', (4, 10))
Element 21: (0, (4, 10), ['', '.', '%', ''], [(12, 11), (16, 13), (18, 13)], [False, False, True, False], 58, False, [False, True, False, False], 4560, 'South', (4, 9))
Element 22: (0, (4, 9), ['%', '%', '', '.'], [(12, 12), (16, 12), (17, 13)], [True, True, False, False], 56, False, [False, False, False, True], 4579, 'East', (5, 9))
Element 23: (0, (5, 9), ['', '%', '', ''], [(12, 13), (16, 11), (16, 13)], [False, True, False, False], 54, False, [False, False, False, False], 5588, 'East', (6, 9))
Element 24: (0, (6, 9), ['', '%', '', ''], [(11, 13), (17, 11), (16, 12)], [False, True, False, False], 52, False, [False, False, False, False], 5597, 'East', (7, 9))
Element 25: (0, (7, 9), ['', '%', '.', ''], [(10, 13), (18, 11), (16, 11)], [False, True, False, False], 50, False, [False, False, True, False], 5606, 'North', (7, 10))
