Element 1: (2, (14, 7), ['.', '', '.', '.'], [(15, 6), (9, 7), (15, 9)], [False, False, False, False], 98, False, [True, False, True, True], 1009, 'East', (15, 7))
Element 2: (2, (15, 7), ['', '', '.', '.'], [(16, 6), (10, 7), (16, 9)], [False, False, False, False], 96, False, [False, False, True, True], 2038, 'East', (16, 7))
Element 3: (2, (16, 7), ['', '', '.', '%'], [(17, 6), (10, 8), (17, 9)], [False, False, False, True], 94, False, [False, False, True, False], 2077, 'North', (16, 8))
Element 4: (2, (16, 8), ['.', '', '', '.'], [(18, 6), (11, 8), (18, 9)], [False, False, False, False], 92, False, [True, False, False, True], 2116, 'East', (17, 8))
Element 5: (2, (17, 8), ['', '%', '', '.'], [(18, 5), (11, 9), (18, 10)], [False, True, False, False], 90, False, [False, False, False, True], 2155, 'East', (18, 8))
Element 6: (2, (18, 8), ['', '%', '', '%'], [(18, 4), (12, 9), (18, 11)], [False, True, False, True], 88, False, [False, False, False, False], 2194, 'North', (18, 9))
Element 7: (2, (18, 9), ['', '', '', '%'], [(17, 4), (13, 9), (17, 11)], [False, False, False, True], 86, False, [False, False, False, False], 2223, 'North', (18, 10))
Element 8: (2, (18, 10), ['G', '', '', '%'], [(17, 5), (13, 10), (17, 10)], [False, False, False, True], 84, False, [False, False, False, False], 2252, 'North', (18, 11))
Element 9: (2, (18, 11), ['', '', '%', '%'], [(17, 4), (14, 10), (16, 10)], [False, False, True, True], 82, False, [False, False, False, False], 2271, 'West', (17, 11))
Element 10: (2, (17, 11), ['G', '', '%', ''], [(17, 3), (15, 10), (16, 11)], [False, False, True, False], 80, False, [False, False, False, False], 2300, 'South', (17, 10))
Element 11: (2, (17, 10), ['', '', '', ''], [(16, 3), (15, 11), (16, 12)], [False, False, False, False], 78, False, [False, False, False, False], 2329, 'South', (17, 9))
Element 12: (2, (17, 9), ['', '', '', ''], [(16, 4), (15, 12), (16, 13)], [False, False, False, False], 76, False, [False, False, False, False], 2358, 'West', (16, 9))
Element 13: (2, (16, 9), ['', '', '', ''], [(15, 4), (14, 12), (17, 13)], [False, False, False, False], 74, False, [False, False, False, False], 2387, 'North', (16, 10))
Element 14: (2, (16, 10), ['', '', '', ''], [(15, 5), (14, 11), (18, 13)], [False, False, False, False], 72, False, [False, False, False, False], 2416, 'North', (16, 11))
Element 15: (2, (16, 11), ['', '', '', ''], [(14, 5), (13, 11), (17, 13)], [False, False, False, False], 70, False, [False, False, False, False], 2435, 'North', (16, 12))
Element 16: (2, (16, 12), ['', '', 'G', '%'], [(13, 5), (13, 12), (16, 13)], [False, False, False, True], 68, False, [False, False, False, False], 2454, 'West', (15, 12))
Element 17: (2, (15, 12), ['', '', '%', 'G'], [(13, 6), (12, 12), (16, 12)], [False, False, True, False], 66, False, [False, False, False, False], 2473, 'South', (15, 11))
Element 18: (2, (15, 11), ['', '', 'G', ''], [(13, 7), (12, 13), (15, 12)], [False, False, False, False], 64, False, [False, False, False, False], 3482, 'South', (15, 10))
Element 19: (2, (15, 10), ['', '', 'G', ''], [(13, 8), (11, 13), (15, 11)], [False, False, False, False], 62, False, [False, False, False, False], 3501, 'South', (15, 9))
Element 20: (2, (15, 9), ['%', '.', 'G', ''], [(14, 8), (10, 13), (15, 10)], [True, False, False, False], 60, False, [False, True, False, False], 3520, 'South', (15, 8))
Element 21: (2, (15, 8), ['', '', '', ''], [(14, 7), (10, 12), (14, 10)], [False, False, False, False], 58, False, [False, False, False, False], 3539, 'West', (14, 8))
Element 22: (2, (14, 8), ['', '', '%', ''], [(15, 7), (10, 11), (14, 11)], [False, False, True, False], 56, False, [False, False, False, False], 3548, 'West', (13, 8))
Element 23: (2, (13, 8), ['%', '', '', ''], [(16, 7), (11, 11), (14, 12)], [True, False, False, False], 54, False, [False, False, False, False], 3557, 'North', (13, 9))
Element 24: (2, (13, 9), ['', '', '', '%'], [(16, 8), (12, 11), (13, 12)], [False, False, False, True], 52, False, [False, False, False, False], 3566, 'North', (13, 10))
Element 25: (2, (13, 10), ['G', '', 'G', ''], [(17, 8), (12, 10), (13, 11)], [False, False, False, False], 50, False, [False, False, False, False], 3575, 'East', (14, 10))
