Element 1: (2, (14, 7), ['.', '', '.', '.'], [(15, 6), (9, 7), (15, 9)], [False, False, False, False], 98, False, [True, False, True, True], 1009, 'East', (15, 7))
Element 26: (2, (14, 10), ['G', '%', '', ''], [(18, 8), (11, 10), (13, 10)], [False, True, False, False], 48, False, [False, False, False, False], 3584, 'North', (14, 11))
Element 27: (2, (14, 11), ['', '', '', ''], [(18, 9), (10, 10), (13, 9)], [False, False, False, False], 46, False, [False, False, False, False], 3593, 'North', (14, 12))
Element 28: (2, (14, 12), ['', '', '%', ''], [(18, 10), (9, 10), (13, 8)], [False, False, True, False], 44, False, [False, False, False, False], 3602, 'West', (13, 12))
Element 29: (2, (13, 12), ['', '', '%', ''], [(18, 11), (9, 11), (14, 8)], [False, False, True, False], 42, False, [False, False, False, False], 3611, 'South', (13, 11))
Element 30: (2, (13, 11), ['', '', '', ''], [(17, 11), (9, 12), (15, 8)], [False, False, False, False], 40, False, [False, False, False, False], 3620, 'West', (12, 11))
Element 31: (2, (12, 11), ['', '', '', ''], [(17, 10), (9, 11), (16, 8)], [False, False, False, False], 38, False, [False, False, False, False], 3619, 'North', (12, 12))
Element 32: (2, (12, 12), ['%', '', '', ''], [(17, 9), (8, 11), (17, 8)], [True, False, False, False], 36, False, [False, False, False, False], 3628, 'North', (12, 13))
Element 33: (2, (12, 13), ['', '', '%', '%'], [(16, 9), (7, 11), (18, 8)], [False, False, True, True], 34, False, [False, False, False, False], 4627, 'West', (11, 13))
Element 34: (2, (11, 13), ['', '%', '%', ''], [(16, 10), (7, 10), (17, 8)], [False, True, True, False], 32, False, [False, False, False, False], 4636, 'West', (10, 13))
Element 35: (2, (10, 13), ['%', '', '%', ''], [(16, 11), (7, 9), (16, 8)], [True, False, True, False], 30, False, [False, False, False, False], 5635, 'South', (10, 12))
Element 36: (2, (10, 12), ['', '', '', '%'], [(16, 12), (6, 9), (16, 7)], [False, False, False, True], 28, False, [False, False, False, False], 6634, 'South', (10, 11))
Element 37: (2, (10, 11), ['', '', '', ''], [(16, 13), (6, 10), (16, 6)], [False, False, False, False], 26, False, [False, False, False, False], 6643, 'East', (11, 11))
Element 38: (2, (11, 11), ['', '', '%', ''], [(17, 13), (6, 11), (17, 6)], [False, False, True, False], 24, False, [False, False, False, False], 6652, 'South', (11, 10))
Element 39: (2, (11, 10), ['', '', '', ''], [(18, 13), (5, 11), (18, 6)], [False, False, False, False], 22, False, [False, False, False, False], 6661, 'East', (12, 10))
Element 40: (2, (12, 10), ['', '', '', ''], [(17, 13), (5, 10), (18, 5)], [False, False, False, False], 20, False, [False, False, False, False], 6670, 'South', (12, 9))
Element 41: (2, (12, 9), ['', '%', '', ''], [(16, 13), (5, 9), (18, 4)], [False, True, False, False], 18, False, [False, False, False, False], 6679, 'West', (11, 9))
Element 42: (2, (11, 9), ['%', '', '', ''], [(16, 12), (4, 9), (17, 4)], [True, False, False, False], 16, False, [False, False, False, False], 6688, 'South', (11, 8))
Element 43: (2, (11, 8), ['', '%', '', '%'], [(15, 12), (4, 10), (17, 5)], [False, True, False, True], 14, False, [False, False, False, False], 6697, 'West', (10, 8))
Element 44: (2, (10, 8), ['', '', '%', ''], [(15, 11), (3, 10), (17, 4)], [False, False, True, False], 12, False, [False, False, False, False], 6706, 'South', (10, 7))
Element 45: (2, (10, 7), ['', '.', '', '%'], [(15, 10), (3, 11), (17, 3)], [False, False, False, True], 10, False, [False, True, False, False], 6715, 'South', (10, 6))
Element 46: (2, (10, 6), ['.', '.', '', '%'], [(15, 9), (3, 12), (16, 3)], [False, False, False, True], 8, False, [True, True, False, False], 6734, 'South', (10, 5))
Element 47: (2, (10, 5), ['.', '.', '', '%'], [(15, 8), (3, 13), (16, 2)], [False, False, False, True], 6, False, [True, True, False, False], 6763, 'South', (10, 4))
Element 48: (2, (10, 4), ['.', '.', '', '%'], [(15, 9), (4, 13), (15, 2)], [False, False, False, True], 4, False, [True, True, False, False], 7782, 'South', (10, 3))
Element 49: (2, (10, 3), ['%', '.', '', '.'], [(15, 10), (5, 13), (14, 2)], [True, False, False, False], 2, False, [False, True, False, True], 8801, 'East', (11, 3))
Element 50: (2, (11, 3), ['', '.', '%', '.'], [(15, 10), (5, 13), (14, 3)], [False, False, True, False], 0, False, [False, True, False, True], 8820, 'Stop', (11, 3))
Element 51: #0#
