Element 1: (0, (6, 7), ['.', '.', '%', '%'], [(4, 5), (14, 6), (15, 11)], [False, False, True, True], 98, False, [True, True, False, False], 0, 'South', (6, 6))
Element 2: (0, (6, 6), ['.', '.', '', '%'], [(5, 5), (15, 6), (16, 11)], [False, False, False, True], 96, False, [True, True, False, False], 39, 'South', (6, 5))
Element 3: (0, (6, 5), ['', '.', '', '.'], [(5, 6), (16, 6), (17, 11)], [False, False, False, False], 94, False, [False, True, False, True], 78, 'East', (7, 5))
Element 4: (0, (7, 5), ['', '.', '%', '%'], [(5, 7), (17, 6), (18, 11)], [False, False, True, True], 92, False, [False, True, False, False], 117, 'South', (7, 4))
Element 5: (0, (7, 4), ['.', '.', '', '.'], [(6, 7), (18, 6), (18, 10)], [False, False, False, False], 90, False, [True, True, False, True], 146, 'East', (8, 4))
Element 6: (0, (8, 4), ['', '%', '%', '.'], [(6, 6), (18, 5), (18, 9)], [False, True, True, False], 88, False, [False, False, False, True], 175, 'East', (9, 4))
Element 7: (0, (9, 4), ['', '%', '.', '.'], [(6, 5), (18, 4), (18, 8)], [False, True, False, False], 86, False, [False, False, True, True], 204, 'East', (10, 4))
Element 8: (0, (10, 4), ['', '.', '.', '%'], [(6, 4), (17, 4), (17, 8)], [False, False, False, True], 84, False, [False, True, True, False], 243, 'North', (10, 5))
Element 9: (0, (10, 5), ['.', '', '.', '%'], [(6, 3), (17, 5), (17, 9)], [False, False, False, True], 82, False, [True, False, True, False], 282, 'North', (10, 6))
Element 10: (0, (10, 6), ['.', '', 'F', '%'], [(7, 3), (17, 4), (17, 10)], [False, False, False, True], 80, False, [True, False, False, False], 311, 'North', (10, 7))
Element 11: (0, (10, 7), ['F', '', '.', '%'], [(7, 2), (17, 3), (16, 10)], [False, False, False, True], 78, False, [False, False, True, False], 1340, 'West', (9, 7))
Element 12: (0, (9, 7), ['%', '.', '.', ''], [(8, 2), (16, 3), (16, 9)], [True, False, False, False], 76, False, [False, True, True, False], 2369, 'North', (9, 8))
Element 13: (0, (9, 8), ['.', '', '.', '.'], [(9, 2), (16, 4), (16, 8)], [False, False, False, False], 74, False, [True, False, True, True], 2408, 'East', (10, 8))
Element 14: (0, (10, 8), ['', '', '%', '.'], [(9, 1), (15, 4), (16, 7)], [False, False, True, False], 72, False, [False, False, False, True], 3437, 'East', (11, 8))
Element 15: (0, (11, 8), ['', '%', '.', '%'], [(10, 1), (15, 5), (15, 7)], [False, True, False, True], 70, False, [False, False, True, False], 3476, 'North', (11, 9))
Element 16: (0, (11, 9), ['%', '', '.', '.'], [(11, 1), (14, 5), (15, 8)], [True, False, False, False], 68, False, [False, False, True, True], 3515, 'East', (12, 9))
Element 17: (0, (12, 9), ['', '%', '.', '.'], [(12, 1), (13, 5), (15, 9)], [False, True, False, False], 66, False, [False, False, True, True], 3554, 'East', (13, 9))
Element 18: (0, (13, 9), ['', '.', '.', '%'], [(13, 1), (13, 6), (15, 10)], [False, False, False, True], 64, False, [False, True, True, False], 3593, 'North', (13, 10))
Element 19: (0, (13, 10), ['.', '', '.', 'G'], [(14, 1), (13, 7), (14, 10)], [False, False, False, False], 62, False, [True, False, True, False], 3632, 'North', (13, 11))
Element 20: (0, (13, 11), ['.', '', '.', 'G'], [(14, 2), (14, 7), (14, 11)], [False, False, False, False], 60, False, [True, False, True, False], 3671, 'North', (13, 12))
Element 21: (0, (13, 12), ['.', '', '%', 'G'], [(15, 2), (14, 8), (14, 12)], [False, False, True, False], 58, False, [True, False, False, False], 3710, 'West', (12, 12))
Element 22: (0, (12, 12), ['%', '.', 'F', ''], [(16, 2), (13, 8), (15, 12)], [True, False, False, False], 56, False, [False, True, False, False], 3749, 'North', (12, 13))
Element 23: (0, (12, 13), ['.', '', '%', '%'], [(16, 3), (13, 9), (16, 12)], [False, False, True, True], 54, False, [True, False, False, False], 4758, 'West', (11, 13))
Element 24: (0, (11, 13), ['.', '%', '%', ''], [(17, 3), (13, 10), (16, 13)], [False, True, True, False], 52, False, [True, False, False, False], 4777, 'West', (10, 13))
Element 25: (0, (10, 13), ['%', '.', '%', ''], [(17, 4), (12, 10), (17, 13)], [True, False, True, False], 50, False, [False, True, False, False], 4806, 'South', (10, 12))
Element 26: (0, (10, 12), ['.', '.', '', '%'], [(18, 4), (12, 11), (18, 13)], [False, False, False, True], 48, False, [True, True, False, False], 4835, 'South', (10, 11))
Element 27: (0, (10, 11), ['.', '.', '', 'G'], [(18, 5), (11, 11), (17, 13)], [False, False, False, False], 46, False, [True, True, False, False], 4854, 'South', (10, 10))
Element 28: (0, (10, 10), ['.', '%', '', 'G'], [(18, 6), (11, 10), (16, 13)], [False, True, False, False], 44, False, [True, False, False, False], 4873, 'West', (9, 10))
Element 29: (0, (9, 10), ['.', '.', '.', ''], [(17, 6), (11, 9), (16, 12)], [False, False, False, False], 42, False, [True, True, True, False], 4882, 'North', (9, 11))
Element 30: (0, (9, 11), ['.', '', '.', ''], [(17, 5), (12, 9), (15, 12)], [False, False, False, False], 40, False, [True, False, True, False], 4891, 'North', (9, 12))
Element 31: (0, (9, 12), ['%', '', '%', ''], [(17, 6), (11, 9), (14, 12)], [True, False, True, False], 38, False, [False, False, False, False], 4900, 'South', (9, 11))
Element 32: (0, (9, 11), ['.', '', '', ''], [(16, 6), (11, 8), (13, 12)], [False, False, False, False], 36, False, [True, False, False, False], 4899, 'West', (8, 11))
Element 33: (0, (8, 11), ['F', '.', '%', ''], [(16, 7), (10, 8), (13, 11)], [False, False, True, False], 34, False, [False, True, False, False], 4908, 'West', (7, 11))
Element 34: (0, (7, 11), ['.', '.', '%', ''], [(16, 8), (10, 7), (13, 10)], [False, False, True, False], 32, False, [True, True, False, False], 5907, 'South', (7, 10))
Element 35: (0, (7, 10), ['.', 'F', '', '.'], [(17, 8), (10, 6), (13, 9)], [False, False, False, False], 30, False, [True, False, False, True], 5916, 'South', (7, 9))
Element 36: (0, (7, 9), ['F', '%', '', '.'], [(18, 8), (9, 6), (13, 8)], [False, True, False, False], 28, False, [False, False, False, True], 6925, 'West', (6, 9))
Element 37: (0, (6, 9), ['.', '%', '.', ''], [(18, 9), (9, 5), (14, 8)], [False, True, False, False], 26, False, [True, False, True, False], 7934, 'North', (6, 10))
Element 38: (0, (6, 10), ['.', '', '.', ''], [(18, 10), (10, 5), (14, 7)], [False, False, False, False], 24, False, [True, False, True, False], 7943, 'North', (6, 11))
Element 39: (0, (6, 11), ['.', '', '%', ''], [(18, 11), (10, 4), (14, 6)], [False, False, True, False], 22, False, [True, False, False, False], 7952, 'West', (5, 11))
Element 40: (0, (5, 11), ['%', '.', '%', ''], [(17, 11), (10, 3), (15, 6)], [True, False, True, False], 20, False, [False, True, False, False], 7971, 'South', (5, 10))
Element 41: (0, (5, 10), ['.', '.', '', ''], [(17, 10), (11, 3), (16, 6)], [False, False, False, False], 18, False, [True, True, False, False], 7990, 'South', (5, 9))
Element 42: (0, (5, 9), ['.', '%', '', ''], [(17, 9), (12, 3), (17, 6)], [False, True, False, False], 16, False, [True, False, False, False], 8009, 'West', (4, 9))
Element 43: (0, (4, 9), ['%', '%', '.', ''], [(16, 9), (13, 3), (18, 6)], [True, True, False, False], 14, False, [False, False, True, False], 8028, 'North', (4, 10))
Element 44: (0, (4, 10), ['.', '', '%', ''], [(16, 10), (14, 3), (18, 5)], [False, False, True, False], 12, False, [True, False, False, False], 8047, 'West', (3, 10))
Element 45: (0, (3, 10), ['.', '%', '.', ''], [(16, 11), (14, 2), (18, 4)], [False, True, False, False], 10, False, [True, False, True, False], 8056, 'North', (3, 11))
Element 46: (0, (3, 11), ['.', '', '.', '%'], [(16, 12), (15, 2), (17, 4)], [False, False, False, True], 8, False, [True, False, True, False], 8065, 'North', (3, 12))
Element 47: (0, (3, 12), ['.', '', '.', '%'], [(16, 13), (16, 2), (17, 5)], [False, False, False, True], 6, False, [True, False, True, False], 8074, 'North', (3, 13))
Element 48: (0, (3, 13), ['.', '', '%', 'F'], [(17, 13), (15, 2), (17, 4)], [False, False, True, False], 4, False, [True, False, False, False], 8083, 'East', (4, 13))
Element 49: (0, (4, 13), ['', '%', '%', 'F'], [(18, 13), (14, 2), (17, 3)], [False, True, True, False], 2, False, [False, False, False, False], 9082, 'East', (5, 13))
Element 50: (0, (5, 13), ['', '%', '%', '.'], [(17, 13), (14, 1), (16, 3)], [False, True, True, False], 0, False, [False, False, False, True], 10081, 'Stop', (5, 13))
Element 51: #0#
