Element 1: (1, (6, 10), ['.', 'F', '.', '.'], [(14, 7), (14, 2), (15, 10)], [False, False, False, False], 98, False, [True, False, True, True], 9, 'South', (6, 9))
Element 2: (1, (6, 9), ['.', '%', '', 'F'], [(15, 7), (15, 2), (16, 10)], [False, True, False, False], 96, False, [True, False, False, False], 1038, 'East', (7, 9))
Element 3: (1, (7, 9), ['', '%', '.', '.'], [(16, 7), (16, 2), (17, 10)], [False, True, False, False], 94, False, [False, False, True, True], 2067, 'East', (8, 9))
Element 4: (1, (8, 9), ['', '.', '.', '.'], [(16, 8), (16, 3), (18, 10)], [False, False, False, False], 92, False, [False, True, True, True], 2106, 'East', (9, 9))
Element 5: (1, (9, 9), ['', '.', '.', '%'], [(17, 8), (17, 3), (18, 11)], [False, False, False, True], 90, False, [False, True, True, False], 2145, 'North', (9, 10))
Element 6: (1, (9, 10), ['.', '', '.', '.'], [(18, 8), (17, 4), (17, 11)], [False, False, False, False], 88, False, [True, False, True, True], 2184, 'East', (10, 10))
Element 7: (1, (10, 10), ['', '%', '.', '.'], [(18, 9), (18, 4), (16, 11)], [False, True, False, False], 86, False, [False, False, True, True], 2223, 'East', (11, 10))
Element 8: (1, (11, 10), ['', '.', '.', '.'], [(17, 9), (18, 5), (16, 12)], [False, False, False, False], 84, False, [False, True, True, True], 2262, 'East', (12, 10))
Element 9: (1, (12, 10), ['', '.', '.', '.'], [(16, 9), (18, 6), (16, 13)], [False, False, False, False], 82, False, [False, True, True, True], 2301, 'East', (13, 10))
Element 10: (1, (13, 10), ['', '.', '.', '.'], [(15, 9), (17, 6), (17, 13)], [False, False, False, False], 80, False, [False, True, True, True], 2340, 'East', (14, 10))
Element 11: (1, (14, 10), ['', '%', '.', ''], [(15, 8), (17, 5), (18, 13)], [False, True, False, False], 78, False, [False, False, True, False], 2379, 'North', (14, 11))
Element 12: (1, (14, 11), ['.', '', '.', '.'], [(14, 8), (17, 6), (17, 13)], [False, False, False, False], 76, False, [True, False, True, True], 2398, 'East', (15, 11))
Element 13: (1, (15, 11), ['', '', '.', ''], [(13, 8), (16, 6), (16, 13)], [False, False, False, False], 74, False, [False, False, True, False], 2427, 'North', (15, 12))
Element 14: (1, (15, 12), ['.', '', '%', 'G'], [(13, 9), (15, 6), (16, 12)], [False, False, True, False], 72, False, [True, False, False, False], 2456, 'West', (14, 12))
Element 15: (1, (14, 12), ['.', '', '%', 'G'], [(12, 9), (15, 5), (15, 12)], [False, False, True, False], 70, False, [True, False, False, False], 2485, 'West', (13, 12))
Element 16: (1, (13, 12), ['.', '.', '%', ''], [(11, 9), (15, 4), (15, 11)], [False, False, True, False], 68, False, [True, True, False, False], 2514, 'South', (13, 11))
Element 17: (1, (13, 11), ['.', '', '', 'G'], [(11, 8), (16, 4), (14, 11)], [False, False, False, False], 66, False, [True, False, False, False], 2543, 'West', (12, 11))
Element 18: (1, (12, 11), ['.', '', '.', ''], [(10, 8), (15, 4), (14, 12)], [False, False, False, False], 64, False, [True, False, True, False], 2562, 'North', (12, 12))
Element 19: (1, (12, 12), ['%', '', 'F', 'G'], [(10, 7), (15, 5), (13, 12)], [True, False, False, False], 62, False, [False, False, False, False], 3571, 'North', (12, 13))
Element 20: (1, (12, 13), ['.', '', '%', '%'], [(9, 7), (14, 5), (13, 11)], [False, False, True, True], 60, False, [True, False, False, False], 5580, 'West', (11, 13))
Element 21: (1, (11, 13), ['.', '%', '%', ''], [(9, 8), (14, 6), (13, 10)], [False, True, True, False], 58, False, [True, False, False, False], 5609, 'West', (10, 13))
Element 22: (1, (10, 13), ['%', '.', '%', ''], [(8, 8), (13, 6), (14, 10)], [True, False, True, False], 56, False, [False, True, False, False], 5638, 'South', (10, 12))
Element 23: (1, (10, 12), ['.', '.', '', '%'], [(8, 9), (13, 5), (13, 10)], [False, False, False, True], 54, False, [True, True, False, False], 5657, 'South', (10, 11))
Element 24: (1, (10, 11), ['.', '', '', '.'], [(8, 10), (12, 5), (13, 9)], [False, False, False, False], 52, False, [True, False, False, True], 5686, 'East', (11, 11))
Element 25: (1, (11, 11), ['', '', '%', ''], [(8, 11), (12, 6), (13, 8)], [False, False, True, False], 50, False, [False, False, False, False], 5715, 'West', (10, 11))
Element 26: (1, (10, 11), ['.', '', '', ''], [(7, 11), (12, 7), (14, 8)], [False, False, False, False], 48, False, [True, False, False, False], 6724, 'West', (9, 11))
Element 27: (1, (9, 11), ['', '', '.', ''], [(7, 10), (13, 7), (15, 8)], [False, False, False, False], 46, False, [False, False, True, False], 6743, 'North', (9, 12))
Element 28: (1, (9, 12), ['%', '', '%', ''], [(7, 9), (14, 7), (16, 8)], [True, False, True, False], 44, False, [False, False, False, False], 6752, 'South', (9, 11))
Element 29: (1, (9, 11), ['', '', '', ''], [(6, 9), (15, 7), (17, 8)], [False, False, False, False], 42, False, [False, False, False, False], 6751, 'West', (8, 11))
Element 30: (1, (8, 11), ['', '', '%', ''], [(5, 9), (16, 7), (18, 8)], [False, False, True, False], 40, False, [False, False, False, False], 6760, 'South', (8, 10))
Element 31: (1, (8, 10), ['', '', '', ''], [(5, 10), (16, 8), (18, 9)], [False, False, False, False], 38, False, [False, False, False, False], 6769, 'West', (7, 10))
Element 32: (1, (7, 10), ['', '', '', ''], [(5, 11), (17, 8), (17, 9)], [False, False, False, False], 36, False, [False, False, False, False], 6778, 'North', (7, 11))
Element 33: (1, (7, 11), ['G', '', '%', ''], [(6, 11), (18, 8), (16, 9)], [False, False, True, False], 34, False, [False, False, False, False], 6787, 'South', (7, 10))
Element 34: (1, (7, 10), ['G', '', '', ''], [(6, 10), (18, 9), (15, 9)], [False, False, False, False], 32, False, [False, False, False, False], 6786, 'East', (8, 10))
Element 35: (1, (8, 10), ['', '', '', ''], [(6, 11), (18, 10), (16, 9)], [False, False, False, False], 30, False, [False, False, False, False], 6785, 'North', (8, 11))
Element 36: (1, (8, 11), ['', '', '%', ''], [(5, 11), (18, 11), (17, 9)], [False, False, True, False], 28, False, [False, False, False, False], 6784, 'West', (7, 11))
Element 37: (1, (7, 11), ['', '', '%', ''], [(5, 10), (17, 11), (18, 9)], [False, False, True, False], 26, False, [False, False, False, False], 6783, 'East', (8, 11))
Element 38: (1, (8, 11), ['', '', '%', ''], [(4, 10), (17, 10), (18, 8)], [False, False, True, False], 24, False, [False, False, False, False], 6792, 'East', (9, 11))
Element 39: (1, (9, 11), ['', '', '', ''], [(4, 9), (17, 9), (17, 8)], [False, False, False, False], 22, False, [False, False, False, False], 6801, 'East', (10, 11))
Element 40: (1, (10, 11), ['', '', '', ''], [(4, 10), (16, 9), (17, 9)], [False, False, False, False], 20, False, [False, False, False, False], 6800, 'North', (10, 12))
Element 41: (1, (10, 12), ['', '', '', '%'], [(3, 10), (16, 10), (17, 8)], [False, False, False, True], 18, False, [False, False, False, False], 6809, 'West', (9, 12))
Element 42: (1, (9, 12), ['%', '', '%', ''], [(3, 11), (16, 11), (16, 8)], [True, False, True, False], 16, False, [False, False, False, False], 6818, 'East', (10, 12))
Element 43: (1, (10, 12), ['', '', '', '%'], [(3, 12), (16, 12), (16, 9)], [False, False, False, True], 14, False, [False, False, False, False], 6827, 'North', (10, 13))
Element 44: (1, (10, 13), ['%', '', '%', ''], [(3, 13), (16, 13), (16, 8)], [True, False, True, False], 12, False, [False, False, False, False], 6836, 'East', (11, 13))
Element 45: (1, (11, 13), ['', '%', '%', ''], [(4, 13), (17, 13), (16, 7)], [False, True, True, False], 10, False, [False, False, False, False], 7835, 'East', (12, 13))
Element 46: (1, (12, 13), ['', '', '%', '%'], [(5, 13), (18, 13), (16, 6)], [False, False, True, True], 8, False, [False, False, False, False], 8834, 'South', (12, 12))
Element 47: (1, (12, 12), ['%', '', '', ''], [(6, 13), (17, 13), (17, 6)], [True, False, False, False], 6, False, [False, False, False, False], 8843, 'South', (12, 11))
Element 48: (1, (12, 11), ['', '', '', ''], [(7, 13), (16, 13), (18, 6)], [False, False, False, False], 4, False, [False, False, False, False], 8852, 'West', (11, 11))
Element 49: (1, (11, 11), ['', '', '%', ''], [(6, 13), (16, 12), (18, 5)], [False, False, True, False], 2, False, [False, False, False, False], 8851, 'East', (12, 11))
Element 50: (1, (12, 11), ['', '', '', ''], [(6, 13), (15, 12), (18, 4)], [False, False, False, False], 0, False, [False, False, False, False], 8850, 'Stop', (12, 11))
Element 51: #0#
