Element 1: (0, (9, 5), ['%', '.', '.', '.'], [(8, 8), (11, 1), (18, 5)], [True, False, False, False], 98, False, [False, True, True, True], 0, 'East', (10, 5))
Element 2: (0, (10, 5), ['', '.', '.', '%'], [(9, 8), (12, 1), (18, 6)], [False, False, False, True], 96, False, [False, True, True, False], 39, 'North', (10, 6))
Element 3: (0, (10, 6), ['.', '', 'F', '%'], [(9, 7), (13, 1), (17, 6)], [False, False, False, True], 94, False, [True, False, False, False], 1068, 'North', (10, 7))
Element 4: (0, (10, 7), ['', '', '.', '%'], [(9, 6), (14, 1), (17, 5)], [False, False, False, True], 92, False, [False, False, True, False], 2097, 'North', (10, 8))
Element 5: (0, (10, 8), ['', '', '%', '.'], [(10, 6), (14, 2), (17, 4)], [False, False, True, False], 90, False, [False, False, False, True], 2126, 'East', (11, 8))
Element 6: (0, (11, 8), ['', '%', '.', '%'], [(10, 7), (15, 2), (18, 4)], [False, True, False, True], 88, False, [False, False, True, False], 2155, 'North', (11, 9))
Element 7: (0, (11, 9), ['%', '', '.', '.'], [(10, 8), (16, 2), (17, 4)], [True, False, False, False], 86, False, [False, False, True, True], 2174, 'East', (12, 9))
Element 8: (0, (12, 9), ['', '%', '.', '.'], [(11, 8), (16, 3), (17, 3)], [False, True, False, False], 84, False, [False, False, True, True], 2203, 'East', (13, 9))
Element 9: (0, (13, 9), ['', '.', '.', '%'], [(11, 9), (16, 4), (16, 3)], [False, False, False, True], 82, False, [False, True, True, False], 2222, 'North', (13, 10))
Element 10: (0, (13, 10), ['.', '', '.', '.'], [(11, 10), (15, 4), (16, 4)], [False, False, False, False], 80, False, [True, False, True, True], 2251, 'East', (14, 10))
Element 11: (0, (14, 10), ['', '%', '.', '.'], [(12, 10), (15, 5), (15, 4)], [False, True, False, False], 78, False, [False, False, True, True], 2280, 'East', (15, 10))
Element 12: (0, (15, 10), ['', '.', '.', '.'], [(12, 11), (15, 6), (15, 5)], [False, False, False, False], 76, False, [False, True, True, True], 2309, 'East', (16, 10))
Element 13: (0, (16, 10), ['', '.', '.', '.'], [(13, 11), (16, 6), (14, 5)], [False, False, False, False], 74, False, [False, True, True, True], 2348, 'East', (17, 10))
Element 14: (0, (17, 10), ['', '.', '.', '.'], [(14, 11), (16, 7), (14, 6)], [False, False, False, False], 72, False, [False, True, True, True], 2387, 'East', (18, 10))
Element 15: (0, (18, 10), ['', '.', '.', '%'], [(15, 11), (16, 8), (14, 7)], [False, False, False, True], 70, False, [False, True, True, False], 2426, 'North', (18, 11))
Element 16: (0, (18, 11), ['.', '', '%', '%'], [(16, 11), (17, 8), (15, 7)], [False, False, True, True], 68, False, [True, False, False, False], 2465, 'West', (17, 11))
