Element 1: (1, (8, 9), ['F', '.', '.', '.'], [(15, 5), (10, 8), (14, 8)], [False, False, False, False], 98, False, [False, True, True, True], 9, 'West', (7, 9))
Element 2: (1, (7, 9), ['F', '%', '.', ''], [(15, 6), (10, 7), (15, 8)], [False, True, False, False], 96, False, [False, False, True, False], 2028, 'West', (6, 9))
Element 3: (1, (6, 9), ['.', '%', '.', ''], [(16, 6), (9, 7), (16, 8)], [False, True, False, False], 94, False, [True, False, True, False], 4047, 'North', (6, 10))
Element 4: (1, (6, 10), ['.', '', '.', '.'], [(17, 6), (9, 8), (17, 8)], [False, False, False, False], 92, False, [True, False, True, True], 4086, 'East', (7, 10))
Element 5: (1, (7, 10), ['', '', 'F', '.'], [(18, 6), (9, 9), (18, 8)], [False, False, False, False], 90, False, [False, False, False, True], 4125, 'North', (7, 11))
Element 6: (1, (7, 11), ['.', '', '%', '.'], [(18, 5), (9, 10), (18, 9)], [False, False, True, False], 88, False, [True, False, False, True], 5154, 'East', (8, 11))
Element 7: (1, (8, 11), ['', '.', '%', '.'], [(18, 4), (10, 10), (18, 10)], [False, False, True, False], 86, False, [False, True, False, True], 5193, 'East', (9, 11))
Element 8: (1, (9, 11), ['', '', '.', '.'], [(17, 4), (11, 10), (18, 11)], [False, False, False, False], 84, False, [False, False, True, True], 5232, 'East', (10, 11))
Element 9: (1, (10, 11), ['', '', '.', '.'], [(17, 5), (12, 10), (17, 11)], [False, False, False, False], 82, False, [False, False, True, True], 5271, 'East', (11, 11))
Element 10: (1, (11, 11), ['', '', '%', '.'], [(17, 4), (13, 10), (17, 10)], [False, False, True, False], 80, False, [False, False, False, True], 5300, 'East', (12, 11))
Element 11: (1, (12, 11), ['', '', '.', '.'], [(17, 3), (14, 10), (17, 9)], [False, False, False, False], 78, False, [False, False, True, True], 5339, 'East', (13, 11))
Element 12: (1, (13, 11), ['', '', '.', '.'], [(16, 3), (15, 10), (16, 9)], [False, False, False, False], 76, False, [False, False, True, True], 5378, 'East', (14, 11))
Element 13: (1, (14, 11), ['', '', '.', '.'], [(16, 4), (16, 10), (15, 9)], [False, False, False, False], 74, False, [False, False, True, True], 5417, 'East', (15, 11))
Element 14: (1, (15, 11), ['', 'G', '.', 'G'], [(15, 4), (16, 11), (15, 10)], [False, False, False, False], 72, False, [False, False, True, False], 5446, 'North', (15, 12))
Element 15: (1, (15, 12), ['.', '', '%', 'G'], [(16, 4), (16, 12), (16, 10)], [False, False, True, False], 70, False, [True, False, False, False], 5465, 'West', (14, 12))
Element 16: (1, (14, 12), ['.', '', '%', ''], [(16, 3), (16, 13), (16, 11)], [False, False, True, False], 68, False, [True, False, False, False], 5484, 'West', (13, 12))
Element 17: (1, (13, 12), ['.', '', '%', ''], [(16, 2), (17, 13), (16, 12)], [False, False, True, False], 66, False, [True, False, False, False], 5513, 'West', (12, 12))
Element 18: (1, (12, 12), ['%', '', 'F', ''], [(15, 2), (18, 13), (16, 13)], [True, False, False, False], 64, False, [False, False, False, False], 5542, 'North', (12, 13))
Element 19: (1, (12, 13), ['.', '', '%', '%'], [(14, 2), (17, 13), (16, 12)], [False, False, True, True], 62, False, [True, False, False, False], 6551, 'West', (11, 13))
Element 20: (1, (11, 13), ['.', '%', '%', ''], [(14, 3), (16, 13), (15, 12)], [False, True, True, False], 60, False, [True, False, False, False], 6570, 'West', (10, 13))
