Element 1: (1, (8, 9), ['F', '.', '.', '.'], [(15, 5), (10, 8), (14, 8)], [False, False, False, False], 98, False, [False, True, True, True], 9, 'West', (7, 9))
Element 21: (1, (10, 13), ['%', '.', '%', ''], [(13, 3), (16, 12), (15, 11)], [True, False, True, False], 58, False, [False, True, False, False], 6589, 'South', (10, 12))
Element 22: (1, (10, 12), ['.', '', '', '%'], [(12, 3), (15, 12), (14, 11)], [False, False, False, True], 56, False, [True, False, False, False], 6608, 'West', (9, 12))
Element 23: (1, (9, 12), ['%', '', '%', ''], [(12, 2), (15, 11), (14, 12)], [True, False, True, False], 54, False, [False, False, False, False], 6627, 'East', (10, 12))
Element 24: (1, (10, 12), ['', '', '', '%'], [(12, 1), (14, 11), (13, 12)], [False, False, False, True], 52, False, [False, False, False, False], 6636, 'North', (10, 13))
Element 25: (1, (10, 13), ['%', '', '%', ''], [(13, 1), (14, 12), (13, 11)], [True, False, True, False], 50, False, [False, False, False, False], 6645, 'East', (11, 13))
Element 26: (1, (11, 13), ['', '%', '%', ''], [(14, 1), (13, 12), (13, 10)], [False, True, True, False], 48, False, [False, False, False, False], 6654, 'East', (12, 13))
Element 27: (1, (12, 13), ['', '', '%', '%'], [(13, 1), (13, 11), (13, 9)], [False, False, True, True], 46, False, [False, False, False, False], 6663, 'South', (12, 12))
Element 28: (1, (12, 12), ['%', 'G', '', ''], [(12, 1), (12, 11), (13, 8)], [True, False, False, False], 44, False, [False, False, False, False], 6672, 'East', (13, 12))
Element 29: (1, (13, 12), ['G', '', '%', ''], [(11, 1), (12, 12), (13, 7)], [False, False, True, False], 42, False, [False, False, False, False], 6691, 'East', (14, 12))
Element 30: (1, (14, 12), ['', '', '%', ''], [(11, 2), (12, 13), (14, 7)], [False, False, True, False], 40, False, [False, False, False, False], 6710, 'East', (15, 12))
Element 31: (1, (15, 12), ['', '', '%', ''], [(11, 3), (11, 13), (15, 7)], [False, False, True, False], 38, False, [False, False, False, False], 6729, 'South', (15, 11))
Element 32: (1, (15, 11), ['', '', '', ''], [(10, 3), (10, 13), (16, 7)], [False, False, False, False], 36, False, [False, False, False, False], 6748, 'West', (14, 11))
Element 33: (1, (14, 11), ['', '', '', ''], [(10, 4), (10, 12), (16, 6)], [False, False, False, False], 34, False, [False, False, False, False], 6757, 'North', (14, 12))
Element 34: (1, (14, 12), ['', '', '%', ''], [(10, 5), (10, 11), (17, 6)], [False, False, True, False], 32, False, [False, False, False, False], 6766, 'South', (14, 11))
Element 35: (1, (14, 11), ['', '', '', ''], [(10, 6), (11, 11), (18, 6)], [False, False, False, False], 30, False, [False, False, False, False], 6775, 'South', (14, 10))
Element 36: (1, (14, 10), ['', '%', '', ''], [(9, 6), (10, 11), (18, 5)], [False, True, False, False], 28, False, [False, False, False, False], 6784, 'East', (15, 10))
Element 37: (1, (15, 10), ['', '', '', ''], [(9, 5), (9, 11), (18, 4)], [False, False, False, False], 26, False, [False, False, False, False], 6793, 'East', (16, 10))
Element 38: (1, (16, 10), ['', '', '', ''], [(9, 4), (9, 12), (17, 4)], [False, False, False, False], 24, False, [False, False, False, False], 6802, 'East', (17, 10))
Element 39: (1, (17, 10), ['', '', '', ''], [(8, 4), (9, 11), (17, 5)], [False, False, False, False], 22, False, [False, False, False, False], 6811, 'East', (18, 10))
Element 40: (1, (18, 10), ['', '', '', '%'], [(7, 4), (8, 11), (17, 4)], [False, False, False, True], 20, False, [False, False, False, False], 6820, 'North', (18, 11))
Element 41: (1, (18, 11), ['', '', '%', '%'], [(7, 5), (8, 10), (17, 3)], [False, False, True, True], 18, False, [False, False, False, False], 6839, 'West', (17, 11))
Element 42: (1, (17, 11), ['', '', '%', ''], [(6, 5), (8, 9), (16, 3)], [False, False, True, False], 16, False, [False, False, False, False], 6848, 'West', (16, 11))
Element 43: (1, (16, 11), ['', '', '', ''], [(6, 6), (8, 8), (16, 4)], [False, False, False, False], 14, False, [False, False, False, False], 6867, 'North', (16, 12))
Element 44: (1, (16, 12), ['', '', '', '%'], [(6, 7), (8, 9), (15, 4)], [False, False, False, True], 12, False, [False, False, False, False], 6876, 'North', (16, 13))
Element 45: (1, (16, 13), ['%', '', '%', ''], [(5, 7), (7, 9), (15, 5)], [True, False, True, False], 10, False, [False, False, False, False], 6885, 'East', (17, 13))
Element 46: (1, (17, 13), ['', '%', '%', ''], [(5, 6), (7, 10), (15, 6)], [False, True, True, False], 8, False, [False, False, False, False], 6894, 'East', (18, 13))
Element 47: (1, (18, 13), ['', '%', '%', '%'], [(5, 5), (7, 11), (14, 6)], [False, True, True, True], 6, False, [False, False, False, False], 6913, 'West', (17, 13))
Element 48: (1, (17, 13), ['', '%', '%', ''], [(5, 4), (6, 11), (13, 6)], [False, True, True, False], 4, False, [False, False, False, False], 6942, 'West', (16, 13))
Element 49: (1, (16, 13), ['%', '', '%', ''], [(6, 4), (5, 11), (13, 5)], [True, False, True, False], 2, False, [False, False, False, False], 6971, 'South', (16, 12))
Element 50: (1, (16, 12), ['', '', '', '%'], [(6, 4), (5, 10), (12, 5)], [False, False, False, True], 0, False, [False, False, False, False], 6990, 'Stop', (16, 12))
Element 51: #0#
