Element 1: (1, (14, 7), ['.', '.', '.', 'G'], [(10, 7), (15, 7), (15, 8)], [False, False, False, False], 98, False, [True, True, True, False], 999, 'North', (14, 8))
Element 2: (1, (14, 8), ['.', '', '%', ''], [(9, 7), (16, 7), (16, 8)], [False, False, True, False], 96, False, [True, False, False, False], 2028, 'West', (13, 8))
Element 3: (1, (13, 8), ['%', '.', '.', ''], [(9, 8), (16, 6), (17, 8)], [True, False, False, False], 94, False, [False, True, True, False], 2067, 'North', (13, 9))
Element 4: (1, (13, 9), ['.', '', '.', '%'], [(10, 8), (17, 6), (18, 8)], [False, False, False, True], 92, False, [True, False, True, False], 2106, 'North', (13, 10))
Element 5: (1, (13, 10), ['.', '', '.', '.'], [(11, 8), (18, 6), (18, 9)], [False, False, False, False], 90, False, [True, False, True, True], 2145, 'East', (14, 10))
Element 6: (1, (14, 10), ['', '%', '.', '.'], [(11, 9), (18, 5), (18, 10)], [False, True, False, False], 88, False, [False, False, True, True], 2184, 'East', (15, 10))
Element 7: (1, (15, 10), ['', '.', '.', '.'], [(12, 9), (18, 4), (18, 11)], [False, False, False, False], 86, False, [False, True, True, True], 2223, 'East', (16, 10))
Element 8: (1, (16, 10), ['', '.', '.', '.'], [(12, 10), (17, 4), (17, 11)], [False, False, False, False], 84, False, [False, True, True, True], 2262, 'East', (17, 10))
Element 9: (1, (17, 10), ['', '.', '', ''], [(12, 11), (17, 5), (16, 11)], [False, False, False, False], 82, False, [False, True, False, False], 2301, 'South', (17, 9))
Element 10: (1, (17, 9), ['.', '', '', ''], [(13, 11), (17, 4), (16, 12)], [False, False, False, False], 80, False, [True, False, False, False], 2330, 'West', (16, 9))
Element 11: (1, (16, 9), ['.', '', '', ''], [(14, 11), (17, 3), (16, 13)], [False, False, False, False], 78, False, [True, False, False, False], 2369, 'West', (15, 9))
Element 12: (1, (15, 9), ['%', '', '', ''], [(15, 11), (16, 3), (17, 13)], [True, False, False, False], 76, False, [False, False, False, False], 2408, 'South', (15, 8))
Element 13: (1, (15, 8), ['', '', '', ''], [(15, 12), (16, 4), (18, 13)], [False, False, False, False], 74, False, [False, False, False, False], 2437, 'East', (16, 8))
Element 14: (1, (16, 8), ['', '', '', ''], [(14, 12), (15, 4), (17, 13)], [False, False, False, False], 72, False, [False, False, False, False], 2456, 'East', (17, 8))
Element 15: (1, (17, 8), ['', '%', '', ''], [(13, 12), (15, 5), (16, 13)], [False, True, False, False], 70, False, [False, False, False, False], 2475, 'East', (18, 8))
Element 16: (1, (18, 8), ['', '%', '', '%'], [(12, 12), (15, 6), (16, 12)], [False, True, False, True], 68, False, [False, False, False, False], 2494, 'North', (18, 9))
Element 17: (1, (18, 9), ['', '', '', '%'], [(12, 13), (14, 6), (15, 12)], [False, False, False, True], 66, False, [False, False, False, False], 3503, 'North', (18, 10))
Element 18: (1, (18, 10), ['', '', '', '%'], [(11, 13), (14, 5), (15, 11)], [False, False, False, True], 64, False, [False, False, False, False], 3522, 'North', (18, 11))
Element 19: (1, (18, 11), ['', '', '%', '%'], [(10, 13), (13, 5), (15, 10)], [False, False, True, True], 62, False, [False, False, False, False], 3541, 'West', (17, 11))
Element 20: (1, (17, 11), ['', '', '%', ''], [(10, 12), (13, 6), (16, 10)], [False, False, True, False], 60, False, [False, False, False, False], 3560, 'West', (16, 11))
Element 21: (1, (16, 11), ['', '', '', ''], [(10, 11), (13, 7), (17, 10)], [False, False, False, False], 58, False, [False, False, False, False], 3579, 'North', (16, 12))
Element 22: (1, (16, 12), ['', '', '', '%'], [(11, 11), (12, 7), (17, 9)], [False, False, False, True], 56, False, [False, False, False, False], 3598, 'North', (16, 13))
Element 23: (1, (16, 13), ['%', '', '%', ''], [(11, 10), (12, 6), (16, 9)], [True, False, True, False], 54, False, [False, False, False, False], 3617, 'East', (17, 13))
Element 24: (1, (17, 13), ['', '%', '%', ''], [(10, 10), (12, 5), (15, 9)], [False, True, True, False], 52, False, [False, False, False, False], 3636, 'East', (18, 13))
Element 25: (1, (18, 13), ['', '%', '%', '%'], [(9, 10), (12, 6), (16, 9)], [False, True, True, True], 50, False, [False, False, False, False], 3645, 'West', (17, 13))
Element 26: (1, (17, 13), ['', '%', '%', ''], [(9, 11), (12, 7), (17, 9)], [False, True, True, False], 48, False, [False, False, False, False], 3654, 'West', (16, 13))
Element 27: (1, (16, 13), ['%', '', '%', ''], [(9, 12), (13, 7), (17, 10)], [True, False, True, False], 46, False, [False, False, False, False], 3663, 'South', (16, 12))
Element 28: (1, (16, 12), ['', '', '', '%'], [(9, 11), (14, 7), (16, 10)], [False, False, False, True], 44, False, [False, False, False, False], 3662, 'West', (15, 12))
Element 29: (1, (15, 12), ['', '', '%', ''], [(8, 11), (14, 8), (16, 9)], [False, False, True, False], 42, False, [False, False, False, False], 3671, 'South', (15, 11))
Element 30: (1, (15, 11), ['', '', '', ''], [(7, 11), (15, 8), (16, 10)], [False, False, False, False], 40, False, [False, False, False, False], 4670, 'West', (14, 11))
Element 31: (1, (14, 11), ['', '', '', ''], [(7, 10), (16, 8), (15, 10)], [False, False, False, False], 38, False, [False, False, False, False], 4679, 'North', (14, 12))
Element 32: (1, (14, 12), ['', '', '%', ''], [(7, 9), (17, 8), (15, 9)], [False, False, True, False], 36, False, [False, False, False, False], 5678, 'West', (13, 12))
Element 33: (1, (13, 12), ['', '', '%', ''], [(6, 9), (18, 8), (15, 10)], [False, False, True, False], 34, False, [False, False, False, False], 6677, 'South', (13, 11))
Element 34: (1, (13, 11), ['', '', '', ''], [(6, 10), (18, 9), (14, 10)], [False, False, False, False], 32, False, [False, False, False, False], 6686, 'West', (12, 11))
Element 35: (1, (12, 11), ['', '', '', ''], [(6, 11), (18, 10), (14, 11)], [False, False, False, False], 30, False, [False, False, False, False], 6695, 'North', (12, 12))
Element 36: (1, (12, 12), ['%', '', '', ''], [(5, 11), (18, 11), (14, 12)], [True, False, False, False], 28, False, [False, False, False, False], 6704, 'North', (12, 13))
Element 37: (1, (12, 13), ['', '', '%', '%'], [(5, 10), (17, 11), (13, 12)], [False, False, True, True], 26, False, [False, False, False, False], 6713, 'West', (11, 13))
Element 38: (1, (11, 13), ['', '%', '%', ''], [(5, 9), (17, 10), (13, 11)], [False, True, True, False], 24, False, [False, False, False, False], 6722, 'West', (10, 13))
Element 39: (1, (10, 13), ['%', '', '%', ''], [(4, 9), (17, 9), (13, 10)], [True, False, True, False], 22, False, [False, False, False, False], 6731, 'South', (10, 12))
Element 40: (1, (10, 12), ['', '', '', '%'], [(4, 10), (16, 9), (13, 9)], [False, False, False, True], 20, False, [False, False, False, False], 6740, 'South', (10, 11))
Element 41: (1, (10, 11), ['', '', '', ''], [(3, 10), (16, 10), (13, 8)], [False, False, False, False], 18, False, [False, False, False, False], 6749, 'East', (11, 11))
Element 42: (1, (11, 11), ['', '', '%', ''], [(3, 11), (16, 11), (14, 8)], [False, False, True, False], 16, False, [False, False, False, False], 6758, 'South', (11, 10))
Element 43: (1, (11, 10), ['', '', '', ''], [(3, 12), (16, 12), (14, 7)], [False, False, False, False], 14, False, [False, False, False, False], 6767, 'East', (12, 10))
Element 44: (1, (12, 10), ['', '', '', ''], [(3, 13), (16, 13), (15, 7)], [False, False, False, False], 12, False, [False, False, False, False], 6776, 'South', (12, 9))
Element 45: (1, (12, 9), ['', '%', '', ''], [(4, 13), (17, 13), (16, 7)], [False, True, False, False], 10, False, [False, False, False, False], 7775, 'West', (11, 9))
Element 46: (1, (11, 9), ['%', '', '', ''], [(5, 13), (18, 13), (16, 6)], [True, False, False, False], 8, False, [False, False, False, False], 8774, 'South', (11, 8))
Element 47: (1, (11, 8), ['', '%', '', '%'], [(6, 13), (17, 13), (17, 6)], [False, True, False, True], 6, False, [False, False, False, False], 8783, 'West', (10, 8))
Element 48: (1, (10, 8), ['', '', '%', ''], [(7, 13), (16, 13), (18, 6)], [False, False, True, False], 4, False, [False, False, False, False], 8792, 'South', (10, 7))
Element 49: (1, (10, 7), ['', '', '', '%'], [(6, 13), (16, 12), (18, 5)], [False, False, False, True], 2, False, [False, False, False, False], 8791, 'South', (10, 6))
Element 50: (1, (10, 6), ['.', '.', '', '%'], [(6, 13), (15, 12), (18, 4)], [False, False, False, True], 0, False, [True, True, False, False], 8790, 'Stop', (10, 6))
Element 51: #0#
